Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Кропоткинская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434	УИК №2435					
1	"Число избирателей, внесенных в список избирателей"	57981	2040	2259	1307	2409	2481	2095	1409	1124	2070	1934	2738	1720	1800	1737	1198	1520	1328	1671	1560	1120	1180	1660	1441	1164	1843	1085	2102	1921	1783	1782	1021	1208	1960	1015	1296					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	58320	2050	2070	1320	2500	2520	2150	1450	1150	2150	1930	2620	1740	1930	1750	1240	1500	1170	1700	1600	1060	1170	1590	1450	1190	1870	1110	2180	1940	1800	1850	1050	1200	1990	1030	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	41810	1637	1437	729	2160	2070	1547	617	587	1588	1214	1836	1257	1424	1412	976	1160	927	1217	1001	957	760	814	1275	912	1623	677	1704	935	1367	1166	709	788	1665	717	945					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	5895	234	209	281	104	177	398	247	258	186	270	437	167	126	40	43	106	36	61	195	63	243	164	68	150	51	167	247	506	32	186	97	132	60	57	97					
6	Число погашенных избирательных бюллетеней	10615	179	424	310	236	273	205	586	305	376	446	347	316	380	298	221	234	207	422	404	40	167	612	107	128	196	266	229	499	401	498	244	280	265	256	258					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5895	234	209	281	104	177	398	247	258	186	270	437	167	126	40	43	106	36	61	195	63	243	164	68	150	51	167	247	506	32	186	97	132	60	57	97					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	41810	1637	1437	729	2160	2070	1547	617	587	1588	1214	1836	1257	1424	1412	976	1160	927	1217	1001	957	760	814	1275	912	1623	677	1704	935	1367	1166	709	788	1665	717	945					
9	Число недействительных избирательных бюллетеней	294	0	0	0	0	10	19	1	0	26	11	0	19	0	16	13	8	22	21	13	4	0	10	0	13	0	6	17	28	6	15	0	0	0	12	4					
10	Число действительных избирательных бюллетеней	47411	1871	1646	1010	2264	2237	1926	863	845	1748	1473	2273	1405	1550	1436	1006	1258	941	1257	1183	1016	1003	968	1343	1049	1674	838	1934	1413	1393	1337	806	920	1725	762	1038					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	456	18	20	10	20	15	15	10	10	15	14	15	10	14	10	10	10	15	15	10	10	10	10	10	10	20	10	15	10	20	20	10	10	15	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	456	18	20	10	20	15	15	10	10	15	14	15	10	14	10	10	10	15	15	10	10	10	10	10	10	20	10	15	10	20	20	10	10	15	10	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	224	4	11	4	6	8	6	0	5	6	4	8	4	23	9	4	9	3	18	7	14	0	8	4	12	4	5	6	2	8	5	3	2	8	0	4					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	44	1	5	1	1	1	0	0	1	2	0	1	0	0	4	0	2	2	0	3	2	0	2	1	1	1	0	0	2	2	4	1	2	1	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4684	114	124	85	206	244	222	131	95	206	160	89	147	213	136	118	122	136	163	122	84	96	137	105	74	75	71	178	160	146	168	81	82	200	85	109					
		9.82%	6.09%	7.53%	8.42%	9.10%	10.86%	11.41%	15.16%	11.24%	11.61%	10.78%	3.92%	10.32%	13.74%	9.37%	11.58%	9.64%	14.12%	12.75%	10.20%	8.24%	9.57%	14.01%	7.82%	6.97%	4.48%	8.41%	9.12%	11.10%	10.44%	12.43%	10.05%	8.91%	11.59%	10.98%	10.46%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1642	51	13	32	2	88	0	11	2	43	41	0	143	23	59	95	20	18	40	25	26	22	178	62	18	67	21	47	147	27	84	36	18	50	82	51					
		3.44%	2.73%	0.79%	3.17%	0.09%	3.92%	0.00%	1.27%	0.24%	2.42%	2.76%	0.00%	10.04%	1.48%	4.06%	9.32%	1.58%	1.87%	3.13%	2.09%	2.55%	2.19%	18.20%	4.62%	1.69%	4.00%	2.49%	2.41%	10.20%	1.93%	6.21%	4.47%	1.96%	2.90%	10.59%	4.89%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	241	13	0	10	3	23	0	4	0	1	0	0	7	12	12	7	16	8	15	0	5	0	9	11	10	10	4	4	17	0	11	17	9	0	3	0					
		0.51%	0.69%	0.00%	0.99%	0.13%	1.02%	0.00%	0.46%	0.00%	0.06%	0.00%	0.00%	0.49%	0.77%	0.83%	0.69%	1.26%	0.83%	1.17%	0.00%	0.49%	0.00%	0.92%	0.82%	0.94%	0.60%	0.47%	0.21%	1.18%	0.00%	0.81%	2.11%	0.98%	0.00%	0.39%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6527	188	301	96	409	229	295	74	157	224	229	524	195	160	146	204	233	164	267	177	140	137	199	161	85	201	84	156	221	223	96	55	123	100	128	146					
		13.68%	10.05%	18.29%	9.50%	18.07%	10.19%	15.17%	8.56%	18.58%	12.63%	15.43%	23.05%	13.69%	10.32%	10.06%	20.02%	18.40%	17.03%	20.89%	14.80%	13.73%	13.66%	20.35%	11.99%	8.00%	12.01%	9.95%	7.99%	15.34%	15.94%	7.10%	6.82%	13.37%	5.80%	16.54%	14.01%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	398	14	8	20	0	28	0	2	0	4	0	0	15	14	18	23	13	18	34	0	15	0	21	2	14	15	12	9	35	0	26	10	15	0	13	0					
		0.83%	0.75%	0.49%	1.98%	0.00%	1.25%	0.00%	0.23%	0.00%	0.23%	0.00%	0.00%	1.05%	0.90%	1.24%	2.26%	1.03%	1.87%	2.66%	0.00%	1.47%	0.00%	2.15%	0.15%	1.32%	0.90%	1.42%	0.46%	2.43%	0.00%	1.92%	1.24%	1.63%	0.00%	1.68%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	33796	1485	1197	765	1644	1618	1409	641	591	1270	1043	1660	891	1124	1058	554	850	592	727	859	744	748	416	994	842	1298	643	1538	827	997	946	607	666	1375	445	732					
		70.84%	79.37%	72.72%	75.74%	72.61%	72.01%	72.44%	74.19%	69.94%	71.59%	70.28%	73.03%	62.57%	72.52%	72.87%	54.37%	67.14%	61.47%	56.89%	71.82%	72.94%	74.58%	42.54%	74.01%	79.28%	77.54%	76.18%	78.83%	57.39%	71.27%	69.97%	75.31%	72.39%	79.71%	57.49%	70.25%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	123	6	3	2	0	7	0	0	0	0	0	0	7	4	7	5	4	5	11	0	2	0	8	8	6	8	3	2	6	0	6	0	7	0	6	0					
		0.26%	0.32%	0.18%	0.20%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.26%	0.48%	0.49%	0.32%	0.52%	0.86%	0.00%	0.20%	0.00%	0.82%	0.60%	0.56%	0.48%	0.36%	0.10%	0.42%	0.00%	0.44%	0.00%	0.76%	0.00%	0.78%	0.00%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
