Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Яшкинская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682					
1	"Число избирателей, внесенных в списки"	23160	55	241	1504	1354	1636	1618	1023	1413	844	892	1120	1038	202	743	127	202	457	423	453	329	783	96	757	556	191	331	108	135	440	1420	475	78	279	134	173	820	618	92					
2	"Число бюллетеней, полученных участковыми комиссиями"	21000	100	210	1400	1200	1400	1400	900	1300	700	800	1000	900	200	700	130	200	400	400	430	300	700	110	700	500	200	300	140	140	420	1200	430	80	300	140	180	700	600	90					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13533	55	172	807	572	810	710	396	643	366	281	711	564	117	448	93	117	330	321	370	243	645	87	622	389	169	197	99	102	287	886	283	66	221	103	149	603	427	72					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1188	0	13	59	69	106	62	101	132	75	33	22	40	9	10	5	32	65	10	14	17	0	9	27	28	12	65	9	1	28	32	35	0	10	5	2	13	26	12					
6	Число погашенных бюллетеней	6279	45	25	534	559	484	628	403	525	259	486	267	296	74	242	32	51	5	69	46	40	55	14	51	83	19	38	32	37	105	282	112	14	69	32	29	84	147	6					
7	Число бюллетеней в переносных ящиках для голосования	1188	0	13	59	69	106	62	101	132	75	33	22	40	9	10	5	32	65	10	14	17	0	9	27	28	12	65	9	1	28	32	35	0	10	5	2	13	26	12					
8	Число бюллетеней в стационарных ящиках для голосования	13532	55	172	807	572	810	710	396	643	366	281	711	564	117	448	93	117	330	321	370	243	645	87	622	389	169	197	99	101	287	886	283	66	221	103	149	603	427	72					
9	Число недействительных бюллетеней	221	0	1	17	2	3	2	1	66	3	7	6	9	0	8	1	0	1	5	4	3	4	0	23	0	1	0	0	1	3	35	4	0	2	1	1	1	6	0					
10	Число действительных бюллетеней	14499	55	184	849	639	913	770	496	709	438	307	727	595	126	450	97	149	394	326	380	257	641	96	626	417	180	262	108	101	312	883	314	66	229	107	150	615	447	84					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	238	0	1	19	10	13	23	5	7	9	5	4	4	5	10	3	3	10	5	5	5	10	5	10	5	5	5	5	3	5	10	5	3	5	3	0	5	5	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	167	0	1	19	10	13	23	5	7	8	4	4	4	5	9	1	3	1	2	0	4	8	0	7	5	2	3	4	0	4	2	1	0	0	0	0	5	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	144	55	4	8	3	3	6	3	2	3	4	6	2	0	3	2	2	4	1	2	2	0	0	2	0	2	2	4	0	0	5	1	2	2	1	0	3	2	3					
14	Число погашенных открепительных удостоверений	71	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0	9	3	5	1	2	5	3	0	3	2	1	3	1	8	4	3	5	3	0	0	2	3					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	"1. ""ЕДИНЕНИЕ"""	248	0	5	16	10	10	15	3	9	8	8	33	15	2	8	2	3	8	17	2	11	4	2	8	4	2	3	1	2	10	0	4	1	4	1	3	11	2	1					
		1.68%	0.0%	2.70%	1.84%	1.56%	1.09%	1.94%	0.60%	1.16%	1.81%	2.54%	4.50%	2.48%	1.58%	1.74%	2.04%	2.01%	2.02%	5.13%	0.52%	4.23%	0.62%	2.08%	1.23%	0.95%	1.10%	1.14%	0.92%	1.96%	3.17%	0.0%	1.25%	1.51%	1.73%	0.92%	1.98%	1.78%	0.44%	1.19%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	71	0	0	2	5	6	9	2	6	2	1	3	2	0	5	0	1	2	2	3	1	4	0	4	0	0	1	0	0	1	2	0	0	0	0	0	2	3	2					
		0.48%	0.0%	0.0%	0.23%	0.78%	0.65%	1.16%	0.40%	0.77%	0.45%	0.31%	0.40%	0.33%	0.0%	1.09%	0.0%	0.67%	0.50%	0.60%	0.78%	0.38%	0.62%	0.0%	0.61%	0.0%	0.0%	0.38%	0.0%	0.0%	0.31%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.66%	2.38%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	202	0	6	8	10	10	13	8	10	0	4	16	13	0	15	4	0	3	6	6	1	7	1	7	5	1	2	0	0	10	9	5	2	0	1	0	10	9	0					
		1.37%	0.0%	3.24%	0.92%	1.56%	1.09%	1.68%	1.60%	1.29%	0.0%	1.27%	2.18%	2.15%	0.0%	3.27%	4.08%	0.0%	0.75%	1.81%	1.56%	0.38%	1.08%	1.04%	1.07%	1.19%	0.55%	0.76%	0.0%	0.0%	3.17%	0.98%	1.57%	3.03%	0.0%	0.92%	0.0%	1.62%	1.98%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	178	4	0	26	12	16	22	3	8	4	4	8	4	0	3	2	1	4	1	4	2	5	1	2	1	0	3	0	0	3	3	2	0	0	4	6	9	11	0					
		1.20%	7.27%	0.0%	3.00%	1.87%	1.74%	2.84%	0.60%	1.03%	0.90%	1.27%	1.09%	0.66%	0.0%	0.65%	2.04%	0.67%	1.01%	0.30%	1.04%	0.76%	0.77%	1.04%	0.30%	0.23%	0.0%	1.14%	0.0%	0.0%	0.95%	0.32%	0.62%	0.0%	0.0%	3.70%	3.97%	1.46%	2.42%	0.0%					
22	"5. ""За Русь Святую"""	44	0	2	2	5	4	2	4	5	1	0	2	1	0	3	1	0	0	2	1	0	0	0	2	0	0	0	0	0	1	0	1	1	2	1	0	0	0	1					
		0.29%	0.0%	1.08%	0.23%	0.78%	0.43%	0.25%	0.80%	0.64%	0.22%	0.0%	0.27%	0.16%	0.0%	0.65%	1.02%	0.0%	0.0%	0.60%	0.26%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.31%	1.51%	0.86%	0.92%	0.0%	0.0%	0.0%	1.19%					
23	"6. ""Объединенная Российская партия ""Русь"""	29	0	0	3	2	0	2	1	2	3	0	0	1	0	0	1	1	0	0	0	0	3	0	1	0	0	5	0	1	0	0	1	0	0	0	0	1	1	0					
		0.19%	0.0%	0.0%	0.34%	0.31%	0.0%	0.25%	0.20%	0.25%	0.68%	0.0%	0.0%	0.16%	0.0%	0.0%	1.02%	0.67%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.15%	0.0%	0.0%	1.90%	0.0%	0.98%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.16%	0.22%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	76	0	1	6	3	3	5	3	9	3	0	3	3	2	5	1	2	2	1	1	2	4	0	2	0	0	1	0	0	1	7	2	0	0	0	0	3	0	1					
		0.51%	0.0%	0.54%	0.69%	0.46%	0.32%	0.64%	0.60%	1.16%	0.68%	0.0%	0.40%	0.49%	1.58%	1.09%	1.02%	1.34%	0.50%	0.30%	0.26%	0.76%	0.62%	0.0%	0.30%	0.0%	0.0%	0.38%	0.0%	0.0%	0.31%	0.76%	0.62%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	1.19%					
25	"8. ""Народно-республиканская партия России"""	10	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0					
		0.06%	0.0%	0.54%	0.11%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.67%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.62%	0.0%	0.86%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	17	0	1	3	2	0	1	0	0	1	0	3	0	0	3	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.11%	0.0%	0.54%	0.34%	0.31%	0.0%	0.12%	0.0%	0.0%	0.22%	0.0%	0.40%	0.0%	0.0%	0.65%	0.0%	0.67%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	436	0	5	14	8	33	14	7	10	6	3	41	37	11	9	10	2	11	8	6	13	23	7	32	13	4	9	4	0	4	21	4	1	15	2	4	24	21	0					
