Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Качканарская городская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960	УИК №1961	УИК №1962	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972					
1	"Число избирателей, внесенных в список избирателей"	36044	1916	1843	1826	1714	1778	1643	1962	1824	1969	1868	1947	1655	1691	1741	1771	1881	1832	1731	1875	1577					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35000	1800	1800	1800	1700	1800	1600	1800	1800	1900	1900	1800	1600	1700	1700	1700	1900	1800	1600	1700	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19087	940	1044	1089	1063	759	799	695	1000	759	1104	1074	940	792	856	897	1108	1090	952	1179	947					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1198	166	72	65	49	44	41	146	48	54	24	109	37	42	36	51	16	27	125	33	13					
6	Число погашенных избирательных бюллетеней	14715	694	684	646	588	997	760	959	752	1087	772	617	623	866	808	752	776	683	523	488	640					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1198	166	72	65	49	44	41	146	48	54	24	109	37	42	36	51	16	27	125	33	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19086	940	1044	1089	1063	759	798	695	1000	759	1104	1074	940	792	856	897	1108	1090	952	1179	947					
9	Число недействительных избирательных бюллетеней	467	37	9	27	26	31	17	23	26	11	25	36	22	10	22	11	39	36	19	28	12					
10	Число действительных избирательных бюллетеней	19817	1069	1107	1127	1086	772	822	818	1022	802	1103	1147	955	824	870	937	1085	1081	1058	1184	948					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	470	5	25	30	30	20	20	20	20	20	25	25	20	20	25	25	30	25	30	30	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	354	5	21	21	29	19	16	14	20	13	25	14	12	19	14	17	13	20	15	22	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	257	14	48	8	14	12	5	23	12	12	13	5	7	1	10	10	18	6	13	11	15					
14	Число погашенных неиспользованных открепительных удостоверений	116	0	4	9	1	1	4	6	0	7	0	11	8	1	11	8	17	5	15	8	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	0	1	3	1	2	1	0	2	0	1	1	3	2	3	0	3	0	2	1	4					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4685	232	246	279	253	158	191	173	220	160	257	294	275	209	206	209	275	269	243	324	212					
		23.10%	20.98%	22.04%	24.18%	22.75%	19.68%	22.77%	20.57%	20.99%	19.68%	22.78%	24.85%	28.15%	25.06%	23.09%	22.05%	24.47%	24.08%	22.56%	26.73%	22.08%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3899	254	190	157	171	192	171	213	199	185	245	224	169	181	191	190	198	205	203	182	179					
		19.22%	22.97%	17.03%	13.60%	15.38%	23.91%	20.38%	25.33%	18.99%	22.76%	21.72%	18.93%	17.30%	21.70%	21.41%	20.04%	17.62%	18.35%	18.85%	15.02%	18.65%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	175	10	6	13	11	5	5	8	11	9	8	8	9	6	5	13	6	8	11	17	6					
		0.86%	0.90%	0.54%	1.13%	0.99%	0.62%	0.60%	0.95%	1.05%	1.11%	0.71%	0.68%	0.92%	0.72%	0.56%	1.37%	0.53%	0.72%	1.02%	1.40%	0.63%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4412	223	291	271	289	155	176	141	214	171	249	241	249	159	200	173	238	235	233	267	237					
		21.75%	20.16%	26.08%	23.48%	25.99%	19.30%	20.98%	16.77%	20.42%	21.03%	22.07%	20.37%	25.49%	19.06%	22.42%	18.25%	21.17%	21.04%	21.63%	22.03%	24.69%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	520	26	33	28	36	19	13	15	27	19	44	31	21	16	17	31	35	25	25	33	26					
		2.56%	2.35%	2.96%	2.43%	3.24%	2.37%	1.55%	1.78%	2.58%	2.34%	3.90%	2.62%	2.15%	1.92%	1.91%	3.27%	3.11%	2.24%	2.32%	2.72%	2.71%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5829	304	317	368	311	230	251	257	342	248	283	332	218	243	244	299	314	322	324	347	275					
		28.74%	27.49%	28.41%	31.89%	27.97%	28.64%	29.92%	30.56%	32.63%	30.50%	25.09%	28.06%	22.31%	29.14%	27.35%	31.54%	27.94%	28.83%	30.08%	28.63%	28.65%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	297	20	24	11	15	13	15	11	9	10	17	17	14	10	7	22	19	17	19	14	13					
		1.46%	1.81%	2.15%	0.95%	1.35%	1.62%	1.79%	1.31%	0.86%	1.23%	1.51%	1.44%	1.43%	1.20%	0.78%	2.32%	1.69%	1.52%	1.76%	1.16%	1.35%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
