Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Качканарская городская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960	УИК №1961	УИК №1962	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972					
1	"Число избирателей, внесенных в списки избирателей"	37208	2019	2088	1808	1885	1908	1819	1840	1823	1905	1886	2035	1800	1761	1883	1839	1776	1663	1761	1841	1868					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	36000	1700	1900	1750	1800	1850	1700	1800	1850	1950	1900	1850	1750	1700	1800	1800	1800	1650	1700	1800	1950					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	22412	1128	1277	1189	1250	938	973	950	1112	986	1212	1254	1162	966	1072	1107	1216	1084	1096	1224	1216					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1656	252	149	121	118	54	147	88	66	35	18	134	83	73	67	47	18	36	54	78	18					
6	Число погашенных избирательных бюллетеней	11932	320	474	440	432	858	580	762	672	929	670	462	505	661	661	646	566	530	550	498	716					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1655	252	149	121	118	54	147	88	66	35	18	134	83	73	66	47	18	36	54	78	18					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22410	1128	1277	1189	1250	938	973	949	1112	986	1212	1254	1162	966	1071	1107	1216	1084	1096	1224	1216					
9	Число недействительных избирательных бюллетеней	245	18	4	18	15	13	13	7	15	10	11	8	12	18	12	13	14	9	14	10	11					
10	Число действительных избирательных бюллетеней	23820	1362	1422	1292	1353	979	1107	1030	1163	1011	1219	1380	1233	1021	1125	1141	1220	1111	1136	1292	1223					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	354	15	29	15	15	21	10	15	21	17	15	20	12	15	15	15	20	15	15	25	29					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	352	15	29	15	15	21	10	14	21	16	15	20	12	15	15	15	20	15	15	25	29					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	300	10	26	79	10	8	5	14	18	18	10	12	19	3	8	25	8	5	4	13	5					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	46	0	1	7	2	2	1	0	3	3	5	0	1	0	5	1	2	2	7	2	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	565	35	35	54	36	16	28	10	34	19	25	37	28	13	23	20	35	22	29	41	25					
		2.35%	2.54%	2.45%	4.12%	2.63%	1.61%	2.50%	0.96%	2.89%	1.86%	2.03%	2.67%	2.25%	1.25%	2.02%	1.73%	2.84%	1.96%	2.52%	3.15%	2.03%					
19	2.Всероссийская политическая партия «Гражданская Сила»	598	41	31	25	31	23	27	25	19	31	27	43	30	29	28	33	22	40	37	27	29					
		2.48%	2.97%	2.17%	1.91%	2.27%	2.32%	2.41%	2.41%	1.61%	3.04%	2.20%	3.10%	2.41%	2.79%	2.46%	2.86%	1.78%	3.57%	3.22%	2.07%	2.35%					
20	3.Политическая партия «Демократическая партия России»	39	4	1	1	1	4	1	0	4	1	3	3	2	1	2	1	1	0	2	4	3					
		0.16%	0.29%	0.07%	0.08%	0.07%	0.40%	0.09%	0.00%	0.34%	0.10%	0.24%	0.22%	0.16%	0.10%	0.18%	0.09%	0.08%	0.00%	0.17%	0.31%	0.24%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2454	113	154	129	204	70	120	55	122	82	116	161	126	84	115	108	146	131	123	162	133					
		10.20%	8.19%	10.80%	9.85%	14.91%	7.06%	10.71%	5.30%	10.36%	8.03%	9.43%	11.60%	10.12%	8.08%	10.11%	9.36%	11.83%	11.70%	10.70%	12.44%	10.78%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	150	4	10	5	11	5	16	6	3	4	14	11	4	4	5	7	13	5	7	8	8					
		0.62%	0.29%	0.70%	0.38%	0.80%	0.50%	1.43%	0.58%	0.25%	0.39%	1.14%	0.79%	0.32%	0.38%	0.44%	0.61%	1.05%	0.45%	0.61%	0.61%	0.65%					
23	6.Политическая партия «Партия социальной справедливости»	88	3	7	5	7	6	2	2	6	1	5	2	4	3	3	3	4	11	3	4	7					
		0.37%	0.22%	0.49%	0.38%	0.51%	0.60%	0.18%	0.19%	0.51%	0.10%	0.41%	0.14%	0.32%	0.29%	0.26%	0.26%	0.32%	0.98%	0.26%	0.31%	0.57%					
24	7.Политическая партия «Либерально-демократическая партия России»	3994	254	237	173	201	190	212	204	148	162	265	196	182	186	190	194	224	145	207	166	258					
