Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Азнакаевская городская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527					
1	"Число избирателей, внесенных в списки избирателей"	27881	1704	1586	1474	1253	1322	1281	1330	1447	1231	1126	1284	1119	1243	1440	1216	1671	1300	1361	1594	1899					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	28149	1667	1565	1485	1231	1322	1255	1349	1450	1236	1140	1294	1438	1261	1442	1223	1551	1314	1389	1628	1909					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21621	1391	1170	1065	911	1015	964	1001	1099	944	880	989	1076	918	1024	975	1248	973	1053	1369	1556					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	756	15	67	36	50	27	64	87	33	19	32	29	43	35	17	22	124	29	9	10	8					
6	Число погашенных избирательных бюллетеней	5772	261	328	384	270	280	227	261	318	273	228	276	319	308	401	226	179	312	327	249	345					
7	Число избирательных бюллетеней в переносных ящиках для голосования	756	15	67	36	50	27	64	87	33	19	32	29	43	35	17	22	124	29	9	10	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21594	1391	1170	1065	911	1014	964	1001	1099	944	880	989	1076	918	998	975	1248	973	1053	1369	1556					
9	Число недействительных избирательных бюллетеней	235	11	8	9	15	26	20	10	22	11	5	15	13	5	2	19	8	9	5	2	20					
10	Число действительных избирательных бюллетеней	22115	1395	1229	1092	946	1015	1008	1078	1110	952	907	1003	1106	948	1013	978	1364	993	1057	1377	1544					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	383	13	17	17	13	18	30	18	21	7	14	18	18	19	18	12	27	15	24	30	34					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	382	13	17	17	13	18	30	18	21	7	14	17	18	19	18	12	27	15	24	30	34					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	145	9	5	6	4	10	13	2	9	6	7	7	0	6	12	6	17	7	4	5	10					
14	Число погашенных неиспользованных открепительных удостоверений	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	3	1	1	1	1	0	0	1	0	0	1	1	1	0	1	0	1	2	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	312	25	26	14	12	16	5	15	21	16	16	17	12	5	18	13	12	15	24	7	23					
		1.40%	1.78%	2.10%	1.27%	1.25%	1.54%	0.49%	1.38%	1.86%	1.66%	1.75%	1.67%	1.07%	0.52%	1.77%	1.30%	0.87%	1.50%	2.26%	0.51%	1.47%					
19	2.Всероссийская политическая партия «Гражданская Сила»	85	7	7	2	8	0	3	5	2	4	3	6	5	4	2	1	10	3	5	0	8					
		0.38%	0.50%	0.57%	0.18%	0.83%	0.00%	0.29%	0.46%	0.18%	0.42%	0.33%	0.59%	0.45%	0.42%	0.20%	0.10%	0.73%	0.30%	0.47%	0.00%	0.51%					
20	3.Политическая партия «Демократическая партия России»	51	1	0	0	3	2	2	4	4	3	7	3	2	3	0	8	4	2	0	0	3					
		0.23%	0.07%	0.00%	0.00%	0.31%	0.19%	0.19%	0.37%	0.35%	0.31%	0.77%	0.29%	0.18%	0.31%	0.00%	0.80%	0.29%	0.20%	0.00%	0.00%	0.19%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3616	219	210	174	185	168	113	146	180	177	156	209	130	197	180	97	244	164	156	222	289					
		16.18%	15.58%	16.98%	15.80%	19.25%	16.14%	10.99%	13.42%	15.90%	18.38%	17.11%	20.53%	11.62%	20.67%	17.73%	9.73%	17.78%	16.37%	14.69%	16.10%	18.48%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	75	3	5	2	1	9	0	8	3	1	2	6	0	3	2	3	10	4	6	0	7					
		0.34%	0.21%	0.40%	0.18%	0.10%	0.86%	0.00%	0.74%	0.27%	0.10%	0.22%	0.59%	0.00%	0.31%	0.20%	0.30%	0.73%	0.40%	0.56%	0.00%	0.45%					
23	6.Политическая партия «Партия социальной справедливости»	62	3	8	2	1	2	0	5	6	2	3	0	5	3	3	4	5	2	2	2	4					
		0.28%	0.21%	0.65%	0.18%	0.10%	0.19%	0.00%	0.46%	0.53%	0.21%	0.33%	0.00%	0.45%	0.31%	0.30%	0.40%	0.36%	0.20%	0.19%	0.15%	0.26%					
24	7.Политическая партия «Либерально-демократическая партия России»	687	36	37	48	35	42	43	27	40	46	21	34	37	14	17	38	28	27	16	10	91					
		3.07%	2.56%	2.99%	4.36%	3.64%	4.03%	4.18%	2.48%	3.53%	4.78%	2.30%	3.34%	3.31%	1.47%	1.67%	3.81%	2.04%	2.69%	1.51%	0.73%	5.82%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1298	105	46	87	98	27	62	43	20	74	35	78	84	39	49	61	65	33	38	82	172					
		5.81%	7.47%	3.72%	7.90%	10.20%	2.59%	6.03%	3.95%	1.77%	7.68%	3.84%	7.66%	7.51%	4.09%	4.83%	6.12%	4.74%	3.29%	3.58%	5.95%	10.99%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	90	2	3	0	4	2	3	11	2	4	5	8	5	5	4	5	9	4	5	2	7					
		0.40%	0.14%	0.24%	0.00%	0.42%	0.19%	0.29%	1.01%	0.18%	0.42%	0.55%	0.79%	0.45%	0.52%	0.39%	0.50%	0.66%	0.40%	0.47%	0.15%	0.45%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	15579	978	871	750	582	734	766	795	810	612	648	637	815	668	729	738	970	720	788	1046	922					
