Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Нелидовская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739					
1	"Число избирателей, внесенных в списки избирателей"	27041	331	1105	660	1650	360	1033	641	92	1303	1284	1168	764	1166	992	1499	531	311	1178	253	859	462	1322	384	1228	856	272	798	542	303	144	188	86	107	141	400	126	174	184	325	225	252	288	416	303	335					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23150	300	900	550	1350	300	850	550	80	1100	1100	1000	650	1000	850	1250	400	250	950	200	700	400	1200	330	1050	700	250	700	500	250	130	180	80	100	130	350	120	170	180	300	200	250	250	400	300	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13335	125	591	350	884	143	529	257	24	752	729	664	394	631	509	815	191	91	625	125	481	242	626	196	656	288	131	382	226	105	20	60	46	56	53	146	42	105	96	145	93	144	60	193	135	179					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2209	48	24	39	70	14	22	77	25	65	32	47	42	30	59	30	56	60	47	24	25	28	53	8	50	66	22	26	82	86	65	85	29	26	30	102	40	28	23	45	43	26	121	116	108	65					
6	Число погашенных избирательных бюллетеней	7606	127	285	161	396	143	299	216	31	283	339	289	214	339	282	405	153	99	278	51	194	130	521	126	344	346	97	292	192	59	45	35	5	18	47	102	38	37	61	110	64	80	69	91	57	56					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2209	48	24	39	70	14	22	77	25	65	32	47	42	30	59	30	56	60	47	24	25	28	53	8	50	66	22	26	82	86	65	85	29	26	30	102	40	28	23	45	43	26	121	116	108	65					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13333	125	589	350	884	143	529	257	24	752	729	664	394	631	509	815	191	91	625	125	481	242	626	196	656	288	131	382	226	105	20	60	46	56	53	146	42	105	96	145	93	144	60	193	135	179					
9	Число недействительных избирательных бюллетеней	122	0	4	4	14	0	2	0	0	12	9	5	3	6	2	6	0	0	6	0	5	0	7	0	5	4	0	2	4	1	0	1	0	1	0	3	0	0	0	2	1	4	1	2	1	5					
10	Число действительных избирательных бюллетеней	15420	173	609	385	940	157	549	334	49	805	752	706	433	655	566	839	247	151	666	149	501	270	672	204	701	350	153	406	304	190	85	144	75	81	83	245	82	133	119	188	135	166	180	307	242	239					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	564	10	30	25	30	10	15	10	10	30	25	25	15	15	20	20	10	10	20	10	20	15	25	10	20	10	10	5	5	5	5	5	5	5	5	10	5	5	5	5	5	5	9	15	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	203	1	2	4	12	1	2	7	0	5	12	11	6	10	8	10	5	1	10	3	7	5	8	0	13	8	1	3	2	0	0	1	0	4	0	7	0	0	5	5	1	3	2	11	5	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	168	2	4	2	6	1	4	6	10	19	3	8	4	4	7	4	1	1	6	4	4	2	3	1	4	3	5	1	0	3	1	5	2	0	6	2	5	2	4	7	0	4	4	2	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	361	9	28	21	18	9	13	3	10	25	13	14	9	5	12	10	5	9	10	7	13	10	17	10	7	2	9	2	3	5	5	4	5	1	5	3	5	5	0	0	4	2	7	4	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	1	1	1	0	1	0	0	0	2	0	3	0	0	0	1	1	1	0	0	1	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
