Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Верхнебуреинская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524					
1	"Число избирателей, внесенных в списки избирателей"	23622	369	41	432	183	595	1892	1774	1490	1687	1595	952	834	662	901	2699	2940	203	529	258	195	368	519	180	132	90	119	1287	248	79	54	76	239					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23018	378	62	440	183	607	1764	1659	1484	1563	1557	923	824	581	778	2690	2932	200	480	267	183	357	519	162	123	93	123	1381	242	81	51	68	263					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	12	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13131	292	33	225	107	322	1060	888	828	920	867	440	358	279	615	1356	1493	139	444	193	128	279	393	120	111	57	87	683	107	43	39	55	170					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1101	12	0	39	4	10	56	100	60	68	33	39	7	56	22	138	101	11	36	26	12	5	2	0	5	12	4	149	53	0	0	0	41					
6	Число погашенных избирательных бюллетеней	8774	74	29	176	72	275	648	671	596	571	657	444	459	246	141	1196	1338	50	0	48	43	73	124	34	7	24	32	549	82	38	12	13	52					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1113	12	0	39	4	10	56	100	60	72	33	39	7	56	22	138	101	11	36	26	12	5	2	8	5	12	4	149	53	0	0	0	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13124	292	33	225	107	322	1060	888	828	919	867	440	358	279	615	1356	1490	139	444	193	128	279	390	120	111	57	87	683	107	43	39	55	170					
9	Число недействительных избирательных бюллетеней	131	5	0	1	0	5	11	11	9	10	3	2	1	4	6	8	9	2	9	2	4	5	6	0	2	2	0	13	0	0	0	0	1					
10	Число действительных избирательных бюллетеней	14106	299	33	263	111	327	1105	977	879	981	897	477	364	331	631	1486	1582	148	471	217	136	279	386	128	114	67	91	819	160	43	39	55	210					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	329	15	1	5	0	8	22	6	20	19	7	3	0	8	4	23	37	6	10	20	12	10	8	7	1	6	6	37	5	1	1	1	20					
