Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Даниловская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697					
1	"Число избирателей, внесенных в списки"	15831	2411	2703	205	147	828	127	558	719	202	172	1042	190	143	1592	207	453	45	680	119	111	1322	125	189	591	783	167					
2	"Число бюллетеней, полученных участковыми комиссиями"	15955	2380	2700	215	150	835	125	560	725	205	170	1060	195	145	1595	210	450	45	705	120	105	1315	125	205	620	820	175					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7730	1033	1209	137	109	415	80	258	327	118	90	436	103	54	732	129	268	27	339	66	83	661	87	125	309	410	125					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	711	73	55	0	0	47	5	47	66	4	20	51	15	0	80	12	30	3	22	11	13	80	0	10	20	44	3					
6	Число погашенных бюллетеней	7514	1274	1436	78	41	373	40	255	332	83	60	573	77	91	783	69	152	15	344	43	9	574	38	70	291	366	47					
7	Число бюллетеней в переносных ящиках для голосования	711	73	55	0	0	47	5	47	66	4	20	51	15	0	80	12	30	3	22	11	13	80	0	10	20	44	3					
8	Число бюллетеней в стационарных ящиках для голосования	7730	1033	1209	137	109	415	80	258	327	118	90	436	103	54	732	129	268	27	339	66	83	661	87	125	309	410	125					
9	Число недействительных бюллетеней	187	44	5	7	10	4	0	6	3	3	1	10	4	5	10	8	13	1	13	0	4	10	5	2	4	11	4					
10	Число действительных бюллетеней	8254	1062	1259	130	99	458	85	299	390	119	109	477	114	49	802	133	285	29	348	77	92	731	82	133	325	443	124					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	280	15	15	10	10	10	10	10	10	10	10	15	10	10	15	10	10	5	10	5	10	15	10	10	10	15	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	34	5	5	1	0	3	1	0	1	2	1	2	0	0	6	0	0	0	1	0	0	1	0	0	2	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	16	4	1	0	0	0	2	2	1	0	0	1	0	0	1	0	0	0	2	0	0	1	0	0	0	1	0					
