Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Ромодановская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528					
1	"Число избирателей, внесенных в списки избирателей"	15441	1184	1095	1110	514	1030	965	1022	534	472	447	1845	168	263	76	260	212	118	123	263	479	325	580	422	416	540	120	421	437					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14984	1113	1022	1087	521	960	907	937	522	464	445	1794	162	264	76	260	212	118	123	255	482	329	580	427	411	540	119	418	436					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12694	940	852	919	514	846	770	810	397	400	418	1794	135	237	67	192	196	90	113	185	336	273	290	414	300	483	102	371	250					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1919	153	142	91	0	67	55	127	93	59	24	0	27	26	9	68	16	28	10	70	101	44	286	7	111	57	17	47	184					
6	Число погашенных избирательных бюллетеней	371	20	28	77	7	47	82	0	32	5	3	0	0	1	0	0	0	0	0	0	45	12	4	6	0	0	0	0	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1919	153	142	91	0	67	55	127	93	59	24	0	27	26	9	68	16	28	10	70	101	44	286	7	111	57	17	47	184					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12693	940	852	919	514	846	770	810	397	400	418	1793	135	237	67	192	196	90	113	185	336	273	290	414	300	483	102	371	250					
9	Число недействительных избирательных бюллетеней	200	119	9	0	4	3	5	0	4	0	0	5	3	0	0	0	0	0	0	0	12	0	0	1	0	35	0	0	0					
10	Число действительных избирательных бюллетеней	14412	974	985	1010	510	910	820	937	486	459	442	1788	159	263	76	260	212	118	123	255	425	317	576	420	411	505	119	418	434					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	388	30	30	30	15	25	25	20	20	15	15	25	5	10	5	10	5	5	5	5	13	10	10	10	10	10	5	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	156	14	23	30	4	9	16	9	3	6	6	4	0	0	0	3	4	0	0	0	10	1	0	2	3	5	0	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	106	11	15	8	2	4	3	9	7	0	0	2	0	2	0	1	2	1	0	0	3	1	4	1	12	15	1	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	232	16	7	0	11	16	9	11	17	9	9	21	5	10	5	7	1	5	5	5	3	9	10	8	7	5	5	8	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	34	0	5	11	0	3	4	0	1	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0					
		0.23%	0.00%	0.50%	1.09%	0.00%	0.33%	0.48%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	2.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	18	0	5	4	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0					
		0.12%	0.00%	0.50%	0.40%	0.00%	0.00%	0.61%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	17	0	1	4	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0					
		0.12%	0.00%	0.10%	0.40%	0.00%	0.33%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	407	55	22	84	19	78	41	16	43	10	2	5	0	1	0	1	1	0	1	0	12	1	2	3	2	2	0	3	3					
		2.79%	5.03%	2.21%	8.32%	3.70%	8.54%	4.97%	1.71%	8.78%	2.18%	0.45%	0.28%	0.00%	0.38%	0.00%	0.38%	0.47%	0.00%	0.81%	0.00%	2.75%	0.32%	0.35%	0.71%	0.49%	0.37%	0.00%	0.72%	0.69%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	14	0	2	1	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0					
		0.10%	0.00%	0.20%	0.10%	0.00%	0.00%	0.61%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
