Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Ромодановская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503					
1	"Число избирателей, внесенных в список избирателей"	15422	1713	1590	886	1761	1545	301	526	101	477	327	1589	161	437	312	245	68	354	213	216	117	134	435	234	279	538	606	257					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15485	1721	1635	885	1731	1554	297	528	112	477	327	1547	160	431	321	289	74	354	226	219	117	139	434	231	283	534	595	264					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10526	1224	1190	674	1289	1045	198	376	76	314	89	1009	116	320	204	180	50	281	127	159	63	84	272	142	220	339	319	166					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1542	93	129	63	84	180	52	54	25	54	20	16	40	84	48	65	15	73	49	18	27	10	36	68	43	55	94	47					
6	Число погашенных избирательных бюллетеней	3414	404	316	148	358	326	47	98	11	109	218	522	4	27	69	44	9	0	50	42	27	45	126	21	20	140	182	51					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1542	93	129	63	84	180	52	54	25	54	20	16	40	84	48	65	15	73	49	18	27	10	36	68	43	55	94	47					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10515	1217	1187	674	1289	1045	198	376	76	314	89	1009	116	320	204	180	50	281	127	159	63	84	271	142	220	339	319	166					
9	Число недействительных избирательных бюллетеней	169	27	17	0	8	6	1	3	1	5	14	28	0	1	3	5	1	0	8	0	0	0	8	0	0	23	9	1					
10	Число действительных избирательных бюллетеней	11888	1283	1299	737	1365	1219	249	427	100	363	95	997	156	403	249	240	64	354	168	177	90	94	299	210	263	371	404	212					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	390	49	66	20	33	39	2	10	5	10	0	25	5	15	15	0	0	15	10	10	1	5	6	10	10	7	12	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	318	46	65	12	33	39	2	6	4	9	0	4	2	12	15	0	0	12	10	10	0	3	4	2	6	7	5	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	189	12	21	1	12	28	7	4	3	0	2	9	2	6	0	5	6	19	3	4	5	4	3	5	3	10	8	7					
14	Число погашенных неиспользованных открепительных удостоверений	72	3	1	8	0	0	0	4	1	1	0	21	3	3	0	0	0	3	0	0	1	2	2	8	4	0	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0					
