Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Азнакаевская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569					
1	"Число избирателей, внесенных в список избирателей"	23787	590	816	2327	2375	2214	302	464	668	436	363	241	698	371	485	364	575	413	555	561	393	261	502	138	471	204	743	265	531	529	189	369	270	1173	566	162	215	731	90	402	173	331	261					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24103	607	825	2371	2394	2236	305	467	677	435	370	245	710	372	484	370	583	416	566	566	400	264	504	140	476	209	758	260	532	525	194	382	267	1184	598	169	222	748	93	409	173	338	259					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19238	552	627	1463	1441	1323	298	426	592	351	336	215	581	312	310	344	517	377	518	466	365	248	490	129	445	189	710	200	518	491	182	331	231	1030	418	162	207	693	90	371	155	308	226					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1062	13	26	48	73	153	0	15	53	28	16	21	54	20	8	14	20	11	12	55	22	8	6	4	9	5	4	9	11	21	7	32	10	15	148	0	8	28	0	25	18	18	14					
6	Число погашенных избирательных бюллетеней	3803	42	172	860	880	760	7	26	32	56	18	9	75	40	166	12	46	28	36	45	13	8	8	7	22	15	44	51	3	13	5	19	26	139	32	7	7	27	3	13	0	12	19					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1062	13	26	48	73	153	0	15	53	28	16	21	54	20	8	14	20	11	12	55	22	8	6	4	9	5	4	9	11	21	7	32	10	15	148	0	8	28	0	25	18	18	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19238	552	627	1463	1441	1323	298	426	592	351	336	215	581	312	310	344	517	377	518	466	365	248	490	129	445	189	710	200	518	491	182	331	231	1030	418	162	207	693	90	371	155	308	226					
9	Число недействительных избирательных бюллетеней	316	0	7	6	53	34	3	0	6	1	1	0	9	6	9	0	2	0	5	6	1	0	10	2	3	0	2	10	11	4	0	0	86	0	23	1	0	2	0	2	0	10	1					
10	Число действительных избирательных бюллетеней	19984	565	646	1505	1461	1442	295	441	639	378	351	236	626	326	309	358	535	388	525	515	386	256	486	131	451	194	712	199	518	508	189	363	155	1045	543	161	215	719	90	394	173	316	239					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	294	8	11	29	25	23	4	4	17	7	8	4	16	6	3	7	3	3	7	7	4	4	5	3	7	3	7	2	3	2	2	6	4	6	5	2	3	7	2	9	5	7	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	199	4	11	25	25	23	1	4	12	2	8	1	10	6	2	5	1	3	2	1	4	0	2	0	3	0	7	0	3	1	2	6	0	6	3	0	3	2	0	4	1	5	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	166	1	3	8	10	8	1	1	7	5	4	6	4	6	1	3	1	4	1	3	4	1	3	0	3	0	4	4	6	3	2	4	3	5	1	0	0	18	0	0	15	2	11					
14	Число погашенных неиспользованных открепительных удостоверений	95	4	0	4	0	0	3	0	5	5	0	3	6	0	1	2	2	0	5	6	0	4	3	3	4	3	0	2	0	1	0	0	4	0	2	2	0	5	2	5	4	2	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	1	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	741	11	7	104	101	205	14	11	29	8	5	1	21	28	39	1	15	18	2	3	5	3	4	2	8	4	12	6	5	3	2	4	9	4	21	2	1	2	2	6	1	6	6					
		3.65%	1.95%	1.07%	6.88%	6.67%	13.89%	4.70%	2.49%	4.50%	2.11%	1.42%	0.42%	3.31%	8.43%	12.26%	0.28%	2.79%	4.64%	0.38%	0.58%	1.29%	1.17%	0.81%	1.50%	1.76%	2.06%	1.68%	2.87%	0.95%	0.59%	1.06%	1.10%	3.73%	0.38%	3.71%	1.23%	0.47%	0.28%	2.22%	1.52%	0.58%	1.84%	2.50%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	579	15	17	135	48	145	14	8	10	9	5	0	10	17	22	2	14	10	2	4	3	3	3	3	3	2	11	15	8	8	1	1	6	3	9	1	2	3	1	3	0	2	1					
		2.85%	2.65%	2.60%	8.93%	3.17%	9.82%	4.70%	1.81%	1.55%	2.37%	1.42%	0.00%	1.57%	5.12%	6.92%	0.56%	2.61%	2.58%	0.38%	0.77%	0.78%	1.17%	0.60%	2.26%	0.66%	1.03%	1.54%	7.18%	1.51%	1.56%	0.53%	0.28%	2.49%	0.29%	1.59%	0.62%	0.93%	0.42%	1.11%	0.76%	0.00%	0.61%	0.42%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	74	6	4	15	9	11	0	1	1	0	0	0	3	3	2	0	0	4	0	1	2	2	2	0	0	0	4	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0					
		0.36%	1.06%	0.61%	0.99%	0.59%	0.75%	0.00%	0.23%	0.16%	0.00%	0.00%	0.00%	0.47%	0.90%	0.63%	0.00%	0.00%	1.03%	0.00%	0.19%	0.52%	0.78%	0.40%	0.00%	0.00%	0.00%	0.56%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.62%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2019	7	89	332	368	294	29	8	35	14	8	6	14	92	102	5	35	32	15	16	13	14	5	5	50	8	37	20	9	4	3	5	19	104	148	7	2	14	1	22	2	14	12					
		9.95%	1.24%	13.63%	21.97%	24.31%	19.92%	9.73%	1.81%	5.43%	3.69%	2.27%	2.54%	2.20%	27.71%	32.08%	1.40%	6.52%	8.25%	2.83%	3.07%	3.36%	5.47%	1.01%	3.76%	11.01%	4.12%	5.18%	9.57%	1.70%	0.78%	1.59%	1.38%	7.88%	9.95%	26.15%	4.32%	0.93%	1.94%	1.11%	5.56%	1.16%	4.29%	5.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	128	3	3	13	19	23	0	1	5	3	1	0	4	7	7	0	2	5	1	1	3	1	1	0	3	2	5	1	2	1	0	0	2	0	5	0	1	1	0	2	0	0	0					
		0.63%	0.53%	0.46%	0.86%	1.25%	1.56%	0.00%	0.23%	0.78%	0.79%	0.28%	0.00%	0.63%	2.11%	2.20%	0.00%	0.37%	1.29%	0.19%	0.19%	0.78%	0.39%	0.20%	0.00%	0.66%	1.03%	0.70%	0.48%	0.38%	0.20%	0.00%	0.00%	0.83%	0.00%	0.88%	0.00%	0.47%	0.14%	0.00%	0.51%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16373	521	523	893	908	759	238	410	557	342	331	229	569	176	136	350	467	316	503	490	358	232	470	120	386	178	642	157	492	491	183	352	119	933	358	148	209	699	86	358	170	294	220					
		80.66%	92.21%	80.09%	59.10%	59.97%	51.42%	79.87%	92.97%	86.36%	90.24%	94.03%	97.03%	89.61%	53.01%	42.77%	97.77%	86.96%	81.44%	94.91%	94.05%	92.51%	90.63%	94.76%	90.23%	85.02%	91.75%	89.92%	75.12%	93.01%	95.90%	96.83%	96.97%	49.38%	89.28%	63.25%	91.36%	97.21%	96.95%	95.56%	90.40%	98.27%	90.18%	91.67%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	70	2	3	13	8	5	0	2	2	2	1	0	5	3	1	0	2	3	2	0	2	1	1	1	1	0	1	0	1	1	0	1	0	0	2	2	0	0	0	2	0	0	0					
		0.34%	0.35%	0.46%	0.86%	0.53%	0.34%	0.00%	0.45%	0.31%	0.53%	0.28%	0.00%	0.79%	0.90%	0.31%	0.00%	0.37%	0.77%	0.38%	0.00%	0.52%	0.39%	0.20%	0.75%	0.22%	0.00%	0.14%	0.00%	0.19%	0.20%	0.00%	0.28%	0.00%	0.00%	0.35%	1.23%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
