Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Азнакаевская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569					
1	"Число избирателей, внесенных в списки избирателей"	23668	603	921	1986	2439	2474	297	434	646	422	388	242	688	391	424	357	537	361	523	538	409	272	488	130	472	214	681	243	533	530	189	389	265	1174	602	147	240	749	97	428	160	344	241					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23494	597	872	1970	2321	2460	301	443	647	420	386	252	692	392	424	378	552	366	513	534	415	275	493	125	467	204	679	243	534	530	194	388	259	1191	600	149	239	720	99	433	152	345	240					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20583	513	694	1651	1817	1814	296	395	583	368	371	221	608	361	391	344	483	339	473	465	365	257	464	121	452	194	649	231	522	460	182	357	250	1100	588	147	213	661	97	405	140	322	219					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	983	28	66	39	135	46	0	24	51	41	15	17	42	6	10	13	25	12	12	47	27	13	9	4	9	10	8	3	7	65	4	31	8	17	0	0	26	54	0	12	12	20	15					
6	Число погашенных избирательных бюллетеней	1928	56	112	280	369	600	5	24	13	11	0	14	42	25	23	21	44	15	28	22	23	5	20	0	6	0	22	9	5	5	8	0	1	74	12	2	0	5	2	16	0	3	6					
7	Число избирательных бюллетеней в переносных ящиках для голосования	983	28	66	39	135	46	0	24	51	41	15	17	42	6	10	13	25	12	12	47	27	13	9	4	9	10	8	3	7	65	4	31	8	17	0	0	26	54	0	12	12	20	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20583	513	694	1651	1817	1814	296	395	583	368	371	221	608	361	391	344	483	339	473	465	365	257	464	121	452	194	649	231	522	460	182	357	250	1100	588	147	213	661	97	405	140	322	219					
9	Число недействительных избирательных бюллетеней	366	3	0	3	139	0	1	0	14	12	0	4	4	0	0	1	3	0	0	0	4	0	1	0	12	0	74	0	18	0	0	0	0	1	27	0	0	37	0	0	0	3	5					
10	Число действительных избирательных бюллетеней	21200	538	760	1687	1813	1860	295	419	620	397	386	234	646	367	401	356	505	351	485	512	388	270	472	125	449	204	583	234	511	525	186	388	258	1116	561	147	239	678	97	417	152	339	229					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	290	5	10	22	20	20	4	4	13	9	4	10	15	4	8	9	5	4	5	5	4	4	5	3	8	3	5	4	5	5	3	4	4	20	5	3	4	6	3	5	3	4	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	232	5	9	22	20	20	4	4	13	9	4	9	14	3	8	4	5	4	4	4	4	2	5	1	8	2	5	0	1	0	1	4	3	8	2	0	1	5	2	5	2	4	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	211	12	6	11	18	5	1	4	5	13	4	1	1	2	4	4	2	3	6	7	1	6	0	0	5	2	0	4	4	0	1	11	6	5	8	0	3	27	0	7	5	4	3					
14	Число погашенных неиспользованных открепительных удостоверений	58	0	1	0	0	0	0	0	0	0	0	1	1	1	0	5	0	0	1	1	0	2	0	2	0	1	0	4	4	5	2	0	1	12	3	3	3	1	1	0	1	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	1	1	3	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	196	9	10	7	36	25	4	2	14	4	0	1	16	2	2	1	3	2	4	3	6	0	0	1	3	1	4	1	2	2	1	0	0	3	1	0	0	23	0	2	0	0	1					
		0.91%	1.66%	1.32%	0.41%	1.84%	1.34%	1.35%	0.48%	2.21%	0.98%	0.00%	0.42%	2.46%	0.54%	0.50%	0.28%	0.59%	0.57%	0.82%	0.59%	1.53%	0.00%	0.00%	0.80%	0.65%	0.49%	0.61%	0.43%	0.38%	0.38%	0.54%	0.00%	0.00%	0.27%	0.17%	0.00%	0.00%	3.22%	0.00%	0.48%	0.00%	0.00%	0.43%					
19	2.Всероссийская политическая партия «Гражданская Сила»	43	0	4	2	16	13	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.20%	0.00%	0.53%	0.12%	0.82%	0.70%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	24	1	2	3	5	3	0	0	2	0	1	0	2	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.11%	0.18%	0.26%	0.18%	0.26%	0.16%	0.00%	0.00%	0.32%	0.00%	0.26%	0.00%	0.31%	0.54%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1195	23	67	212	206	282	26	6	32	4	3	3	29	13	7	6	11	11	7	13	11	1	5	2	11	0	11	5	11	2	4	1	5	98	19	3	0	29	0	8	0	4	4					
		5.54%	4.25%	8.82%	12.54%	10.55%	15.16%	8.78%	1.43%	5.05%	0.98%	0.78%	1.26%	4.46%	3.54%	1.75%	1.68%	2.17%	3.13%	1.44%	2.54%	2.81%	0.37%	1.06%	1.60%	2.39%	0.00%	1.67%	2.14%	2.08%	0.38%	2.15%	0.26%	1.94%	8.77%	3.23%	2.04%	0.00%	4.06%	0.00%	1.92%	0.00%	1.17%	1.71%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	36	1	0	9	4	4	1	0	2	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	6	0	0	0	0	0					
		0.17%	0.18%	0.00%	0.53%	0.20%	0.22%	0.34%	0.00%	0.32%	0.24%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.68%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	31	3	0	3	9	6	1	0	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.14%	0.55%	0.00%	0.18%	0.46%	0.32%	0.34%	0.00%	0.47%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	380	19	32	63	138	13	18	6	7	6	1	1	10	5	1	2	5	2	4	2	6	2	1	1	2	0	3	1	5	1	0	1	1	3	0	0	0	12	0	3	1	0	2					
		1.76%	3.51%	4.21%	3.73%	7.07%	0.70%	6.08%	1.43%	1.10%	1.47%	0.26%	0.42%	1.54%	1.36%	0.25%	0.56%	0.98%	0.57%	0.82%	0.39%	1.53%	0.74%	0.21%	0.80%	0.43%	0.00%	0.46%	0.43%	0.95%	0.19%	0.00%	0.26%	0.39%	0.27%	0.00%	0.00%	0.00%	1.68%	0.00%	0.72%	0.66%	0.00%	0.85%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	676	9	23	172	173	123	16	5	16	3	2	0	33	6	2	3	7	3	8	3	7	0	1	1	2	1	2	4	5	0	2	1	0	2	0	1	2	28	0	7	0	1	2					
		3.13%	1.66%	3.03%	10.18%	8.86%	6.61%	5.41%	1.19%	2.52%	0.73%	0.52%	0.00%	5.08%	1.63%	0.50%	0.84%	1.38%	0.85%	1.65%	0.59%	1.79%	0.00%	0.21%	0.80%	0.43%	0.49%	0.30%	1.71%	0.95%	0.00%	1.08%	0.26%	0.00%	0.18%	0.00%	0.68%	0.84%	3.92%	0.00%	1.68%	0.00%	0.29%	0.85%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	43	1	6	2	5	11	0	0	2	0	1	0	1	3	0	0	1	0	0	2	2	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2					
		0.20%	0.18%	0.79%	0.12%	0.26%	0.59%	0.00%	0.00%	0.32%	0.00%	0.26%	0.00%	0.15%	0.82%	0.00%	0.00%	0.20%	0.00%	0.00%	0.39%	0.51%	0.00%	0.21%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	18517	469	614	1211	1213	1366	227	399	539	377	377	229	548	333	389	343	477	333	455	487	355	267	464	119	425	202	558	222	487	520	179	385	251	1007	539	142	235	578	97	397	151	333	218					
		85.86%	86.69%	80.79%	71.66%	62.14%	73.44%	76.69%	95.23%	85.02%	92.18%	97.67%	96.22%	84.31%	90.74%	97.01%	96.08%	93.90%	94.87%	93.81%	95.12%	90.56%	98.89%	98.10%	95.20%	92.19%	99.02%	84.93%	94.87%	92.06%	99.05%	96.24%	99.23%	97.29%	90.15%	91.67%	96.60%	98.33%	80.84%	10.00%	95.20%	99.34%	97.37%	93.16%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	59	3	2	3	8	14	0	1	3	2	1	0	3	3	0	1	1	0	2	1	1	0	0	1	0	0	2	1	0	0	0	0	0	0	1	0	2	2	0	0	0	1	0					
		0.27%	0.55%	0.26%	0.18%	0.41%	0.75%	0.00%	0.24%	0.47%	0.49%	0.26%	0.00%	0.46%	0.82%	0.00%	0.28%	0.20%	0.00%	0.41%	0.20%	0.26%	0.00%	0.00%	0.80%	0.00%	0.00%	0.30%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.84%	0.28%	0.00%	0.00%	0.00%	0.29%	0.00%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
