Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Батайская городская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №2451	УИК №2452	УИК №2457	УИК №2460	УИК №2464	УИК №2465	УИК №2466	УИК №2472	УИК №2473	УИК №2542	УИК №2543	УИК №2582	УИК №2583	УИК №2584	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605					
1	"Число избирателей, внесенных в списки избирателей"	84464	1886	1785	1584	1320	1910	1834	1865	1852	2043	1609	2006	1741	1441	1592	1984	1499	1779	2118	1521	1986	1800	1710	1708	1614	1368	1785	1907	1050	1970	1447	1745	1679	1465	1688	1500	1744	1892	1729	1678	1496	1692	1658	1495	1540	1287	1677	1763	1706	1735	1581					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	74921	1686	1610	1430	1188	1710	1645	1600	1605	1608	1422	1802	1566	1248	1422	1744	1300	1578	1895	1313	1755	1620	1478	1505	1438	1223	1575	1702	930	1770	1241	1586	1512	1318	1510	1338	1526	1676	1532	1506	1353	1505	1484	1345	1374	1168	1483	1614	1516	1544	1422					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	48168	888	885	840	621	1390	971	1262	1424	1382	972	1197	807	887	785	975	859	1128	1069	890	934	1106	776	945	1362	708	770	1108	646	1175	1176	1031	772	911	898	676	1021	1034	869	968	863	773	1235	809	805	775	970	1032	992	1007	789					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2552	40	29	98	59	28	66	27	16	186	35	15	48	13	50	14	46	35	38	42	33	44	55	60	9	118	116	13	54	29	15	18	159	32	53	150	68	23	176	11	25	80	25	35	18	108	5	38	13	17	67					
6	Число погашенных избирательных бюллетеней	24195	758	696	492	508	292	608	311	165	40	415	590	711	348	587	752	395	415	788	381	788	470	647	500	67	397	689	581	230	566	50	537	581	375	559	512	437	616	487	527	465	652	224	501	551	285	508	544	511	520	566					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2551	40	29	98	59	28	66	27	16	186	35	15	48	13	50	14	46	35	38	42	33	44	55	60	9	118	116	13	54	29	15	18	159	32	53	150	68	23	176	11	25	80	25	35	18	108	5	37	13	17	67					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	48118	886	885	840	621	1390	971	1262	1424	1382	972	1194	807	887	785	975	859	1127	1069	890	901	1104	776	945	1362	708	770	1108	646	1175	1176	1031	772	911	898	676	1016	1034	869	968	863	773	1235	809	804	775	968	1031	992	1007	789					
9	Число недействительных избирательных бюллетеней	459	0	14	6	9	16	10	11	4	12	9	6	0	7	0	0	0	8	8	0	13	5	3	14	8	0	7	9	0	12	23	9	7	66	5	9	55	7	4	9	11	11	17	6	0	7	2	11	0	0	9					
10	Число действительных избирательных бюллетеней	50210	926	900	932	671	1402	1027	1278	1436	1556	998	1203	855	893	835	989	905	1154	1099	932	921	1143	828	991	1363	826	879	1112	700	1192	1168	1040	924	877	946	817	1029	1050	1041	970	877	842	1243	838	822	876	971	1057	1005	1024	847					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1994	39	29	24	24	39	27	24	24	27	39	24	39	39	39	39	39	39	39	24	39	39	39	39	39	39	39	39	39	39	210	39	39	39	39	39	39	43	39	44	39	29	37	39	39	39	39	39	39	39	39					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1270	18	28	14	19	17	24	18	16	27	17	22	21	21	13	13	13	6	25	24	18	22	15	22	20	21	24	35	6	39	141	28	27	25	25	21	18	42	36	44	22	13	32	25	12	35	39	32	24	19	32					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	874	13	13	12	16	5	4	34	62	16	17	11	4	43	15	6	24	15	20	28	12	13	7	9	10	18	5	18	11	32	54	9	11	9	7	27	11	22	58	21	11	16	18	15	10	6	23	15	15	12	11					
14	Число погашенных неиспользованных открепительных удостоверений	724	21	1	10	5	22	3	6	8	0	22	2	18	18	26	26	26	33	14	0	21	17	24	17	19	18	15	4	33	0	69	11	12	14	14	18	21	1	3	0	17	16	5	14	27	4	0	7	15	20	7					
