Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Русско-Полянская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	16005	799	253	694	189	210	251	731	166	119	781	103	148	88	758	904	824	114	199	734	653	137	149	183	103	1071	1241	1209	1038	1012	1144									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16200	806	255	720	200	215	250	755	177	122	820	105	165	90	820	950	830	120	200	760	670	135	150	180	100	1060	1150	1050	1100	945	1300									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6150	326	114	227	102	66	95	224	82	31	259	48	48	45	318	479	322	51	89	229	285	73	66	88	45	481	459	432	349	364	353									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	396	30	17	11	9	6	2	22	6	0	27	3	3	0	35	40	9	1	10	21	6	0	3	5	9	15	15	31	26	7	27									
6	Число погашенных избирательных бюллетеней	9654	450	124	482	89	143	153	509	89	91	534	54	114	45	467	431	499	68	101	510	379	62	81	87	46	564	676	587	725	574	920									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	396	30	17	11	9	6	2	22	6	0	27	3	3	0	35	40	9	1	10	21	6	0	3	5	9	15	15	31	26	7	27									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6149	326	114	227	102	66	95	224	82	31	259	48	48	45	317	479	322	51	89	229	285	73	66	88	45	481	459	432	349	364	353									
9	Число недействительных избирательных бюллетеней	204	8	2	8	1	3	2	10	2	1	4	1	1	0	26	6	0	3	3	12	6	0	4	6	0	13	15	20	24	9	14									
10	Число действительных избирательных бюллетеней	6341	348	129	230	110	69	95	236	86	30	282	50	50	45	326	513	331	49	96	238	285	73	65	87	54	483	459	443	351	362	366									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	591	24	5	20	5	5	5	25	5	5	39	5	5	5	40	40	35	5	5	35	35	5	5	5	5	43	35	35	35	40	35									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	120	3	0	0	0	0	0	19	1	4	0	0	0	0	29	26	3	0	0	2	0	0	0	0	0	8	3	8	3	8	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	34	1	0	1	1	0	0	0	0	2	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1	5	4	2	3	2	3									
14	Число погашенных неиспользованных открепительных удостоверений	471	21	5	20	5	5	5	6	4	1	39	5	5	5	11	14	32	5	5	33	35	5	5	5	5	35	32	27	32	32	32									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	63	4	3	1	0	0	2	5	1	0	2	1	1	0	2	3	2	0	0	1	2	0	2	2	0	7	3	8	5	5	1									
		0.96%	1.12%	2.29%	0.42%	0.00%	0.00%	2.06%	2.03%	1.14%	0.00%	0.70%	1.96%	1.96%	0.00%	0.57%	0.58%	0.60%	0.00%	0.00%	0.40%	0.69%	0.00%	2.90%	2.15%	0.00%	1.41%	0.63%	1.73%	1.33%	1.35%	0.26%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	354	25	8	11	4	1	7	14	12	2	15	4	2	2	22	26	19	2	6	15	14	6	0	7	1	28	20	30	16	22	13									
		5.41%	7.02%	6.11%	4.62%	3.60%	1.39%	7.22%	5.69%	13.64%	6.45%	5.24%	7.84%	3.92%	4.44%	6.25%	5.01%	5.74%	3.85%	6.06%	6.00%	4.81%	8.22%	0.00%	7.53%	1.85%	5.65%	4.22%	6.48%	4.27%	5.93%	3.42%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	96	4	1	2	1	0	0	3	0	0	3	0	1	0	9	8	3	2	0	7	2	0	0	4	0	13	7	10	7	3	6									
		1.47%	1.12%	0.76%	0.84%	0.90%	0.00%	0.00%	1.22%	0.00%	0.00%	1.05%	0.00%	1.96%	0.00%	2.56%	1.54%	0.91%	3.85%	0.00%	2.80%	0.69%	0.00%	0.00%	4.30%	0.00%	2.62%	1.48%	2.16%	1.87%	0.81%	1.58%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2771	172	71	109	63	42	58	108	26	9	121	25	19	25	160	252	164	24	29	95	161	44	21	28	18	183	171	160	133	131	149									
		42.34%	48.31%	54.20%	45.80%	56.76%	58.33%	59.79%	43.90%	29.55%	29.03%	42.31%	49.02%	37.25%	55.56%	45.45%	48.55%	49.55%	46.15%	29.29%	38.00%	55.33%	60.27%	30.43%	30.11%	33.33%	36.90%	36.08%	34.56%	35.47%	35.31%	39.21%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	24	0	0	0	0	1	1	2	0	0	3	0	0	1	1	3	0	0	0	1	2	0	0	0	0	1	3	1	1	2	1									
		0.37%	0.00%	0.00%	0.00%	0.00%	1.39%	1.03%	0.81%	0.00%	0.00%	1.05%	0.00%	0.00%	2.22%	0.28%	0.58%	0.00%	0.00%	0.00%	0.40%	0.69%	0.00%	0.00%	0.00%	0.00%	0.20%	0.63%	0.22%	0.27%	0.54%	0.26%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	1	1	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0	1	0	0	0	1	1	2	0	0									
		0.21%	0.28%	0.76%	0.00%	1.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.96%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.40%	0.34%	0.00%	1.45%	0.00%	0.00%	0.00%	0.21%	0.22%	0.53%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1221	54	6	31	22	12	10	48	5	9	37	4	8	2	55	97	55	8	43	53	55	2	26	12	8	92	116	92	74	76	109									
		18.66%	15.17%	4.58%	13.03%	19.82%	16.67%	10.31%	19.51%	5.68%	29.03%	12.94%	7.84%	15.69%	4.44%	15.63%	18.69%	16.62%	15.38%	43.43%	21.20%	18.90%	2.74%	37.68%	12.90%	14.81%	18.55%	24.47%	19.87%	19.73%	20.49%	28.68%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	1	0	0	0	0	2	4	5	0	1	0									
		0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.39%	0.91%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.40%	0.84%	1.08%	0.00%	0.27%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	46	4	0	1	2	2	0	1	2	0	0	1	0	0	4	2	2	0	0	0	1	0	1	0	0	11	5	1	0	1	5									
		0.70%	1.12%	0.00%	0.42%	1.80%	2.78%	0.00%	0.41%	2.27%	0.00%	0.00%	1.96%	0.00%	0.00%	1.14%	0.39%	0.60%	0.00%	0.00%	0.00%	0.34%	0.00%	1.45%	0.00%	0.00%	2.22%	1.05%	0.22%	0.00%	0.27%	1.32%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	1	0	1	0	0	2	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	2	0	0	1	0	0									
		0.20%	0.28%	0.00%	0.42%	0.00%	0.00%	2.06%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.28%	0.19%	0.30%	0.00%	0.00%	0.40%	0.00%	1.37%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.27%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	36	2	0	2	0	2	0	1	0	0	2	3	0	0	2	2	0	0	0	3	0	0	1	0	0	3	1	6	1	4	1									
		0.55%	0.56%	0.00%	0.84%	0.00%	2.78%	0.00%	0.41%	0.00%	0.00%	0.70%	5.88%	0.00%	0.00%	0.57%	0.39%	0.00%	0.00%	0.00%	1.20%	0.00%	0.00%	1.45%	0.00%	0.00%	0.60%	0.21%	1.30%	0.27%	1.08%	0.26%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1467	71	34	64	13	7	13	44	40	9	92	12	16	13	65	97	72	12	17	49	41	19	10	32	24	123	112	107	89	98	72									
		22.41%	19.94%	25.95%	26.89%	11.71%	9.72%	13.40%	17.89%	45.45%	29.03%	32.17%	23.53%	31.37%	28.89%	18.47%	18.69%	21.75%	23.08%	17.17%	19.60%	14.09%	26.03%	14.49%	34.41%	44.44%	24.80%	23.63%	23.11%	23.73%	26.42%	18.95%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	1	0	0	1	0	1	2	0	0	2	0	1	0	2	2	2	0	1	1	0	0	0	1	2	0	1	3	2	2	0									
		0.41%	0.28%	0.00%	0.00%	0.90%	0.00%	1.03%	0.81%	0.00%	0.00%	0.70%	0.00%	1.96%	0.00%	0.57%	0.39%	0.60%	0.00%	1.01%	0.40%	0.00%	0.00%	0.00%	1.08%	3.70%	0.00%	0.21%	0.65%	0.53%	0.54%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	190	9	5	8	2	2	1	8	0	1	4	0	1	2	2	16	8	1	0	11	5	1	3	1	1	18	15	19	20	17	9									
		2.90%	2.53%	3.82%	3.36%	1.80%	2.78%	1.03%	3.25%	0.00%	3.23%	1.40%	0.00%	1.96%	4.44%	0.57%	3.08%	2.42%	1.92%	0.00%	4.40%	1.72%	1.37%	4.35%	1.08%	1.85%	3.63%	3.16%	4.10%	5.33%	4.58%	2.37%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
