Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
"Наименование Избирательной комиссии:    Владивосток, Ленинская"																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177					
1	"Число избирателей, внесенных в списки"	118565	2435	1791	2124	2390	2307	1051	1581	2211	2100	2807	2736	2542	2559	2771	2799	3029	2926	2614	2814	2842	2772	2966	2935	2716	2664	2763	2764	2328	2118	2218	2370	1908	2068	2333	2887	2755	1876	2568	1057	2369	2824	2703	2815	2971	2948	1918	2718	2804					
2	"Число бюллетеней, полученных участковыми комиссиями"	112056	2300	1600	2000	2300	2200	1206	1400	2100	2000	2600	2600	2400	2400	2600	2700	2800	2800	2500	2700	2700	2600	2900	2600	2600	2500	2700	2600	2200	1900	2100	2200	1800	2000	2200	2800	2600	1700	2500	850	2200	2700	2600	2700	2800	2800	1800	2600	2600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	43795	1237	782	852	1039	824	871	517	718	796	1287	824	993	1005	1230	1275	1180	1147	1192	725	1189	1217	893	977	877	1193	749	918	869	650	733	780	730	627	870	1218	1070	650	813	413	759	812	842	898	1013	965	717	960	899					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1154	28	24	39	18	22	0	3	21	8	17	14	24	34	18	12	12	4	18	15	18	22	21	247	38	34	22	27	25	14	21	40	7	22	23	11	14	16	30	21	8	19	20	30	16	11	14	8	24					
6	Число погашенных бюллетеней	67105	1035	794	1109	1243	1354	335	880	1361	1196	1296	1762	1383	1361	1352	1413	1608	1649	1290	1960	1493	1361	1986	1376	1685	1273	1929	1655	1306	1236	1346	1380	1063	1351	1305	1571	1516	1034	1657	416	1433	1869	1738	1772	1771	1824	1069	1632	1677					
7	Число бюллетеней в переносных ящиках для голосования	1154	28	24	39	18	22	0	3	21	8	17	14	24	34	18	12	12	4	18	15	18	22	21	247	38	34	22	27	25	14	21	40	7	22	23	11	14	16	30	21	8	19	20	30	16	11	14	8	24					
8	Число бюллетеней в стационарных ящиках для голосования	43728	1237	782	851	1037	824	871	517	718	796	1287	824	993	1005	1212	1275	1180	1133	1188	725	1188	1217	882	977	877	1190	749	918	869	648	733	778	730	627	870	1215	1070	649	812	413	759	812	842	898	1012	962	717	960	899					
9	Число недействительных бюллетеней	478	57	3	8	8	5	19	0	8	8	7	9	4	13	12	8	6	15	17	10	15	10	7	11	7	15	6	10	14	7	0	12	16	6	6	4	7	0	10	13	9	10	8	12	18	9	8	6	5					
10	Число действительных бюллетеней	44404	1208	803	882	1047	841	852	520	731	796	1297	829	1013	1026	1218	1279	1186	1122	1189	730	1191	1229	896	1213	908	1209	765	935	880	655	754	806	721	643	887	1222	1077	665	832	421	758	821	854	916	1010	964	723	962	918					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1899	25	25	35	40	40	0	25	35	25	45	45	45	40	45	45	50	50	45	45	45	45	50	45	45	45	45	45	40	35	30	40	30	35	35	45	45	30	40	45	45	45	45	45	45	45	30	40	39					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	474	7	7	6	13	14	0	5	4	15	21	19	9	16	17	7	14	11	16	10	17	18	7	16	11	9	7	5	8	5	9	8	6	6	7	13	12	5	13	2	14	6	3	9	8	9	8	14	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	562	28	133	9	14	3	0	7	15	6	12	16	7	10	4	5	10	3	4	8	21	10	4	32	12	11	7	4	10	36	8	7	4	3	3	5	6	38	7	1	6	2	4	4	6	4	4	4	5					
14	Число погашенных открепительных удостоверений	1425	18	18	29	27	26	0	20	31	10	24	26	36	24	28	38	36	39	29	35	28	27	43	29	34	36	38	40	32	30	21	32	24	29	28	32	33	25	27	43	31	39	42	36	37	36	22	26	31					
15	Число открепительных удостоверений выданных ТИК	51	0	0	0	2	0	0	1	0	3	2	4	1	2	1	0	0	0	1	5	0	1	1	1	0	1	0	2	1	3	5	1	0	0	3	1	0	0	2	0	2	1	1	1	1	0	0	1	0					
