Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Таштагольская 																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465					
1	"Число избирателей, внесенных в список избирателей"	39265	573	749	1491	1172	1686	2101	1382	1716	1135	825	1504	848	1532	1747	285	1473	2503	773	690	1629	1665	782	2015	1745	1898	144	497	328	325	110	455	285	473	435	1216	762	159	157					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	41200	575	750	1580	1240	1688	2220	1610	1935	1140	824	1497	854	1730	1820	293	1469	2740	774	713	1710	1745	786	2100	1770	2200	153	499	340	345	118	475	290	483	450	1187	761	167	169					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	181	0	141	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	34664	424	661	1422	1148	1335	1905	1109	1695	1012	558	1412	788	1500	1608	254	1097	2217	657	451	1411	1451	621	1872	1707	1880	144	415	214	297	110	424	271	470	222	1032	558	155	157					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1698	94	31	28	24	16	68	179	21	30	120	29	28	32	76	12	78	200	60	190	99	55	41	17	19	18	0	30	0	9	0	0	0	0	0	88	6	0	0					
6	Число погашенных избирательных бюллетеней	4404	57	58	130	68	337	247	322	219	98	146	56	38	198	136	27	294	323	57	72	200	239	124	211	44	302	9	54	14	39	8	51	19	13	47	67	56	12	12					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2132	94	31	28	24	16	68	179	21	30	120	29	28	32	76	12	78	200	60	190	99	55	41	17	19	18	0	30	112	9	0	0	0	0	181	88	147	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	34656	424	661	1422	1148	1335	1905	1109	1695	1012	558	1412	788	1500	1608	254	1097	2217	657	451	1411	1451	621	1872	1707	1872	144	415	214	297	110	424	271	470	222	1032	558	155	157					
9	Число недействительных избирательных бюллетеней	313	11	15	14	0	20	29	6	0	16	5	7	8	10	0	0	13	0	8	20	0	0	7	10	29	17	0	15	0	0	0	0	0	4	22	16	4	7	0					
10	Число действительных избирательных бюллетеней	36475	507	677	1436	1172	1331	1944	1282	1716	1026	673	1434	808	1522	1684	266	1162	2417	709	621	1510	1506	655	1879	1697	1873	144	430	326	306	110	424	271	466	381	1104	701	148	157					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	492	7	9	18	6	10	22	17	23	16	10	18	11	23	22	3	18	46	12	12	20	20	9	24	20	23	2	6	4	2	2	8	3	6	12	14	8	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	315	3	7	18	5	4	22	17	22	16	1	8	5	23	12	1	16	43	11	11	12	7	2	2	8	8	2	0	0	0	0	8	0	0	11	5	3	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	464	7	0	5	15	2	7	0	8	6	7	28	6	8	9	2	7	16	30	5	0	3	7	17	49	164	1	0	2	0	5	6	3	11	7	8	9	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	177	4	2	0	1	6	0	0	1	0	9	10	6	0	10	2	2	3	1	1	8	13	7	22	12	15	0	6	4	2	2	0	3	6	1	9	5	1	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	1	0	0	0	2	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1204	28	34	13	3	81	0	14	26	63	37	67	34	29	5	4	106	157	33	29	0	2	29	30	115	140	0	14	4	1	1	1	3	10	1	71	15	2	2					
		3.27%	5.41%	4.91%	0.90%	0.26%	5.99%	0.00%	1.09%	1.52%	6.05%	5.46%	4.65%	4.17%	1.89%	0.30%	1.50%	9.02%	6.50%	4.60%	4.52%	0.00%	0.13%	4.38%	1.59%	6.66%	7.41%	0.00%	3.15%	1.23%	0.33%	0.91%	0.24%	1.11%	2.13%	0.25%	6.34%	2.13%	1.29%	1.27%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2381	42	52	30	16	114	187	34	48	96	61	102	39	61	74	8	219	234	75	64	65	85	64	27	195	192	0	35	5	2	1	8	9	23	3	85	22	3	1					
		6.47%	8.11%	7.51%	2.07%	1.37%	8.44%	9.48%	2.64%	2.80%	9.21%	8.99%	7.08%	4.78%	3.98%	4.39%	3.01%	18.64%	9.68%	10.46%	9.98%	4.30%	5.64%	9.67%	1.43%	11.30%	10.16%	0.00%	7.87%	1.53%	0.65%	0.91%	1.89%	3.32%	4.89%	0.74%	7.59%	3.12%	1.94%	0.64%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	169	3	6	0	0	13	0	6	9	7	1	7	3	13	3	0	10	12	2	4	0	4	3	11	27	6	0	4	0	0	0	0	0	1	0	12	1	1	0					
		0.46%	0.58%	0.87%	0.00%	0.00%	0.96%	0.00%	0.47%	0.52%	0.67%	0.15%	0.49%	0.37%	0.85%	0.18%	0.00%	0.85%	0.50%	0.28%	0.62%	0.00%	0.27%	0.45%	0.58%	1.56%	0.32%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	1.07%	0.14%	0.65%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2556	47	50	44	77	147	198	90	60	89	54	102	61	43	73	12	125	192	40	29	162	45	51	80	212	244	0	21	12	6	2	15	10	3	4	98	51	4	3					
		6.95%	9.07%	7.23%	3.03%	6.57%	10.88%	10.04%	6.99%	3.50%	8.54%	7.96%	7.08%	7.48%	2.81%	4.33%	4.51%	10.64%	7.94%	5.58%	4.52%	10.73%	2.99%	7.70%	4.24%	12.28%	12.91%	0.00%	4.72%	3.68%	1.96%	1.82%	3.54%	3.69%	0.64%	0.99%	8.75%	7.23%	2.58%	1.91%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	293	5	9	0	0	33	0	7	19	18	7	12	7	0	4	0	27	17	4	8	0	0	8	0	42	49	0	4	2	0	0	1	0	0	0	8	2	0	0					
		0.80%	0.97%	1.30%	0.00%	0.00%	2.44%	0.00%	0.54%	1.11%	1.73%	1.03%	0.83%	0.86%	0.00%	0.24%	0.00%	2.30%	0.70%	0.56%	1.25%	0.00%	0.00%	1.21%	0.00%	2.43%	2.59%	0.00%	0.90%	0.61%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.71%	0.28%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	29788	380	526	1349	1076	941	1559	1125	1545	747	510	1142	663	1374	1524	242	673	1801	554	479	1283	1370	500	1731	1081	1235	144	350	302	297	106	399	249	429	373	830	610	138	151					
		80.97%	73.36%	76.01%	93.03%	91.81%	69.65%	79.02%	87.34%	90.03%	71.69%	75.22%	79.25%	81.25%	89.69%	90.50%	90.98%	57.28%	74.51%	77.27%	74.73%	84.97%	90.97%	75.53%	91.64%	62.63%	65.34%	100.00%	78.65%	92.64%	97.06%	96.36%	94.10%	91.88%	91.28%	92.56%	74.11%	86.52%	89.03%	96.18%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	84	2	0	0	0	2	0	6	9	6	3	2	1	2	1	0	2	4	1	8	0	0	0	0	25	7	0	2	1	0	0	0	0	0	0	0	0	0	0					
