Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Таштагольская 																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431					
1	"Число избирателей, внесенных в списки избирателей"	40435	588	888	1539	1158	1679	2096	1518	1808	1209	761	1459	768	1594	1771	332	1438	2547	887	776	1423	2088	907	1867	1850	2018	171	478	364	834	428	508	440	1150	768	162	163					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	40245	578	848	1488	1136	1684	2100	1510	1785	1176	765	1450	763	1680	1785	332	1440	2593	945	784	1403	2080	900	1861	1767	1933	171	480	362	830	420	493	442	1157	775	166	163					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	171	0	75	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	35952	540	796	1279	1015	1527	1911	1411	1690	1113	718	1393	673	1437	1613	260	954	2252	752	562	1228	1926	799	1680	1711	1899	171	448	249	815	415	473	255	987	679	158	163					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1556	25	12	111	39	35	84	27	15	39	27	7	21	73	69	23	348	75	30	42	111	116	37	26	22	30	0	10	0	0	0	2	0	100	0	0	0					
6	Число погашенных избирательных бюллетеней	2381	13	40	98	82	122	105	72	80	24	20	50	69	170	103	49	138	266	163	180	64	38	64	155	34	4	0	22	3	15	5	18	16	70	21	8	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1912	25	12	111	39	35	84	27	15	39	27	7	21	73	69	23	348	75	30	42	111	116	37	26	22	30	0	10	110	0	0	2	171	100	75	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35952	540	796	1279	1015	1527	1911	1411	1690	1113	718	1393	673	1437	1613	260	954	2252	752	562	1228	1926	799	1680	1711	1899	171	448	249	815	415	473	255	987	679	158	163					
9	Число недействительных избирательных бюллетеней	67	0	0	3	2	3	10	1	0	0	0	5	1	0	4	0	0	2	7	5	0	5	5	0	3	0	0	0	0	6	0	1	4	0	0	0	0					
10	Число действительных избирательных бюллетеней	37797	565	808	1387	1052	1559	1985	1437	1705	1152	745	1395	693	1510	1678	283	1302	2325	775	599	1339	2037	831	1706	1730	1929	171	458	359	809	415	474	422	1087	754	158	163					
