Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Кондинская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434					
1	"Число избирателей, внесенных в список"	23803	196	224	1392	405	1443	1463	401	401	1848	2330	616	1955	431	2627	2038	811	551	534	132	954	1425	772	410	444					
2	Число полученных избирательных бюллетеней	26220	210	250	1350	470	1615	1540	400	435	2150	2800	605	2280	480	2650	2190	870	600	580	150	1070	1670	850	500	505					
3	"Число избирательных бюллетеней, выданных  досрочно"	57	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	18098	168	206	1182	335	1022	928	345	292	1289	1718	470	1403	313	2092	1545	609	431	445	126	821	892	680	361	425					
5	"Число избирательных бюллетеней, выданных вне помещения"	1561	11	5	3	34	186	155	36	44	108	75	33	229	26	130	127	49	19	21	4	55	179	15	4	13					
6	Число погашенных избирательных бюллетеней	6504	31	39	165	101	407	400	19	99	753	1007	102	648	141	428	518	212	150	114	20	194	599	155	135	67					
7	Число избирательных бюллетеней в переносных ящиках	1618	11	5	3	34	186	212	36	44	108	75	33	229	26	130	127	49	19	21	4	55	179	15	4	13					
8	Число бюллетеней в стационарных ящиках для голосования	18093	168	206	1182	335	1022	928	345	292	1289	1718	470	1401	313	2089	1545	609	431	445	126	821	892	680	361	425					
9	Число недействительных избирательных бюллетеней	194	0	0	6	4	8	9	3	0	28	17	1	11	3	33	17	6	6	6	3	4	18	7	1	3					
10	Число действительных избирательных бюллетеней	19517	179	211	1179	365	1200	1131	378	336	1369	1776	502	1619	336	2186	1655	652	444	460	127	872	1053	688	364	435					
11	Число полученных открепительных  удостоверений	435	0	3	2	17	30	20	5	2	92	35	15	25	7	20	21	10	7	10	4	32	18	20	15	25					
12	Число выданных открепительных удостоверений	344	0	3	1	11	30	20	5	0	30	32	11	21	2	20	21	10	7	10	0	32	18	20	15	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	175	1	0	9	4	22	8	6	3	9	12	9	0	6	15	5	8	2	5	2	14	13	12	5	5					
14	Число неиспользованных открепительных удостоверений	91	0	0	1	6	0	0	0	2	62	3	4	4	5	0	0	0	0	0	4	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	13	0	0	0	1	1	0	0	0	1	5	1	0	0	0	0	3	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
18	. Глазьев Сергей Юрьевич	715	6	7	35	15	50	68	14	12	68	63	28	79	8	63	43	32	10	12	7	28	29	18	8	12					
		3.63%	3.35%	3.32%	2.95%	4.07%	4.14%	5.96%	3.67%	3.57%	4.87%	3.51%	5.57%	4.85%	2.36%	2.84%	2.57%	4.86%	2.22%	2.58%	5.38%	3.20%	2.71%	2.59%	2.19%	2.74%					
