Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Пролетарская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №712	УИК №714	УИК №715	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723					
1	"Число избирателей, внесенных в список избирателей"	26271	1186	2321	2174	1936	2240	2098	2022	2070	828	410	1600	1440	572	727	458	248	897	532	330	1233	949					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26701	1000	2370	2180	1980	2290	2130	2065	2096	870	425	1655	1470	585	760	495	260	970	560	335	1240	965					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13247	496	1082	955	1009	1065	1051	798	795	682	241	870	755	320	547	338	192	439	283	201	639	489					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1546	59	85	135	60	83	63	55	173	34	17	159	138	60	39	15	9	145	38	23	124	32					
6	Число погашенных избирательных бюллетеней	11908	445	1203	1090	911	1142	1016	1212	1128	154	167	626	577	205	174	142	59	386	239	111	477	444					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1546	59	85	135	60	83	63	55	173	34	17	159	138	60	39	15	9	145	38	23	124	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13247	496	1082	955	1009	1065	1051	798	795	682	241	870	755	320	547	338	192	439	283	201	639	489					
9	Число недействительных избирательных бюллетеней	204	10	9	16	19	17	13	11	11	6	6	23	10	3	10	5	2	1	5	7	6	14					
10	Число действительных избирательных бюллетеней	14589	545	1158	1074	1050	1131	1101	842	957	710	252	1006	883	377	576	348	199	583	316	217	757	507					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	768	30	50	50	50	50	50	50	50	30	10	40	52	20	30	36	10	80	20	10	30	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	710	18	50	35	50	50	34	38	50	30	10	40	52	20	30	36	10	80	20	7	30	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	224	30	16	23	19	16	24	15	18	2	2	5	7	3	9	2	2	5	2	10	9	5					
14	Число погашенных неиспользованных открепительных удостоверений	58	12	0	15	0	0	16	12	0	0	0	0	0	0	0	0	0	0	0	3	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	32	2	2	7	3	0	1	1	4	2	0	1	1	0	0	0	0	1	0	1	3	3					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
