Выборы Президента Российской Федерации																							
																							
Наименование Избирательной комиссии:    Верхнекетский район																							
																							
Итоги голосования 																							
																							
		Сумма	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386					
1	"Число избирателей, внесенных в список"	13327	2058	1890	1763	558	647	558	1749	1236	248	349	529	214	758	312	132	326					
2	Число полученных избирательных бюллетеней	12918	1943	1800	1699	552	611	561	1683	1194	244	352	519	208	766	321	146	319					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8715	1183	1164	1028	333	518	441	1076	772	176	241	431	176	535	288	107	246					
5	"Число избирательных бюллетеней, выданных вне помещения"	1239	167	75	112	85	32	51	226	169	33	53	59	18	91	5	12	51					
6	Число погашенных избирательных бюллетеней	2964	593	561	559	134	61	69	381	253	35	58	29	14	140	28	27	22					
7	Число избирательных бюллетеней в переносных ящиках	1239	167	75	112	85	32	51	226	169	33	53	59	18	91	5	12	51					
8	Число бюллетеней в стационарных ящиках для голосования	8713	1183	1164	1028	333	518	441	1076	772	176	241	431	176	535	286	107	246					
9	Число недействительных избирательных бюллетеней	68	1	9	2	2	6	7	11	11	2	8	0	2	3	1	1	2					
10	Число действительных избирательных бюллетеней	9884	1349	1230	1138	416	544	485	1291	930	207	286	490	192	623	290	118	295					
11	Число полученных открепительных  удостоверений	496	50	45	50	20	30	30	67	30	20	20	20	20	45	15	14	20					
12	Число выданных открепительных удостоверений	363	29	28	37	13	11	21	57	30	6	20	20	9	45	10	13	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	103	24	16	11	0	2	3	18	2	3	2	4	7	2	1	1	7					
14	Число неиспользованных открепительных удостоверений	133	21	17	13	7	19	9	10	0	14	0	0	11	0	5	1	6					
15	"Число открепительных удостоверений, выданных в ТИК"	4	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																							
18	. Глазьев Сергей Юрьевич	252	55	39	32	11	13	9	24	18	1	5	5	9	23	3	1	4					
		2.53%	4.07%	3.15%	2.81%	2.63%	2.36%	1.83%	1.84%	1.91%	0.48%	1.70%	1.02%	4.64%	3.67%	1.03%	0.84%	1.35%					
19	. Малышкин Олег Александрович	305	26	34	37	9	29	19	38	27	11	11	13	6	23	9	4	9					
		3.06%	1.93%	2.74%	3.25%	2.15%	5.27%	3.86%	2.92%	2.87%	5.26%	3.74%	2.65%	3.09%	3.67%	3.09%	3.36%	3.03%					
20	. Миронов Сергей Михайлович	88	7	5	12	4	5	17	17	5	1	4	2	1	2	3	1	2					
		0.88%	0.52%	0.40%	1.05%	0.96%	0.91%	3.46%	1.31%	0.53%	0.48%	1.36%	0.41%	0.52%	0.32%	1.03%	0.84%	0.67%					
21	. Путин Владимир Владимирович	6993	930	820	748	327	344	324	947	645	146	177	417	165	476	199	92	236					
		70.27%	68.89%	66.18%	65.61%	78.23%	62.55%	65.85%	72.73%	68.54%	69.86%	60.20%	85.10%	85.05%	76.04%	68.38%	77.31%	79.46%					
22	. Хакамада Ирина Муцуовна	241	41	29	34	9	10	4	46	18	8	8	10	0	14	2	2	6					
		2.42%	3.04%	2.34%	2.98%	2.15%	1.82%	0.81%	3.53%	1.91%	3.83%	2.72%	2.04%	0.00%	2.24%	0.69%	1.68%	2.02%					
23	. Харитонов Николай Михайлович	1648	238	247	230	44	126	97	169	197	29	62	29	7	71	63	9	30					
		16.56%	17.63%	19.94%	20.18%	10.53%	22.91%	19.72%	12.98%	20.94%	13.88%	21.09%	5.92%	3.61%	11.34%	21.65%	7.56%	10.10%					
																							
24	Против всех	357	52	56	45	12	17	15	50	20	11	19	14	4	14	11	9	8					
		3.59%	3.85%	4.52%	3.95%	2.87%	3.09%	3.05%	3.84%	2.13%	5.26%	6.46%	2.86%	2.06%	2.24%	3.78%	7.56%	2.69%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
