Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Вагайская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186					
1	"Число избирателей, внесенных в списки"	17242	507	168	2142	1760	891	67	179	515	323	164	315	96	98	354	497	262	429	1099	84	112	445	590	106	691	112	366	1166	88	154	219	487	272	332	512	367	374	189	175	334	201					
2	"Число бюллетеней, полученных участковыми комиссиями"	17506	505	174	2110	1760	900	73	174	503	330	175	303	100	100	365	523	335	447	1113	97	117	450	580	108	702	112	364	1205	88	170	240	492	269	335	527	370	375	204	181	341	189					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9815	220	98	960	661	458	55	141	302	199	78	220	77	75	210	283	199	276	588	35	83	297	403	85	431	99	178	550	55	149	217	313	206	165	309	210	304	136	144	212	134					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1605	98	43	61	77	81	3	6	74	38	61	34	0	7	43	90	63	18	107	29	9	36	42	0	161	3	92	75	17	5	2	82	14	37	29	10	12	11	2	26	7					
6	Число погашенных бюллетеней	6086	187	33	1089	1022	361	15	27	127	93	36	49	23	18	112	150	73	153	418	33	25	117	135	23	110	10	94	580	16	16	21	97	49	133	189	150	59	57	35	103	48					
7	Число бюллетеней в переносных ящиках для голосования	1604	98	43	61	77	81	3	6	73	38	61	34	0	7	43	90	63	18	107	29	9	36	42	0	161	3	92	75	17	5	2	82	14	37	29	10	12	11	2	26	7					
8	Число бюллетеней в стационарных ящиках для голосования	9813	220	98	960	661	458	55	140	302	199	78	220	77	75	210	283	199	276	588	35	83	297	403	85	431	99	178	550	55	149	217	312	206	165	309	210	304	136	144	212	134					
9	Число недействительных бюллетеней	111	4	5	11	8	6	1	2	7	2	2	0	1	1	3	0	3	0	9	0	2	4	4	0	8	1	1	3	0	0	0	2	3	6	6	0	1	0	0	5	0					
10	Число действительных бюллетеней	11306	314	136	1010	730	533	57	144	368	235	137	254	76	81	250	373	259	294	686	64	90	329	441	85	584	101	269	622	72	154	219	392	217	196	332	220	315	147	146	233	141					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	273	5	3	44	38	15	3	4	5	3	3	3	3	3	4	5	3	4	14	3	3	5	6	3	7	3	4	20	3	3	3	5	3	4	15	4	4	3	3	4	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	102	0	1	39	20	0	1	0	2	1	0	2	0	0	1	3	1	1	10	0	0	5	5	0	0	0	1	1	0	0	1	1	0	0	4	1	1	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	85	3	0	8	2	2	0	3	4	1	2	3	1	2	1	1	1	3	4	0	1	2	1	1	5	2	3	4	2	1	2	2	2	4	0	1	1	1	4	4	1					
14	Число погашенных открепительных удостоверений	171	5	2	5	18	15	2	4	3	2	3	1	3	3	3	2	2	3	4	3	3	0	1	3	7	3	3	19	3	3	2	4	3	4	11	3	3	3	3	4	3					
