Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
"Наименование Избирательной комиссии:    Владимир, Ленинская"																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390					
1	"Число избирателей, внесенных в списки"	115051	1699	2284	1988	2595	2838	1629	1999	2881	2771	2880	2464	2382	2531	2538	2800	2675	2499	2675	2813	2590	2564	2632	2627	2863	2871	2829	2261	2806	2912	2699	2320	2559	1063	1700	527	2626	1313	1720	2168	2678	2589	2552	302	3185	2078	2133	2124	2805	1209	805					
2	"Число бюллетеней, полученных участковыми комиссиями"	111580	1900	2100	2000	2500	2800	1600	2000	2600	2700	2800	2400	2300	2600	2500	2800	2700	2800	2600	2700	2500	2500	2500	2600	2800	2600	2600	2100	2700	2800	2600	2200	2400	1000	1500	520	2600	1200	1700	2100	2700	2600	2500	310	2700	1900	2100	2100	2800	1100	850					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	53560	550	1306	518	1151	1473	810	866	1187	1355	1517	1120	1031	1245	1145	1187	1192	1168	1375	1372	1153	1006	1270	1216	1241	1322	1503	971	1346	1334	1311	949	853	371	798	212	1412	554	819	916	1206	1175	1185	143	2257	802	884	1029	1444	530	780					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1686	0	23	4	45	55	23	36	29	38	50	31	43	52	77	29	67	21	23	35	16	49	13	4	74	42	22	15	95	38	114	45	21	27	35	72	15	15	16	11	26	17	9	35	52	16	42	15	18	36	0					
6	Число погашенных бюллетеней	56334	1350	771	1478	1304	1272	767	1098	1384	1307	1233	1249	1226	1303	1278	1584	1441	1611	1202	1293	1331	1445	1217	1380	1485	1236	1075	1114	1259	1428	1175	1206	1526	602	667	236	1173	631	865	1173	1468	1408	1306	132	391	1082	1174	1056	1338	534	70					
7	Число бюллетеней в переносных ящиках для голосования	1686	0	23	4	45	55	23	36	29	38	50	31	43	52	77	29	67	21	23	35	16	49	13	4	74	42	22	15	95	38	114	45	21	27	35	72	15	15	16	11	26	17	9	35	52	16	42	15	18	36	0					
8	Число бюллетеней в стационарных ящиках для голосования	53383	549	1305	518	1148	1469	808	864	1179	1317	1506	1120	1028	1245	1143	1184	1189	1166	1375	1369	1153	1006	1269	1215	1240	1280	1503	949	1346	1334	1310	948	852	368	798	212	1405	553	819	916	1206	1171	1185	143	2253	802	882	1029	1444	530	780					
9	Число недействительных бюллетеней	653	2	8	0	18	27	7	9	9	9	12	16	6	16	10	8	17	7	29	22	6	4	10	6	12	24	15	12	15	10	13	13	11	4	8	43	13	4	12	9	28	14	15	1	21	10	18	13	10	5	42					
10	Число действительных бюллетеней	54416	547	1320	522	1175	1497	824	891	1199	1346	1544	1135	1065	1281	1210	1205	1239	1180	1369	1382	1163	1051	1272	1213	1302	1298	1510	952	1426	1362	1411	980	862	391	825	241	1407	564	823	918	1204	1174	1179	177	2284	808	906	1031	1452	561	738					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1400	340	20	150	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	0	20	20	20	20	20	20	20	10	20	20	20	20	20	20	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	795	311	10	111	11	15	10	3	9	10	11	6	11	11	13	3	13	6	16	11	8	3	10	8	5	6	16	4	16	9	17	4	8	2	9	0	6	1	4	2	1	6	5	4	17	3	7	5	16	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	393	15	8	8	5	8	9	1	12	5	11	3	4	10	9	7	3	2	8	5	4	2	4	3	9	12	2	5	11	6	35	19	10	3	3	2	2	1	6	2	3	6	3	2	12	6	4	3	1	5	74					
