Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Кыштымская городская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160					
1	"Число избирателей, внесенных в списки избирателей"	33872	1621	1791	1670	1641	1494	1328	254	289	95	1062	1642	1211	2094	1342	1454	1406	1773	1666	1706	1261	1500	1046	692	1069	1175	1180	410					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	32500	1500	1750	1650	1600	1450	1300	250	270	80	1050	1500	1150	2050	1300	1450	1400	1750	1650	1600	1200	1400	900	550	1050	1150	1150	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21032	903	1180	1146	1155	899	581	159	215	49	522	1053	645	1296	848	942	923	1243	1140	1142	683	861	493	503	645	777	730	299					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1453	37	25	28	34	53	197	29	18	20	80	81	83	52	46	31	27	52	44	31	43	82	150	17	31	50	97	15					
6	Число погашенных избирательных бюллетеней	10011	560	545	476	411	497	522	62	37	11	448	366	422	702	406	477	450	455	466	427	474	457	257	30	374	323	320	36					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1453	37	25	28	34	53	197	29	18	20	80	81	83	52	46	31	27	52	44	31	43	82	150	17	31	50	97	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21030	903	1180	1145	1155	899	581	159	215	49	522	1053	645	1296	848	942	923	1243	1140	1142	683	861	493	503	644	777	730	299					
9	Число недействительных избирательных бюллетеней	272	9	13	20	14	11	8	0	3	0	7	10	14	16	10	4	14	9	14	13	12	10	16	9	8	9	16	3					
10	Число действительных избирательных бюллетеней	22211	931	1192	1153	1175	941	770	188	230	69	595	1124	714	1332	884	969	936	1286	1170	1160	714	933	627	511	667	818	811	311					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	445	15	15	20	15	15	15	15	25	15	15	15	15	28	15	15	15	22	15	15	15	20	15	15	15	15	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	307	7	15	16	9	9	7	15	24	5	5	13	7	27	15	11	12	21	12	15	5	19	2	7	6	7	13	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	368	3	8	6	11	16	7	8	18	6	1	13	3	6	10	8	10	22	4	15	10	8	15	107	3	9	7	34					
14	Число погашенных неиспользованных открепительных удостоверений	138	8	0	4	6	6	8	0	1	10	10	2	8	1	0	4	3	1	3	0	10	1	13	8	9	8	2	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	52	4	2	2	0	2	1	0	0	4	1	4	4	3	4	3	3	3	4	2	3	3	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	470	21	24	35	37	18	11	3	6	3	10	25	13	35	24	25	18	24	21	20	8	16	10	23	10	10	12	8					
		2.09%	2.23%	1.99%	2.98%	3.11%	1.89%	1.41%	1.60%	2.58%	4.35%	1.66%	2.20%	1.79%	2.60%	2.68%	2.57%	1.89%	1.85%	1.77%	1.71%	1.10%	1.70%	1.56%	4.42%	1.48%	1.21%	1.45%	2.55%					
