Выборы Президента Российской Федерации																																																						
																																																						
"Наименование Избирательной комиссии:    Бийск, Приобская"																																																						
																																																						
Итоги голосования 																																																						
																																																						
		Сумма	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367					
1	"Число избирателей, внесенных в список"	94242	1046	1015	1489	1539	956	1293	2691	2755	2522	1790	1908	2205	1172	1573	1707	1504	2240	1727	1358	2466	1521	1568	2610	2284	2100	1282	2740	2347	1725	2394	2277	2609	2664	2315	2213	1590	2545	1613	2671	2636	2699	2699	2703	1877	1831	1911	1862					
2	Число полученных избирательных бюллетеней	92800	1000	1000	1500	1600	900	1300	2700	2800	2500	1600	1900	2200	1100	1600	1700	1500	2200	1700	1300	2500	1500	1600	2600	2200	2000	1300	2700	2200	1700	2400	2300	2600	2700	2300	2200	1500	2500	1600	2600	2600	2700	2700	2700	1800	1800	1500	1900					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	54410	508	372	677	777	548	594	1354	1444	1375	820	1232	1406	578	1038	1088	936	1329	976	702	1162	945	936	1650	1258	1271	800	1670	1264	853	1204	1303	1542	1409	1338	1482	1051	1643	1022	1729	1714	1368	1671	1711	1053	1101	1279	1227					
5	"Число избирательных бюллетеней, выданных вне помещения"	1710	38	11	49	27	14	22	44	12	43	26	13	34	20	48	27	28	26	38	45	51	30	40	33	140	68	21	36	144	27	37	29	35	18	32	39	28	34	34	31	34	48	41	13	24	46	19	13					
6	Число погашенных избирательных бюллетеней	36664	454	616	774	796	338	684	1302	1344	1082	745	655	760	502	514	584	536	845	686	553	1287	524	624	917	802	661	479	994	792	820	1159	968	1023	1273	930	679	421	819	544	839	852	1284	988	976	723	653	203	660					
7	Число избирательных бюллетеней в переносных ящиках	1710	38	11	49	27	14	22	44	12	43	26	13	34	20	48	27	28	26	38	45	51	30	40	33	140	68	21	36	144	27	37	29	35	18	32	39	28	34	34	31	34	48	41	13	24	46	19	13					
8	Число бюллетеней в стационарных ящиках для голосования	54330	508	372	677	777	548	594	1354	1444	1375	809	1232	1406	578	1038	1088	936	1329	976	701	1160	945	896	1650	1258	1270	800	1665	1263	851	1202	1299	1542	1405	1338	1482	1051	1643	1022	1725	1713	1368	1669	1711	1053	1101	1279	1227					
9	Число недействительных избирательных бюллетеней	481	5	4	12	11	4	3	16	12	12	8	11	14	4	7	12	5	10	10	6	14	16	5	7	9	9	6	17	15	20	17	11	15	13	4	6	7	13	9	17	15	9	16	18	4	8	9	6					
10	Число действительных избирательных бюллетеней	55559	541	379	714	793	558	613	1382	1444	1406	827	1234	1426	594	1079	1103	959	1345	1004	740	1197	959	931	1676	1389	1329	815	1684	1392	858	1222	1317	1562	1410	1366	1515	1072	1664	1047	1739	1732	1407	1694	1706	1073	1139	1289	1234					
11	Число полученных открепительных  удостоверений	1175	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25					
12	Число выданных открепительных удостоверений	294	2	0	1	1	0	4	1	15	4	17	9	5	2	3	5	12	1	0	4	5	3	7	16	2	3	1	3	11	8	11	2	11	8	3	7	8	12	4	11	8	7	7	17	1	10	13	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	189	3	1	5	1	3	1	7	4	5	5	4	3	1	4	0	2	1	2	12	1	2	7	3	3	3	3	1	2	1	1	4	9	7	7	1	12	6	4	3	3	5	4	12	3	5	11	2					
14	Число неиспользованных открепительных удостоверений	881	23	25	24	24	25	21	24	10	21	8	16	20	23	22	20	13	24	25	21	20	22	18	9	23	22	24	22	14	17	14	23	14	17	22	18	17	13	21	14	17	18	18	8	24	15	12	16					
15	"Число открепительных удостоверений, выданных в ТИК"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	17	0	1	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
"Число голосов избирателей, поданных за каждый список"																																																						
18	. Глазьев Сергей Юрьевич	3958	30	17	37	51	23	51	96	96	85	51	93	107	22	91	63	74	85	52	29	61	65	62	125	109	103	55	128	87	56	100	106	132	84	109	172	117	160	104	143	155	91	98	107	62	75	57	82					
		7.06%	5.49%	4.44%	5.10%	6.34%	4.09%	8.28%	6.87%	6.59%	5.99%	6.11%	7.47%	7.43%	3.68%	8.38%	5.65%	7.68%	6.27%	5.13%	3.89%	5.04%	6.67%	6.62%	7.43%	7.80%	7.70%	6.70%	7.52%	6.18%	6.38%	8.07%	7.98%	8.37%	5.90%	7.96%	11.31%	10.84%	9.54%	9.85%	8.14%	8.87%	6.43%	5.73%	6.21%	5.76%	6.54%	4.39%	6.61%					
19	. Малышкин Олег Александрович	1538	16	21	29	26	21	23	44	43	38	40	30	29	32	35	23	32	33	44	27	38	25	29	38	29	30	25	50	37	29	47	38	40	56	42	19	13	31	29	43	28	35	41	43	24	28	28	37					
		2.74%	2.93%	5.48%	3.99%	3.23%	3.74%	3.73%	3.15%	2.95%	2.68%	4.79%	2.41%	2.01%	5.35%	3.22%	2.06%	3.32%	2.44%	4.34%	3.62%	3.14%	2.56%	3.10%	2.26%	2.07%	2.24%	3.05%	2.94%	2.63%	3.30%	3.79%	2.86%	2.54%	3.94%	3.07%	1.25%	1.20%	1.85%	2.75%	2.45%	1.60%	2.47%	2.40%	2.49%	2.23%	2.44%	2.16%	2.98%					
20	. Миронов Сергей Михайлович	483	5	5	4	5	11	5	13	10	21	6	7	12	4	13	8	5	3	7	5	11	9	6	15	11	11	6	17	15	6	10	12	21	16	13	11	7	17	9	14	16	10	22	8	5	8	14	14					
