Выборы Президента Российской Федерации																																																					
																																																					
"Наименование Избирательной комиссии:    Оренбург, Промышленная"																																																					
																																																					
Итоги голосования 																																																					
																																																					
		Сумма	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017					
1	"Число избирателей, внесенных в список"	90666	2600	1830	1753	979	705	1808	1571	2237	2131	1556	2213	1201	2569	2147	2701	1670	1676	1926	1690	924	1074	504	198	2558	1171	2339	2314	2332	1248	759	1266	2736	2546	2493	2741	2206	1981	2877	2654	2867	2773	2865	1992	2726	2892	2667					
2	Число полученных избирательных бюллетеней	90585	2600	1880	1735	915	730	1790	1590	2370	2180	1680	2290	1225	2480	2110	2650	1630	1710	1910	1700	900	1110	515	200	2490	1100	2360	2260	2300	1400	725	1260	2720	2530	2510	2550	2180	1940	3020	2620	2840	2770	2870	1950	2710	2970	2610					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	50568	1548	943	840	528	380	874	793	1319	1200	882	1030	542	1330	1120	1570	772	980	1111	802	529	794	349	128	1222	537	1350	1309	1214	798	415	593	1516	1522	1518	1364	1304	1085	1740	1247	1856	1691	1697	1233	1536	1779	1678					
5	"Число избирательных бюллетеней, выданных вне помещения"	4186	266	67	77	19	45	80	108	67	147	102	89	84	63	112	76	108	70	37	166	46	71	39	7	93	125	82	92	139	50	27	129	69	84	90	235	85	51	58	381	37	71	98	53	104	61	26					
6	Число погашенных избирательных бюллетеней	35831	786	870	818	368	305	836	689	984	833	696	1171	599	1087	878	1004	750	660	762	732	325	245	127	65	1175	438	928	859	947	552	283	538	1135	924	902	951	791	804	1222	992	947	1008	1075	664	1070	1130	906					
7	Число избирательных бюллетеней в переносных ящиках	4186	266	67	77	19	45	80	108	67	147	102	89	84	63	112	76	108	70	37	166	46	71	39	7	93	125	82	92	139	50	27	129	69	84	90	235	85	51	58	381	37	71	98	53	104	61	26					
8	Число бюллетеней в стационарных ящиках для голосования	50453	1548	943	840	528	380	874	793	1319	1200	882	1030	542	1330	1120	1570	772	980	1110	802	529	794	349	128	1222	537	1350	1309	1214	798	415	593	1516	1522	1518	1364	1304	1085	1740	1243	1856	1690	1697	1228	1432	1779	1678					
9	Число недействительных избирательных бюллетеней	437	12	14	11	7	4	6	6	14	2	5	15	14	5	14	12	11	10	23	0	5	5	9	1	17	7	10	6	10	14	1	6	9	9	21	11	9	0	11	24	11	7	14	12	8	4	11					
10	Число действительных избирательных бюллетеней	54202	1802	996	906	540	421	948	895	1372	1345	979	1104	612	1388	1218	1634	869	1040	1124	968	570	860	379	134	1298	655	1422	1395	1343	834	441	716	1576	1597	1587	1588	1380	1136	1787	1600	1882	1754	1781	1269	1528	1836	1693					
11	Число полученных открепительных  удостоверений	1999	60	40	40	20	15	40	40	50	50	35	50	25	55	45	60	35	35	40	40	20	25	10	5	55	25	50	49	50	30	15	30	60	55	60	55	50	40	70	60	60	60	65	40	60	65	60					
12	Число выданных открепительных удостоверений	603	22	9	11	0	3	7	8	20	17	11	14	8	11	12	10	3	5	10	9	6	25	5	1	25	9	17	22	11	7	2	7	28	21	30	17	16	14	15	7	31	20	19	9	22	13	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	638	81	18	21	11	6	19	13	19	25	12	12	4	10	10	15	3	6	15	7	5	3	3	2	20	3	22	8	13	7	8	10	13	17	9	10	18	17	12	4	17	19	13	22	17	22	17					
14	Число неиспользованных открепительных удостоверений	1396	38	31	29	20	12	33	32	30	33	24	36	17	44	33	50	32	30	30	31	14	0	5	4	30	16	33	27	39	23	13	23	32	34	30	38	34	26	55	53	29	40	46	31	38	52	46					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																					
18	. Глазьев Сергей Юрьевич	3907	129	63	46	23	26	58	58	93	75	63	44	42	99	67	136	66	78	92	73	40	38	20	11	79	35	124	105	110	60	44	36	102	125	96	125	124	91	109	85	178	176	133	114	109	168	139					
		7.15%	7.11%	6.24%	5.02%	4.20%	6.12%	6.08%	6.44%	6.71%	5.57%	6.40%	3.93%	6.71%	7.11%	5.44%	8.26%	7.50%	7.43%	8.02%	7.54%	6.96%	4.39%	5.15%	8.15%	6.01%	5.29%	8.66%	7.49%	8.13%	7.08%	9.95%	4.99%	6.44%	7.78%	5.97%	7.82%	8.93%	8.01%	6.06%	5.23%	9.40%	9.99%	7.41%	8.90%	7.10%	9.13%	8.16%					
19	. Малышкин Олег Александрович	1696	55	49	19	16	14	33	17	30	43	42	46	31	33	33	46	25	25	26	31	22	51	8	4	46	30	39	33	46	31	16	18	52	49	47	40	31	35	76	71	54	46	56	32	36	57	56					
		3.10%	3.03%	4.85%	2.07%	2.93%	3.29%	3.46%	1.89%	2.16%	3.19%	4.27%	4.11%	4.95%	2.37%	2.68%	2.79%	2.84%	2.38%	2.27%	3.20%	3.83%	5.90%	2.06%	2.96%	3.50%	4.53%	2.72%	2.36%	3.40%	3.66%	3.62%	2.49%	3.28%	3.05%	2.92%	2.50%	2.23%	3.08%	4.23%	4.37%	2.85%	2.61%	3.12%	2.50%	2.34%	3.10%	3.29%					
