Выборы Президента Российской Федерации																																																			
Дата голосования: 18.03.2018																																																			
																																																			
Наименование Избирательной комиссии:    Юрьев-Польская																																																			
																																																			
Сводная таблица итогов голосования																																																			
																																																			
	Число участковых избирательных комиссий	40																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																																	
																																																			
		Сумма	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294									
1	"Число избирателей, включенных в список избирателей"	26812	1799	977	969	948	1072	1946	1735	905	882	660	433	866	295	278	321	349	580	276	353	714	572	610	671	562	311	240	864	1168	782	484	178	278	376	278	256	259	223	255	1087	1000									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27125	1915	985	980	950	990	1970	1775	915	880	660	445	880	295	290	330	350	590	290	355	725	595	635	690	580	325	245	840	1150	800	510	185	265	380	260	260	255	215	245	1110	1010									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	15979	1164	604	676	607	651	1223	1153	609	576	367	267	565	172	166	147	184	309	177	247	366	225	340	379	324	121	128	619	646	374	246	109	168	191	92	181	156	65	137	576	672									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2519	76	65	53	35	147	83	67	53	65	67	33	51	57	36	63	38	77	20	40	99	123	79	65	88	96	37	51	94	100	67	19	33	40	103	25	24	64	20	131	35									
6	Число погашенных избирательных бюллетеней	8627	675	316	251	308	192	664	555	253	239	226	145	264	66	88	120	128	204	93	68	260	247	216	246	168	108	80	170	410	326	197	57	64	149	65	54	75	86	88	403	303									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2518	76	65	53	35	147	83	67	53	65	67	33	51	57	36	63	38	77	20	40	99	123	79	65	88	96	37	51	94	100	67	19	33	40	103	25	24	64	20	130	35									
