Выборы Президента Российской Федерации																																														
																																														
Наименование Избирательной комиссии:    Юрьев-Польская																																														
																																														
Итоги голосования 																																														
																																														
		Сумма	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290					
1	"Число избирателей, внесенных в список"	29769	1991	2050	2094	1833	1890	1899	2005	1853	508	710	314	534	758	337	271	327	471	130	257	163	581	1453	194	447	1338	182	172	196	339	263	235	342	678	391	940	303	736	355	229					
2	Число полученных избирательных бюллетеней	29650	2000	2000	2000	1800	1900	1900	2000	1830	500	700	320	530	760	340	275	320	475	130	260	160	580	1450	195	450	1330	180	175	200	330	265	305	350	680	390	940	300	740	360	230					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	16517	998	1047	1140	896	956	963	1049	1080	304	325	183	347	410	120	218	201	372	100	198	99	339	791	74	250	712	110	103	104	208	186	230	241	331	225	675	203	411	164	154					
5	"Число избирательных бюллетеней, выданных вне помещения"	2515	71	96	60	138	104	116	81	81	106	131	52	57	67	112	0	61	10	3	4	20	43	154	75	72	166	19	15	44	28	31	5	36	154	55	69	18	65	86	10					
6	Число погашенных избирательных бюллетеней	10618	931	857	800	766	840	821	870	669	90	244	85	126	283	108	57	58	93	27	58	41	198	505	46	128	452	51	57	52	94	48	70	73	195	110	196	79	264	110	66					
7	Число избирательных бюллетеней в переносных ящиках	2515	71	96	60	138	104	116	81	81	106	131	52	57	67	112	0	61	10	3	4	20	43	154	75	72	166	19	15	44	28	31	5	36	154	55	69	18	65	86	10					
8	Число бюллетеней в стационарных ящиках для голосования	16515	998	1047	1140	896	956	963	1049	1080	304	324	183	347	410	120	218	201	372	100	198	99	339	791	74	250	712	110	103	104	208	186	230	241	331	225	675	203	410	164	154					
9	Число недействительных избирательных бюллетеней	156	13	10	16	5	5	7	15	11	5	3	1	2	2	0	0	1	1	1	4	0	4	7	1	4	8	0	0	0	4	2	1	1	3	1	6	4	6	1	1					
10	Число действительных избирательных бюллетеней	18874	1056	1133	1184	1029	1055	1072	1115	1150	405	452	234	402	475	232	218	261	381	102	198	119	378	938	148	318	870	129	118	148	232	215	234	276	482	279	738	217	469	249	163					
11	Число полученных открепительных  удостоверений	328	10	10	40	35	10	10	10	5	10	8	4	5	8	2	3	5	5	2	2	2	5	15	5	5	10	5	5	5	5	5	5	20	20	5	10	3	5	6	3					
12	Число выданных открепительных удостоверений	169	2	6	26	30	5	9	8	2	8	4	2	0	6	0	1	1	2	0	0	0	2	7	0	1	0	0	0	0	0	4	0	13	15	1	0	2	5	6	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	135	3	6	8	7	1	3	3	3	14	4	1	0	3	2	1	6	2	0	0	2	2	16	0	2	5	1	3	1	4	4	2	2	3	5	3	4	7	1	1					
14	Число неиспользованных открепительных удостоверений	159	8	4	14	5	5	1	2	3	2	4	2	5	2	2	2	4	3	2	2	2	3	8	5	4	10	5	5	5	5	1	5	7	5	4	10	1	0	0	2					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																														
18	. Глазьев Сергей Юрьевич	478	42	53	41	36	35	28	47	35	9	8	2	6	3	0	2	3	1	3	6	0	5	21	1	5	39	3	3	2	4	4	2	3	3	5	4	1	7	5	1					
		2.51%	3.93%	4.64%	3.42%	3.48%	3.30%	2.59%	4.16%	3.01%	2.20%	1.76%	0.85%	1.49%	0.63%	0.00%	0.92%	1.15%	0.26%	2.91%	2.97%	0.00%	1.31%	2.22%	0.67%	1.55%	4.44%	2.33%	2.54%	1.35%	1.69%	1.84%	0.85%	1.08%	0.62%	1.79%	0.54%	0.45%	1.47%	2.00%	0.61%					
19	. Малышкин Олег Александрович	488	17	23	30	29	17	41	29	48	13	20	1	7	11	3	2	9	9	1	5	1	13	20	2	13	16	5	2	4	3	12	6	3	13	14	14	5	23	3	1					
		2.56%	1.59%	2.01%	2.50%	2.80%	1.60%	3.80%	2.57%	4.13%	3.17%	4.40%	0.43%	1.73%	2.31%	1.29%	0.92%	3.44%	2.36%	0.97%	2.48%	0.84%	3.40%	2.12%	1.34%	4.04%	1.82%	3.88%	1.69%	2.70%	1.27%	5.53%	2.55%	1.08%	2.68%	5.00%	1.88%	2.26%	4.84%	1.20%	0.61%					
20	. Миронов Сергей Михайлович	136	11	13	10	7	7	4	9	6	5	2	0	3	3	0	1	0	1	1	0	1	4	9	0	2	14	0	1	2	6	0	0	1	3	3	1	0	3	1	2					
		0.71%	1.03%	1.14%	0.83%	0.68%	0.66%	0.37%	0.80%	0.52%	1.22%	0.44%	0.00%	0.74%	0.63%	0.00%	0.46%	0.00%	0.26%	0.97%	0.00%	0.84%	1.05%	0.95%	0.00%	0.62%	1.59%	0.00%	0.85%	1.35%	2.54%	0.00%	0.00%	0.36%	0.62%	1.07%	0.13%	0.00%	0.63%	0.40%	1.22%					
21	. Путин Владимир Владимирович	13479	725	724	810	727	749	714	762	758	291	347	201	276	329	193	189	197	314	73	163	93	268	653	116	248	555	100	93	105	148	120	177	223	361	197	648	186	345	183	118					
		70.83%	67.82%	63.34%	67.50%	70.31%	70.66%	66.17%	67.43%	65.29%	70.98%	76.26%	85.53%	68.32%	68.97%	83.19%	86.70%	75.19%	82.20%	70.87%	80.69%	78.15%	70.16%	69.10%	77.85%	77.02%	63.21%	77.52%	78.81%	70.95%	62.71%	55.30%	75.32%	80.51%	74.43%	70.36%	87.10%	84.16%	72.63%	73.20%	71.95%					
22	. Хакамада Ирина Муцуовна	297	23	28	29	20	14	16	10	31	5	3	3	8	4	2	1	3	2	0	2	2	4	24	0	3	6	4	2	2	10	2	3	1	7	0	12	1	7	3	0					
		1.56%	2.15%	2.45%	2.42%	1.93%	1.32%	1.48%	0.88%	2.67%	1.22%	0.66%	1.28%	1.98%	0.84%	0.86%	0.46%	1.15%	0.52%	0.00%	0.99%	1.68%	1.05%	2.54%	0.00%	0.93%	0.68%	3.10%	1.69%	1.35%	4.24%	0.92%	1.28%	0.36%	1.44%	0.00%	1.61%	0.45%	1.47%	1.20%	0.00%					
23	. Харитонов Николай Михайлович	3399	199	255	200	168	206	231	204	226	65	62	14	93	107	29	18	46	43	24	20	14	79	189	29	41	201	17	17	30	60	64	38	43	88	57	49	19	72	48	34					
		17.86%	18.62%	22.31%	16.67%	16.25%	19.43%	21.41%	18.05%	19.47%	15.85%	13.63%	5.96%	23.02%	22.43%	12.50%	8.26%	17.56%	11.26%	23.30%	9.90%	11.76%	20.68%	20.00%	19.46%	12.73%	22.89%	13.18%	14.41%	20.27%	25.42%	29.49%	16.17%	15.52%	18.14%	20.36%	6.59%	8.60%	15.16%	19.20%	20.73%					
																																														
24	Против всех	597	39	37	64	42	27	38	54	46	17	10	13	9	18	5	5	3	11	0	2	8	5	22	0	6	39	0	0	3	1	13	8	2	7	3	10	5	12	6	7					
		3.14%	3.65%	3.24%	5.33%	4.06%	2.55%	3.52%	4.78%	3.96%	4.15%	2.20%	5.53%	2.23%	3.77%	2.16%	2.29%	1.15%	2.88%	0.00%	0.99%	6.72%	1.31%	2.33%	0.00%	1.86%	4.44%	0.00%	0.00%	2.03%	0.42%	5.99%	3.40%	0.72%	1.44%	1.07%	1.34%	2.26%	2.53%	2.40%	4.27%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
