Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Питкярантская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №556	УИК №563	УИК №564					
1	"Число избирателей, внесенных в списки"	19106	2828	2637	897	1756	2003	701	86	108	90	874	1005	1251	381	56	938	47	78	244	433	182	641	897	301	515	157					
2	"Число бюллетеней, полученных участковыми комиссиями"	18226	2600	2500	850	1700	1900	700	79	109	91	850	900	1200	370	58	900	54	77	240	420	190	650	850	270	500	168					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9489	1449	1241	480	884	943	380	48	52	54	406	490	651	188	35	476	33	61	125	212	62	299	446	159	248	67					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	423	27	17	23	26	14	11	8	3	0	39	26	17	4	0	74	0	0	26	20	1	20	19	0	17	31					
6	Число погашенных бюллетеней	8314	1124	1242	347	790	943	309	23	54	37	405	384	532	178	23	350	21	16	89	188	127	331	385	111	235	70					
7	Число бюллетеней в переносных ящиках для голосования	423	27	17	23	26	14	11	8	3	0	39	26	17	4	0	74	0	0	26	20	1	20	19	0	17	31					
8	Число бюллетеней в стационарных ящиках для голосования	9487	1447	1241	480	884	943	380	48	52	54	406	490	651	188	35	476	33	61	125	212	62	299	446	159	248	67					
9	Число недействительных бюллетеней	167	29	8	9	18	21	7	0	4	0	2	6	7	1	1	9	0	1	2	2	3	12	11	4	5	5					
10	Число действительных бюллетеней	9743	1445	1250	494	892	936	384	56	51	54	443	510	661	191	34	541	33	60	149	230	60	307	454	155	260	93					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	265	30	30	10	40	25	10	3	3	5	5	10	5	8	2	15	3	3	4	3	2	3	3	30	10	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	95	14	21	2	12	17	0	0	0	0	0	2	2	1	0	7	0	0	1	2	0	2	3	8	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	75	8	2	5	2	2	4	4	1	0	1	5	1	2	1	5	1	0	2	1	0	3	8	15	1	1					
14	Число погашенных открепительных удостоверений	170	16	9	8	28	8	10	3	3	5	5	8	3	7	2	8	3	3	3	1	2	1	0	22	9	3					
15	Число открепительных удостоверений выданных ТИК	6	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	116	13	10	10	8	7	7	1	0	0	7	3	12	3	1	5	1	0	4	4	0	8	5	1	5	1					
		1.17%	0.88%	0.79%	1.98%	0.87%	0.73%	1.79%	1.78%	0.0%	0.0%	1.57%	0.58%	1.79%	1.56%	2.85%	0.90%	3.03%	0.0%	2.64%	1.72%	0.0%	2.50%	1.07%	0.62%	1.88%	1.02%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	520	114	86	36	65	66	10	0	2	2	7	12	23	1	0	10	0	0	5	3	1	24	23	7	22	1					
		5.24%	7.73%	6.83%	7.15%	7.14%	6.89%	2.55%	0.0%	3.63%	3.70%	1.57%	2.32%	3.44%	0.52%	0.0%	1.81%	0.0%	0.0%	3.31%	1.29%	1.58%	7.52%	4.94%	4.40%	8.30%	1.02%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	330	65	45	21	27	24	9	8	6	0	13	10	22	8	0	19	0	0	8	5	2	9	11	9	7	2					
		3.32%	4.40%	3.57%	4.17%	2.96%	2.50%	2.30%	14.28%	10.90%	0.0%	2.92%	1.93%	3.29%	4.16%	0.0%	3.45%	0.0%	0.0%	5.29%	2.15%	3.17%	2.82%	2.36%	5.66%	2.64%	2.04%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	594	115	155	47	71	66	12	1	0	0	7	16	12	0	0	15	0	0	14	9	0	10	19	19	5	1					
		5.99%	7.80%	12.32%	9.34%	7.80%	6.89%	3.06%	1.78%	0.0%	0.0%	1.57%	3.10%	1.79%	0.0%	0.0%	2.72%	0.0%	0.0%	9.27%	3.87%	0.0%	3.13%	4.08%	11.94%	1.88%	1.02%					
22	"5. ""За Русь Святую"""	41	4	8	1	3	2	0	0	0	0	0	1	3	4	2	2	1	0	2	1	0	2	3	2	0	0					
		0.41%	0.27%	0.63%	0.19%	0.32%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.44%	2.08%	5.71%	0.36%	3.03%	0.0%	1.32%	0.43%	0.0%	0.62%	0.64%	1.25%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	24	2	0	0	2	5	2	0	1	0	2	0	2	2	0	2	0	0	0	0	0	1	0	0	2	1					
		0.24%	0.13%	0.0%	0.0%	0.21%	0.52%	0.51%	0.0%	1.81%	0.0%	0.44%	0.0%	0.29%	1.04%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.75%	1.02%					
24	"7. ""Новый курс - Автомобильная Россия"""	50	11	11	3	4	8	1	2	0	0	0	1	2	1	0	3	0	0	0	0	0	0	3	0	0	0					
		0.50%	0.74%	0.87%	0.59%	0.43%	0.83%	0.25%	3.57%	0.0%	0.0%	0.0%	0.19%	0.29%	0.52%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	14	0	2	0	0	0	4	0	0	0	0	2	1	0	0	2	0	0	0	1	0	0	1	0	1	0					
		0.14%	0.0%	0.15%	0.0%	0.0%	0.0%	1.02%	0.0%	0.0%	0.0%	0.0%	0.38%	0.14%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.21%	0.0%	0.37%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	19	1	3	2	4	5	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.19%	0.06%	0.23%	0.39%	0.43%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	310	31	31	12	36	27	9	0	1	0	10	6	14	10	1	14	0	0	6	21	16	8	17	4	32	4					
		3.12%	2.10%	2.46%	2.38%	3.95%	2.82%	2.30%	0.0%	1.81%	0.0%	2.24%	1.16%	2.09%	5.20%	2.85%	2.54%	0.0%	0.0%	3.97%	9.05%	25.39%	2.50%	3.65%	2.51%	12.07%	4.08%					
28	"11. ""Истинные патриоты России"""	11	2	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0					
		0.11%	0.13%	0.23%	0.0%	0.21%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.21%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	94	16	13	5	11	15	6	0	0	0	4	3	2	1	0	0	0	0	1	1	1	3	7	4	1	0					
		0.94%	1.08%	1.03%	0.99%	1.20%	1.56%	1.53%	0.0%	0.0%	0.0%	0.89%	0.58%	0.29%	0.52%	0.0%	0.0%	0.0%	0.0%	0.66%	0.43%	1.58%	0.94%	1.50%	2.51%	0.37%	0.0%					
30	"13. ""Демократическая партия России"""	20	3	0	3	4	0	0	2	1	0	0	2	1	0	0	2	0	0	0	0	0	1	1	0	0	0					
		0.20%	0.20%	0.0%	0.59%	0.43%	0.0%	0.0%	3.57%	1.81%	0.0%	0.0%	0.38%	0.14%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.21%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	20	2	4	2	3	2	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0					
		0.20%	0.13%	0.31%	0.39%	0.32%	0.20%	0.51%	0.0%	0.0%	0.0%	0.0%	0.19%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	1.25%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	18	3	3	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0					
		0.18%	0.20%	0.23%	0.0%	0.0%	0.41%	0.0%	1.78%	0.0%	1.85%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.43%	0.62%	0.37%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	583	105	72	33	52	78	18	1	2	0	28	26	41	13	0	17	3	0	10	8	6	24	21	9	11	5					
