Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Новотроицкая городская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877					
1	"Число избирателей, внесенных в список избирателей"	82076	999	942	1458	1890	1639	1588	1545	1546	1533	1654	1615	1542	1738	1428	1650	1666	1826	1593	1750	1636	1594	2139	1708	1514	1833	1432	2133	2263	1581	1816	1547	1717	2244	2001	1682	1597	1356	1150	664	1990	1005	1641	1294	1062	848	1404	1142	1294	290	576	1870	1476	1309	1666					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	81685	980	930	1450	1880	1570	1590	1530	1570	1530	1650	1620	1540	1720	1410	1650	1670	1820	1600	1750	1640	1610	2170	1700	1510	1830	1430	2120	2260	1570	1820	1540	1720	2240	1980	1680	1580	1350	1150	650	1930	970	1630	1260	1050	850	1400	1140	1290	285	580	1850	1480	1300	1660					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	38700	403	394	666	800	635	799	839	749	748	779	683	697	851	727	808	831	866	838	876	788	833	1128	834	713	945	748	1108	1172	787	844	783	853	1201	681	678	660	574	438	267	916	427	581	530	512	354	661	559	526	128	270	936	776	635	865					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1476	21	13	19	44	75	39	29	19	23	22	24	15	28	22	33	19	25	27	17	38	31	30	25	28	17	14	8	23	30	22	21	8	13	64	35	35	25	16	19	100	44	15	25	28	14	62	32	33	23	22	25	11	6	20					
6	Число погашенных избирательных бюллетеней	41509	556	523	765	1036	860	752	662	802	759	849	913	828	841	661	809	820	929	735	857	814	746	1012	841	769	868	668	1004	1065	753	954	736	859	1026	1235	967	885	751	696	364	914	499	1034	705	510	482	677	549	731	134	288	889	693	659	775					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1476	21	13	19	44	75	39	29	19	23	22	24	15	28	22	33	19	25	27	17	38	31	30	25	28	17	14	8	23	30	22	21	8	13	64	35	35	25	16	19	100	44	15	25	28	14	62	32	33	23	22	25	11	6	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	38700	403	394	666	800	635	799	839	749	748	779	683	697	851	727	808	831	866	838	876	788	833	1128	834	713	945	748	1108	1172	787	844	783	853	1201	681	678	660	574	438	267	916	427	581	530	512	354	661	559	526	128	270	936	776	635	865					
9	Число недействительных избирательных бюллетеней	587	6	7	13	16	3	19	10	18	9	10	6	10	9	19	17	19	11	12	6	20	9	20	12	9	20	7	33	7	9	10	12	12	16	3	14	9	12	6	3	16	0	7	6	11	7	6	8	5	2	3	13	15	10	15					
10	Число действительных избирательных бюллетеней	39589	418	400	672	828	707	819	858	750	762	791	701	702	870	730	824	831	880	853	887	806	855	1138	847	732	942	755	1083	1188	808	856	792	849	1198	742	699	686	587	448	283	1000	471	589	549	529	361	717	583	554	149	289	948	772	631	870					
