Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Екатериновская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14811	1014	1039	437	610	968	1014	927	1033	284	232	276	998	282	218	459	591	232	528	451	511	193	496	360	639	442	264	313									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14612	1005	1000	430	595	935	980	915	1020	285	230	275	1002	290	215	450	604	235	528	440	490	190	498	355	645	430	260	310									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9205	648	462	312	395	503	515	653	792	200	140	179	336	144	140	345	325	146	344	351	362	114	358	270	379	300	229	263									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	781	13	15	4	10	18	22	17	12	31	45	13	82	26	10	5	100	20	46	30	29	22	45	20	109	33	0	4									
6	Число погашенных избирательных бюллетеней	4626	344	523	114	190	414	443	245	216	54	45	83	584	120	65	100	179	69	138	59	99	54	95	65	157	97	31	43									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	781	13	15	4	10	18	22	17	12	31	45	13	82	26	10	5	100	20	46	30	29	22	45	20	109	33	0	4									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9203	648	462	312	395	503	515	653	792	200	140	179	334	144	140	345	325	146	344	351	362	114	358	270	379	300	229	263									
9	Число недействительных избирательных бюллетеней	71	6	6	2	2	0	6	4	0	1	1	0	4	0	2	0	8	5	5	0	4	0	13	0	1	0	0	1									
10	Число действительных избирательных бюллетеней	9913	655	471	314	403	521	531	666	804	230	184	192	412	170	148	350	417	161	385	381	387	136	390	290	487	333	229	266									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	196	9	9	8	13	9	9	8	10	10	5	6	10	6	5	6	6	7	6	6	6	3	9	4	10	6	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	136	8	6	6	9	4	2	8	7	6	5	6	10	6	5	6	6	3	3	1	4	0	9	0	8	5	1	2									
