Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Кимрская городская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №1195									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	40407	2057	2352	2282	1738	2089	2075	1848	1670	1489	988	1865	1970	1890	1991	2046	1861	1946	1867	2081	2185	2012	105									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	39439	2000	2350	2200	1700	2050	2000	1800	1600	1450	988	1850	1900	1850	1950	2000	1800	1950	1850	2000	2150	1900	101									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	15190	890	851	773	616	746	709	690	607	480	320	700	712	759	788	662	781	789	767	844	840	811	55									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	371	18	47	25	10	15	7	21	23	16	7	18	8	4	8	21	13	13	7	17	21	12	40									
6	Число погашенных избирательных бюллетеней	23878	1092	1452	1402	1074	1289	1284	1089	970	954	661	1132	1180	1087	1154	1317	1006	1148	1076	1139	1289	1077	6									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	371	18	47	25	10	15	7	21	23	16	7	18	8	4	8	21	13	13	7	17	21	12	40									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	15144	877	851	773	611	743	709	690	606	479	320	698	710	753	787	661	781	787	766	842	834	811	55									
9	Число недействительных избирательных бюллетеней	338	19	23	18	13	15	10	13	13	14	5	13	15	12	12	12	13	30	18	16	24	28	2									
10	Число действительных избирательных бюллетеней	15177	876	875	780	608	743	706	698	616	481	322	703	703	745	783	670	781	770	755	843	831	795	93									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	448	20	20	20	20	30	20	23	20	20	20	20	20	25	20	20	20	30	20	20	20	20	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	347	18	19	17	13	25	20	23	17	8	13	20	11	24	10	8	14	30	19	12	17	9	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	231	19	12	2	5	9	7	8	26	15	12	6	14	21	8	4	11	13	3	11	9	5	11									
14	Число погашенных неиспользованных открепительных удостоверений	101	2	1	3	7	5	0	0	3	12	7	0	9	1	10	12	6	0	1	8	3	11	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	91	2	2	5	5	8	2	8	3	3	2	4	8	4	6	4	4	4	4	3	5	5	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	358	19	14	27	15	13	8	24	15	12	5	26	29	15	16	10	23	13	15	19	20	19	1									
		2.31%	2.12%	1.56%	3.38%	2.42%	1.72%	1.12%	3.38%	2.38%	2.42%	1.53%	3.63%	4.04%	1.98%	2.01%	1.47%	2.90%	1.63%	1.94%	2.21%	2.34%	2.31%	1.05%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	290	11	19	17	10	11	16	14	11	8	5	19	16	17	11	15	16	12	12	18	18	12	2									
