Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Белокатайская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219					
1	"Число избирателей, внесенных в списки избирателей"	15460	879	531	1126	286	564	405	682	135	216	1128	1936	1346	588	264	456	299	301	1352	172	148	278	146	582	164	170	338	638	330					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15585	880	540	1140	280	570	415	690	136	220	1130	1970	1310	593	270	460	302	302	1375	167	147	290	150	602	170	170	342	624	340					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13778	770	457	1028	272	535	401	578	125	216	931	1750	1185	521	213	452	291	299	1088	148	140	258	146	488	160	170	316	573	267					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	778	74	63	27	4	5	0	72	9	0	105	70	24	33	25	0	0	0	108	15	3	7	0	46	3	0	4	35	46					
6	Число погашенных избирательных бюллетеней	1029	36	20	85	4	30	14	40	2	4	94	150	101	39	32	8	11	3	179	4	4	25	4	68	7	0	22	16	27					
7	Число избирательных бюллетеней в переносных ящиках для голосования	778	74	63	27	4	5	0	72	9	0	105	70	24	33	25	0	0	0	108	15	3	7	0	46	3	0	4	35	46					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13778	770	457	1028	272	535	401	578	125	216	931	1750	1185	521	213	452	291	299	1088	148	140	258	146	488	160	170	316	573	267					
9	Число недействительных избирательных бюллетеней	95	5	1	7	2	15	7	5	0	1	2	0	15	0	2	7	0	0	8	0	0	5	1	0	1	0	3	8	0					
10	Число действительных избирательных бюллетеней	14461	839	519	1048	274	525	394	645	134	215	1034	1820	1194	554	236	445	291	299	1188	163	143	260	145	534	162	170	317	600	313					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	98	3	3	3	2	3	2	4	2	0	7	14	7	3	2	3	2	3	10	2	2	3	2	4	1	2	2	5	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	75	3	3	3	1	2	2	0	0	0	7	13	7	1	2	3	2	0	10	0	2	3	2	4	1	1	2	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	37	0	0	0	0	1	0	4	0	0	3	10	1	4	1	0	0	0	9	0	0	0	0	0	1	1	2	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	23	0	0	0	1	1	0	4	2	0	0	1	0	2	0	0	0	3	0	2	0	0	0	0	0	1	0	4	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	329	10	1	41	17	15	15	13	7	4	26	21	29	22	11	10	3	6	8	3	10	2	0	15	16	1	15	1	7					
		2.26%	1.18%	0.19%	3.89%	6.16%	2.78%	3.74%	2.00%	5.22%	1.85%	2.51%	1.15%	2.40%	3.97%	4.62%	2.21%	1.03%	2.01%	0.67%	1.84%	6.99%	0.75%	0.00%	2.81%	9.82%	0.59%	4.69%	0.16%	2.24%					
19	2.Всероссийская политическая партия «Гражданская Сила»	21	2	0	1	1	0	0	0	0	0	1	4	2	1	0	0	0	0	4	0	0	1	0	1	0	0	0	0	3					
		0.14%	0.24%	0.00%	0.09%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.22%	0.17%	0.18%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.38%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.96%					
20	3.Политическая партия «Демократическая партия России»	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.32%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	773	26	4	59	34	22	10	20	7	16	27	44	81	21	24	46	20	7	117	12	4	2	0	54	15	4	18	46	33					
