Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
"Наименование Избирательной комиссии:    Тула, Советская"																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №5084	УИК №5085	УИК №5086	УИК №5087					
1	"Число избирателей, внесенных в списки"	66932	2121	1749	1664	1832	1870	1870	1947	1982	1668	1935	1991	2107	2014	1944	1853	1834	2218	1798	2093	2077	2049	2033	1792	1772	1879	1585	112	1715	1680	1449	1376	1173	1111	1604	1598	1741	95	886	486	1227	444	558					
2	"Число бюллетеней, полученных участковыми комиссиями"	90615	2000	1600	1600	1800	1800	1800	1900	1900	1600	1900	2000	2100	1900	1900	1800	1800	2100	1700	2100	2000	2000	2000	1700	1700	1800	1500	115	1700	1700	1500	1400	1200	1200	1600	1600	1700	100	800	7000	7000	7000	7000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	36988	1040	1063	850	944	1102	1045	1156	1114	895	990	1070	1171	1042	1117	1052	984	1127	958	1211	1264	1064	1084	721	1069	1068	812	112	969	867	712	630	520	534	693	812	976	95	379	486	1226	439	525					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1112	22	34	29	53	50	16	21	19	14	34	21	28	42	19	11	15	18	36	50	38	28	30	28	42	27	27	0	41	37	41	25	23	29	20	54	13	0	38	0	1	5	33					
6	Число погашенных бюллетеней	52515	938	503	721	803	648	739	723	767	691	876	909	901	816	764	737	801	955	706	839	698	908	886	951	589	705	661	3	690	796	747	745	657	637	887	734	711	5	383	6514	5773	6556	6442					
7	Число бюллетеней в переносных ящиках для голосования	1112	22	34	29	53	50	16	21	19	14	34	21	28	42	19	11	15	18	36	50	38	28	30	28	42	27	27	0	41	37	41	25	23	29	20	54	13	0	38	0	1	5	33					
8	Число бюллетеней в стационарных ящиках для голосования	36960	1039	1063	850	944	1102	1044	1154	1113	895	990	1069	1171	1042	1117	1052	982	1127	956	1211	1258	1064	1084	721	1069	1066	812	112	969	867	710	629	519	533	693	812	976	95	379	486	1223	439	523					
9	Число недействительных бюллетеней	336	9	12	12	10	9	10	7	9	11	6	5	9	9	9	18	7	2	7	16	5	6	5	5	11	11	6	1	8	6	10	16	8	5	9	10	8	3	5	2	12	2	5					
10	Число действительных бюллетеней	37736	1052	1085	867	987	1143	1050	1168	1123	898	1018	1085	1190	1075	1127	1045	990	1143	985	1245	1291	1086	1109	744	1100	1082	833	111	1002	898	741	638	534	557	704	856	981	92	412	484	1212	442	551					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1630	20	20	30	14	21	20	25	30	28	30	15	35	30	15	25	20	80	20	18	37	30	25	15	30	29	20	0	20	28	190	200	130	230	110	12	18	0	10	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1137	19	15	18	14	18	16	20	25	25	23	14	31	12	11	20	18	71	9	17	29	24	22	12	20	23	16	0	15	21	58	97	85	216	72	12	13	0	6	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	709	14	21	12	9	17	33	12	8	15	26	9	16	17	27	16	36	23	13	12	14	23	28	14	13	8	12	48	11	7	15	10	13	49	23	10	24	36	5	0	8	0	2					
14	Число погашенных открепительных удостоверений	493	1	5	12	0	3	4	5	5	3	7	1	4	18	4	5	2	9	11	1	8	6	3	3	10	6	4	0	5	7	132	103	45	14	38	0	5	0	4	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	51	4	1	0	1	2	2	4	1	3	2	1	0	2	1	2	0	1	2	1	0	1	2	2	1	1	1	0	3	0	1	0	3	1	2	2	1	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	"1. ""ЕДИНЕНИЕ"""	211	7	17	5	6	7	6	7	4	3	1	4	5	10	4	6	11	11	4	6	7	8	9	4	5	2	3	1	3	3	6	1	2	2	3	6	4	0	4	0	11	1	2					
		0.55%	0.65%	1.54%	0.56%	0.60%	0.60%	0.56%	0.59%	0.35%	0.33%	0.09%	0.36%	0.41%	0.92%	0.35%	0.56%	1.10%	0.96%	0.40%	0.47%	0.54%	0.73%	0.80%	0.53%	0.45%	0.18%	0.35%	0.89%	0.29%	0.33%	0.79%	0.15%	0.36%	0.35%	0.42%	0.69%	0.40%	0.0%	0.95%	0.0%	0.89%	0.22%	0.35%					
