Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Усть-Ишимская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832					
1	"Число избирателей, внесенных в списки избирателей"	10840	117	273	136	748	256	258	307	282	319	221	302	413	221	269	602	264	394	416	435	461	439	446	523	505	475	532	537	170	162	142	215					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10938	122	282	137	765	252	262	314	286	326	225	304	445	229	275	634	282	398	406	428	469	419	451	525	447	487	525	551	182	164	149	197					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6244	71	174	89	408	179	140	202	150	170	170	244	239	133	145	326	186	151	163	253	250	248	291	308	284	265	292	259	105	102	107	140					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1168	9	19	7	53	47	41	34	13	95	20	22	80	13	44	72	41	75	107	22	29	17	17	17	65	50	23	63	40	11	5	17					
6	Число погашенных избирательных бюллетеней	3526	42	89	41	304	26	81	78	123	61	35	38	126	83	86	236	55	172	136	153	190	154	143	200	98	172	210	229	37	51	37	40					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1168	9	19	7	53	47	41	34	13	95	20	22	80	13	44	72	41	75	107	22	29	17	17	17	65	50	23	63	40	11	5	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6244	71	174	89	408	179	140	202	150	170	170	244	239	133	145	326	186	151	163	253	250	248	291	308	284	265	292	259	105	102	107	140					
9	Число недействительных избирательных бюллетеней	66	0	0	1	4	2	0	1	0	0	1	4	5	6	3	5	3	1	2	2	7	1	5	2	0	1	4	2	0	4	0	0					
10	Число действительных избирательных бюллетеней	7346	80	193	95	457	224	181	235	163	265	189	262	314	140	186	393	224	225	268	273	272	264	303	323	349	314	311	320	145	109	112	157					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	377	5	5	5	20	5	5	11	9	10	9	12	15	10	10	20	18	10	8	20	15	5	13	15	20	15	20	15	15	10	17	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	230	5	3	3	17	2	5	11	6	10	9	11	15	3	3	20	18	2	2	7	8	2	9	4	2	10	4	10	8	7	12	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	109	1	2	1	6	1	0	1	1	2	3	4	3	3	1	2	3	2	4	9	3	9	13	6	6	4	10	1	2	1	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	147	0	2	2	3	3	0	0	3	0	0	1	0	7	7	0	0	8	6	13	7	3	4	11	18	5	16	5	7	3	5	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	73	0	0	0	1	4	0	3	1	0	5	0	4	4	0	1	5	2	1	7	4	1	4	3	4	7	6	0	3	1	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	1.Политическая партия «Аграрная партия России»	172	0	4	5	6	2	10	1	3	7	2	6	13	2	9	4	2	1	6	5	6	12	12	10	8	7	11	2	7	2	1	6					
		2.32%	0.00%	2.07%	5.21%	1.30%	0.88%	5.52%	0.42%	1.84%	2.64%	1.05%	2.26%	4.08%	1.37%	4.76%	1.01%	0.88%	0.44%	2.22%	1.82%	2.15%	4.53%	3.90%	3.08%	2.29%	2.22%	3.49%	0.62%	4.83%	1.77%	0.89%	3.82%					
19	2.Всероссийская политическая партия «Гражданская Сила»	16	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	2	5	1	0	0	0	0	0	1					
