Выборы Президента Российской Федерации																																																																							
Дата голосования: 02.03.2008																																																																							
																																																																							
Наименование Избирательной комиссии:    Западная г.Краснодара																																																																							
																																																																							
Сводная таблица результатов выборов																																																																							
																																																																							
	Число участковых избирательных комиссий	64																																																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	64																																																																					
																																																																							
		Сумма	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2093	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099					
1	"Число избирателей, включенных в списки избирателей"	119293	2256	2202	2100	2075	2271	2310	2316	2616	1238	2037	2338	2153	2567	1780	2251	2376	2150	2093	1973	1919	1872	2297	1300	2355	1561	1402	2061	2197	2354	2389	1608	1763	2005	1832	2210	1577	1880	2256	2456	1399	1715	2240	2504	1602	1893	2379	2560	2305	2192	2135	1741	2560	2134	2419	1489	1911	1974	40	189	67	417	106	778	148					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	125095	2600	2300	2380	2390	2400	2500	2200	2600	1300	1880	2300	2250	2690	1700	2400	2500	2270	2110	2000	2100	2000	2300	1500	2460	1700	1400	2200	2300	2490	2500	1690	1700	2000	1800	2370	1600	2000	2270	2780	1500	1880	2380	2700	1780	1900	2470	2700	2400	2300	2300	1900	2680	2300	2400	1600	1960	2100	50	195	70	500	120	830	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	82519	1345	1373	1683	1382	1526	1821	1396	1945	840	1253	1357	1311	1712	1020	1507	1557	1458	1947	1405	1292	1398	1556	778	1536	1029	867	1463	1659	1807	1799	1058	1356	1406	1468	1756	1279	1233	1323	1542	958	1181	1626	1667	1037	1368	1641	1471	1669	1305	1648	1156	1944	1301	1822	957	1353	1419	37	183	67	327	86	705	148					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	8834	236	78	93	139	85	52	44	57	81	167	90	200	154	154	150	83	70	69	173	100	129	514	134	113	63	144	188	43	86	166	50	286	110	153	262	138	281	341	248	78	116	154	267	126	32	174	429	120	353	66	177	57	225	17	156	164	207	3	6	0	90	20	73	0					
6	Число погашенных избирательных бюллетеней	33742	1019	849	604	869	789	627	760	598	379	460	853	739	824	526	743	860	742	94	422	708	473	230	588	811	608	389	549	598	597	535	582	58	484	179	352	183	486	606	990	464	583	600	766	617	500	655	800	611	642	586	567	679	774	561	487	443	474	10	6	3	83	14	52	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	8834	236	78	93	139	85	52	44	57	81	167	90	200	154	154	150	83	70	69	173	100	129	514	134	113	63	144	188	43	86	166	50	286	110	153	262	138	281	341	248	78	116	154	267	126	32	174	429	120	353	66	177	57	225	17	156	164	207	3	6	0	90	20	73	0					
8	Число бюллетеней в стационарных ящиках для голосования	82320	1342	1372	1683	1382	1526	1821	1396	1943	840	1253	1357	1311	1712	1020	1507	1556	1458	1947	1405	1292	1398	1556	778	1536	1029	867	1275	1659	1807	1799	1058	1356	1406	1468	1756	1279	1233	1323	1542	958	1181	1626	1667	1037	1368	1641	1471	1669	1305	1646	1156	1944	1301	1822	955	1353	1419	37	183	67	327	86	705	148					
9	Число недействительных избирательных бюллетеней	1020	14	26	10	32	35	14	31	32	15	17	17	5	22	20	29	18	24	19	4	20	21	31	1	31	16	28	27	20	23	31	10	38	3	14	6	18	21	12	11	9	8	25	20	2	21	4	12	20	5	22	9	9	23	21	2	0	13	0	3	2	10	0	14	0					
10	Число действительных избирательных бюллетеней	90134	1564	1424	1766	1489	1576	1859	1409	1968	906	1403	1430	1506	1844	1154	1628	1621	1504	1997	1574	1372	1506	2039	911	1618	1076	983	1436	1682	1870	1934	1098	1604	1513	1607	2012	1399	1493	1652	1779	1027	1289	1755	1914	1161	1379	1811	1888	1769	1653	1690	1324	1992	1503	1818	1109	1517	1613	40	186	65	407	106	764	148					
11	Число полученных открепительных  удостоверений	2438	45	50	35	55	40	58	42	47	50	30	50	40	40	40	30	50	50	35	58	50	30	50	20	40	30	20	50	30	35	55	30	30	63	25	60	30	30	50	40	30	30	30	40	40	45	65	50	50	70	50	30	50	55	50	50	40	50	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2183	43	42	32	51	39	58	42	47	19	29	36	40	35	32	26	48	40	29	58	43	29	38	10	36	21	19	47	24	35	55	30	27	63	24	60	23	29	45	37	23	16	30	30	35	41	65	50	49	70	49	24	40	55	50	27	38	50	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2560	36	43	34	25	31	44	60	42	33	119	24	34	30	79	27	31	48	23	24	18	37	31	23	35	23	32	32	10	12	6	15	25	39	26	6	13	14	37	24	18	30	1	40	21	172	39	29	16	38	12	21	34	38	36	23	20	52	15	39	40	74	21	440	46					
14	Число неиспользованных открепительных удостоверений	255	2	8	3	4	1	0	0	0	31	1	14	0	5	8	4	2	10	6	0	7	1	12	10	4	9	1	3	6	0	0	0	3	0	1	0	7	1	5	3	7	14	0	10	5	4	0	0	1	0	1	6	10	0	0	23	2	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	141	0	0	2	1	2	2	0	4	3	6	2	2	8	3	2	4	2	2	2	1	2	6	1	1	1	1	3	3	0	3	1	4	1	2	2	0	0	3	4	3	3	6	4	1	2	1	6	0	2	3	2	7	1	1	5	2	6	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																							
18	Богданов Андрей Владимирович	1049	10	40	22	2	34	3	28	33	2	15	32	18	33	30	22	25	32	20	7	5	15	2	4	41	21	1	6	4	4	35	15	24	5	23	21	6	30	28	10	11	4	28	22	20	16	25	25	27	11	20	17	10	2	32	16	22	10	1	2	2	9	0	5	4					
		1.15%	0.63%	2.76%	1.24%	0.13%	2.11%	0.16%	1.94%	1.65%	0.22%	1.06%	2.21%	1.19%	1.77%	2.56%	1.33%	1.53%	2.09%	0.99%	0.44%	0.36%	0.98%	0.10%	0.44%	2.49%	1.92%	0.10%	0.41%	0.24%	0.21%	1.78%	1.35%	1.46%	0.33%	1.42%	1.04%	0.42%	1.98%	1.68%	0.56%	1.06%	0.31%	1.57%	1.14%	1.72%	1.14%	1.38%	1.32%	1.51%	0.66%	1.17%	1.28%	0.50%	0.13%	1.74%	1.44%	1.45%	0.62%	2.50%	1.06%	2.99%	2.16%	0.00%	0.64%	2.70%					
19	Жириновский Владимир Вольфович	5008	16	144	115	40	153	118	127	49	35	71	156	160	108	28	200	181	144	120	17	21	39	12	74	174	124	24	37	34	40	141	111	81	62	96	101	30	119	105	38	100	133	104	88	139	12	44	97	67	73	75	43	88	19	122	41	98	55	6	26	5	77	2	38	11					
		5.49%	1.01%	9.93%	6.48%	2.63%	9.50%	6.30%	8.82%	2.45%	3.80%	5.00%	10.78%	10.59%	5.79%	2.39%	12.07%	11.04%	9.42%	5.95%	1.08%	1.51%	2.55%	0.58%	8.11%	10.55%	11.36%	2.37%	2.53%	1.99%	2.11%	7.18%	10.02%	4.93%	4.09%	5.92%	5.00%	2.12%	7.86%	6.31%	2.12%	9.65%	10.25%	5.84%	4.55%	11.95%	0.86%	2.42%	5.11%	3.75%	4.40%	4.38%	3.23%	4.40%	1.25%	6.63%	3.69%	6.46%	3.38%	15.00%	13.76%	7.46%	18.47%	1.89%	4.88%	7.43%					
20	Зюганов Геннадий Андреевич	19398	323	385	229	380	451	414	411	339	191	294	335	270	371	267	299	385	439	351	445	319	381	467	222	428	178	248	355	364	406	448	303	284	310	245	476	297	283	321	456	190	230	369	443	187	355	419	341	363	358	336	264	392	320	279	217	259	325	3	23	9	87	2	238	19					
		21.28%	20.47%	26.55%	12.89%	24.98%	27.99%	22.10%	28.54%	16.95%	20.74%	20.70%	23.15%	17.87%	19.88%	22.74%	18.04%	23.49%	28.73%	17.41%	28.20%	22.92%	24.95%	22.56%	24.34%	25.96%	16.30%	24.53%	24.27%	21.39%	21.45%	22.80%	27.35%	17.30%	20.45%	15.11%	23.59%	20.96%	18.69%	19.29%	25.47%	18.34%	17.73%	20.73%	22.91%	16.08%	25.36%	23.09%	17.95%	20.29%	21.59%	19.63%	19.80%	19.59%	20.97%	15.17%	19.53%	17.07%	19.99%	7.50%	12.17%	13.43%	20.86%	1.89%	30.59%	12.84%					
21	Медведев Дмитрий Анатольевич	64679	1215	855	1400	1067	938	1324	843	1547	678	1023	907	1058	1332	829	1107	1030	889	1506	1105	1027	1071	1558	611	975	753	710	1038	1280	1420	1310	669	1215	1136	1243	1414	1066	1061	1198	1275	726	922	1254	1361	815	996	1323	1425	1312	1211	1259	1000	1502	1162	1385	835	1138	1223	30	135	49	234	102	483	114					
		70.96%	76.99%	58.97%	78.83%	70.15%	58.22%	70.69%	58.54%	77.35%	73.62%	72.04%	62.68%	70.02%	71.38%	70.61%	66.81%	62.84%	58.18%	74.70%	70.03%	73.78%	70.14%	75.27%	66.99%	59.13%	68.96%	70.23%	70.95%	75.21%	75.01%	66.67%	60.38%	73.99%	74.93%	76.68%	70.07%	75.23%	70.08%	71.99%	71.23%	70.08%	71.09%	70.45%	70.37%	70.08%	71.14%	72.89%	75.00%	73.34%	73.04%	73.54%	75.02%	75.06%	76.15%	75.31%	75.16%	75.02%	75.22%	75.00%	71.43%	73.13%	56.12%	96.23%	62.08%	77.03%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
