Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Духовницкая																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275					
1	"Число избирателей, внесенных в списки"	11356	1203	1108	864	1131	479	553	734	297	452	304	342	286	434	361	226	536	169	346	318	112	530	571					
2	"Число бюллетеней, полученных участковыми комиссиями"	11558	1185	1151	859	1126	492	550	814	307	461	318	320	323	436	362	219	552	171	348	314	113	563	574					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8867	810	785	604	699	304	459	694	277	438	265	299	239	365	341	136	473	142	282	268	92	360	535					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	703	26	20	52	59	41	60	40	0	0	32	21	37	46	20	64	34	19	22	33	6	62	9					
6	Число погашенных бюллетеней	1988	349	346	203	368	147	31	80	30	23	21	0	47	25	1	19	45	10	44	13	15	141	30					
7	Число бюллетеней в переносных ящиках для голосования	703	26	20	52	59	41	60	40	0	0	32	21	37	46	20	64	34	19	22	33	6	62	9					
8	Число бюллетеней в стационарных ящиках для голосования	8867	810	785	604	699	304	459	694	277	438	265	299	239	365	341	136	473	142	282	268	92	360	535					
9	Число недействительных бюллетеней	161	10	8	2	7	11	1	70	0	3	0	1	0	2	1	3	18	6	6	1	0	11	0					
10	Число действительных бюллетеней	9409	826	797	654	751	334	518	664	277	435	297	319	276	409	360	197	489	155	298	300	98	411	544					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	495	30	29	29	30	23	23	28	23	23	23	23	23	23	23	10	23	10	23	23	10	23	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	82	13	7	9	3	1	12	4	2	2	5	1	1	0	6	0	2	0	2	1	0	6	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	72	1	3	8	3	0	3	2	1	1	1	22	3	1	5	0	4	4	2	5	1	1	1					
14	Число погашенных открепительных удостоверений	413	17	22	20	27	22	11	24	21	21	18	22	22	23	17	10	21	10	21	22	10	17	15					
15	Число открепительных удостоверений выданных ТИК	5	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	129	7	10	7	13	15	7	5	8	12	5	3	6	7	4	1	10	2	4	0	0	2	1					
		1.34%	0.83%	1.24%	1.06%	1.71%	4.34%	1.34%	0.68%	2.88%	2.73%	1.68%	0.93%	2.17%	1.70%	1.10%	0.5%	1.97%	1.24%	1.31%	0.0%	0.0%	0.47%	0.18%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	79	8	10	7	9	5	4	2	0	3	1	0	2	3	6	1	9	5	1	0	0	2	1					
		0.82%	0.95%	1.24%	1.06%	1.18%	1.44%	0.77%	0.27%	0.0%	0.68%	0.33%	0.0%	0.72%	0.72%	1.66%	0.5%	1.77%	3.10%	0.32%	0.0%	0.0%	0.47%	0.18%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	129	17	12	11	22	4	3	15	5	0	2	1	2	2	2	3	12	1	3	5	1	3	3					
		1.34%	2.03%	1.49%	1.67%	2.90%	1.15%	0.57%	2.04%	1.80%	0.0%	0.67%	0.31%	0.72%	0.48%	0.55%	1.5%	2.36%	0.62%	0.98%	1.66%	1.02%	0.71%	0.55%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	142	29	23	13	26	3	3	7	4	1	1	1	2	1	6	0	8	0	2	1	0	7	4					
