Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Лунинская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736					
1	"Число избирателей, внесенных в списки избирателей"	17272	469	55	1186	319	192	574	145	554	152	558	70	329	303	652	358	70	137	569	378	291	395	1134	1038	928	1197	1173	1270	268	200	845	354	86	187	339	68	64	264	101					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17250	460	50	1210	320	190	590	150	560	150	570	70	330	300	670	360	70	130	570	370	280	390	1140	1020	910	1170	1170	1260	280	200	860	350	80	190	330	70	70	260	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11792	285	47	937	221	161	346	96	415	112	425	53	227	195	507	246	42	68	368	318	197	207	749	610	560	693	703	889	203	132	651	235	70	131	291	53	55	207	87					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2029	87	3	168	80	11	83	28	88	27	80	16	43	60	97	62	24	50	47	27	40	94	66	94	90	79	83	45	35	49	79	71	10	23	9	12	7	49	13					
6	Число погашенных избирательных бюллетеней	3429	88	0	105	19	18	161	26	57	11	65	1	60	45	66	52	4	12	155	25	43	89	325	316	260	398	384	326	42	19	130	44	0	36	30	5	8	4	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2029	87	3	168	80	11	83	28	88	27	80	16	43	60	97	62	24	50	47	27	40	94	66	94	90	79	83	45	35	49	79	71	10	23	9	12	7	49	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11792	285	47	937	221	161	346	96	415	112	425	53	227	195	507	246	42	68	368	318	197	207	749	610	560	693	703	889	203	132	651	235	70	131	291	53	55	207	87					
9	Число недействительных избирательных бюллетеней	189	10	0	49	5	0	11	3	7	1	1	0	1	2	3	6	0	1	8	0	0	0	5	13	9	11	8	2	6	1	9	1	0	12	2	0	0	0	2					
10	Число действительных избирательных бюллетеней	13632	362	50	1056	296	172	418	121	496	138	504	69	269	253	601	302	66	117	407	345	237	301	810	691	641	761	778	932	232	180	721	305	80	142	298	65	62	256	98					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	300	8	1	21	6	3	13	3	10	3	10	2	6	5	16	6	2	2	7	9	5	7	25	14	16	15	20	22	5	3	10	6	2	3	6	1	1	4	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	198	5	1	21	3	0	13	3	10	1	4	0	0	0	16	3	0	0	4	9	1	6	23	8	4	15	18	14	5	0	6	1	0	1	1	1	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	88	2	1	10	6	0	1	0	4	2	0	0	2	2	1	3	2	1	3	4	0	0	3	6	1	8	2	0	1	1	4	5	2	3	6	0	0	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	102	3	0	0	3	3	0	0	0	2	6	2	6	5	0	3	2	2	3	0	4	1	2	6	12	0	2	8	0	3	4	5	2	2	5	0	1	3	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
