Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва														
Дата голосования: 07.12.2003 0:00:00														
														
Наименование Избирательной комиссии:    Тес-Хемская 														
														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)														
														
		Сумма	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146					
1	"Число избирателей, внесенных в списки"	4765	1752	530	674	389	274	482	664					
2	"Число бюллетеней, полученных участковыми комиссиями"	4771	1761	533	678	391	257	474	677					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	276	0	50	32	3	19	62	110					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	2191	755	281	285	239	126	254	251					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	115	37	6	8	24	3	25	12					
6	Число погашенных бюллетеней	2189	969	196	353	125	109	133	304					
7	Число бюллетеней в переносных ящиках для голосования	391	37	56	40	27	22	87	122					
8	Число бюллетеней в стационарных ящиках для голосования	2191	755	281	285	239	126	254	251					
9	Число недействительных бюллетеней	119	29	33	17	6	10	2	22					
10	Число действительных бюллетеней	2463	763	304	308	260	138	339	351					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	80	20	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	17	15	1	0	0	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	41	1	2	2	1	4	16	15					
14	Число погашенных открепительных удостоверений	63	5	9	10	10	10	10	9					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0					
														
18	"1. ""ЕДИНЕНИЕ"""	153	44	12	19	14	10	24	30					
		5.92%	5.55%	3.56%	5.84%	5.26%	6.75%	7.03%	8.04%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	26	9	2	5	1	0	5	4					
		1.00%	1.13%	0.59%	1.53%	0.37%	0.0%	1.46%	1.07%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	45	13	6	7	4	2	6	7					
		1.74%	1.64%	1.78%	2.15%	1.50%	1.35%	1.75%	1.87%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	26	5	5	3	2	0	3	8					
		1.00%	0.63%	1.48%	0.92%	0.75%	0.0%	0.87%	2.14%					
22	"5. ""За Русь Святую"""	6	1	1	1	0	1	1	1					
		0.23%	0.12%	0.29%	0.30%	0.0%	0.67%	0.29%	0.26%					
23	"6. ""Объединенная Российская партия ""Русь"""	5	3	0	0	1	1	0	0					
		0.19%	0.37%	0.0%	0.0%	0.37%	0.67%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	14	1	4	2	1	2	0	4					
		0.54%	0.12%	1.18%	0.61%	0.37%	1.35%	0.0%	1.07%					
25	"8. ""Народно-республиканская партия России"""	4	0	0	1	1	1	0	1					
		0.15%	0.0%	0.0%	0.30%	0.37%	0.67%	0.0%	0.26%					
26	"9. ""Российская экологическая партия ""Зеленые"""	2	0	0	0	0	0	0	2					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%					
27	"10. ""Аграрная партия России"""	31	10	4	3	6	1	3	4					
		1.20%	1.26%	1.18%	0.92%	2.25%	0.67%	0.87%	1.07%					
28	"11. ""Истинные патриоты России"""	3	1	0	0	0	0	2	0					
		0.11%	0.12%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	9	1	0	0	2	2	1	3					
		0.34%	0.12%	0.0%	0.0%	0.75%	1.35%	0.29%	0.80%					
30	"13. ""Демократическая партия России"""	4	1	2	0	0	0	1	0					
		0.15%	0.12%	0.59%	0.0%	0.0%	0.0%	0.29%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	7	4	1	0	0	1	1	0					
		0.27%	0.50%	0.29%	0.0%	0.0%	0.67%	0.29%	0.0%					
32	"15. ""Партия СЛОН"""	6	3	1	0	0	0	0	2					
		0.23%	0.37%	0.29%	0.0%	0.0%	0.0%	0.0%	0.53%					
33	"16. ""Родина"" (народно-патриотический союз)"""	22	6	6	1	2	1	0	6					
		0.85%	0.75%	1.78%	0.30%	0.75%	0.67%	0.0%	1.60%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	5	2	2	0	0	0	0	1					
		0.19%	0.25%	0.59%	0.0%	0.0%	0.0%	0.0%	0.26%					
35	"18. ""ЛДПР"""	44	9	1	3	5	0	6	20					
		1.70%	1.13%	0.29%	0.92%	1.87%	0.0%	1.75%	5.36%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	28	12	2	4	4	1	3	2					
		1.08%	1.51%	0.59%	1.23%	1.50%	0.67%	0.87%	0.53%					
37	"20. ""Политическая партия ""Единая Россия"""	1804	579	233	218	194	105	252	223					
		69.86%	73.10%	69.13%	67.07%	72.93%	70.94%	73.90%	59.78%					
38	"21. ""Российская Конституционно-демократическая партия"""	10	5	2	0	0	1	2	0					
		0.38%	0.63%	0.59%	0.0%	0.0%	0.67%	0.58%	0.0%					
39	"22. ""Развитие предпринимательства"""	7	2	0	0	0	1	2	2					
		0.27%	0.25%	0.0%	0.0%	0.0%	0.67%	0.58%	0.53%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	165	42	15	36	20	8	22	22					
		6.39%	5.30%	4.45%	11.07%	7.51%	5.40%	6.45%	5.89%					
														
41	Против всех	37	10	5	5	3	0	5	9					
		1.43%	1.26%	1.48%	1.53%	1.12%	0.0%	1.46%	2.41%					
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
