Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    Хорошевский район																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484					
1	"Число избирателей, внесенных в список избирателей"	43642	2938	2863	946	2063	2063	2619	2589	2689	2581	2327	2501	2724	2485	2399	2645	2045	2776	2389					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	36950	2450	2450	850	1600	1750	2200	2200	2250	2100	2000	2200	2450	2250	2000	2150	1750	2350	1950					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	29390	1185	1878	695	1104	1442	1561	1773	1633	1828	1699	1479	2300	2118	1756	1749	1487	1812	1891					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	768	160	59	7	42	42	15	43	52	13	59	37	20	36	20	47	96	17	3					
6	Число погашенных избирательных бюллетеней	6792	1105	513	148	454	266	624	384	565	259	242	684	130	96	224	354	167	521	56					
7	Число избирательных бюллетеней в переносных ящиках для голосования	768	160	59	7	42	42	15	43	52	13	59	37	20	36	20	47	96	17	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29071	1161	1838	694	1100	1405	1529	1770	1607	1818	1653	1468	2299	2118	1736	1735	1486	1795	1859					
9	Число недействительных избирательных бюллетеней	438	20	39	40	19	21	32	24	24	28	22	29	26	35	6	23	11	24	15					
10	Число действительных избирательных бюллетеней	29401	1301	1858	661	1123	1426	1512	1789	1635	1803	1690	1476	2293	2119	1750	1759	1571	1788	1847					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1166	40	51	10	95	85	60	50	60	75	40	60	105	55	35	45	225	40	35					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1056	38	44	2	85	73	53	39	54	74	37	53	104	48	29	40	222	30	31					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	780	73	53	33	39	41	32	39	39	59	20	36	23	74	35	37	60	42	45					
14	Число погашенных неиспользованных открепительных удостоверений	110	2	7	8	10	12	7	11	6	1	3	7	1	7	6	5	3	10	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	34	2	3	0	3	3	1	2	2	3	1	7	3	2	0	1	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3883	211	266	51	219	81	246	252	271	288	206	232	262	310	211	257	183	217	120					
		13.01%	15.97%	14.02%	7.28%	19.18%	5.60%	15.93%	13.90%	16.34%	15.73%	12.03%	15.42%	11.30%	14.39%	12.02%	14.42%	11.57%	11.98%	6.44%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2362	160	222	79	122	104	141	155	138	190	48	142	202	139	111	105	134	86	84					
		7.92%	12.11%	11.70%	11.27%	10.68%	7.19%	9.13%	8.55%	8.32%	10.38%	2.80%	9.44%	8.71%	6.45%	6.32%	5.89%	8.47%	4.75%	4.51%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	376	17	16	0	17	2	36	27	23	49	21	29	37	19	26	17	27	4	9					
		1.26%	1.29%	0.84%	0.00%	1.49%	0.14%	2.33%	1.49%	1.39%	2.68%	1.23%	1.93%	1.60%	0.88%	1.48%	0.95%	1.71%	0.22%	0.48%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6285	308	333	165	355	300	428	409	373	432	439	295	486	349	248	382	274	340	369					
		21.06%	23.32%	17.55%	23.54%	31.09%	20.73%	27.72%	22.56%	22.48%	23.59%	25.64%	19.60%	20.96%	16.20%	14.12%	21.44%	17.32%	18.76%	19.82%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3307	197	219	40	193	181	189	230	190	242	79	283	168	146	201	269	193	152	135					
		11.08%	14.91%	11.54%	5.71%	16.90%	12.51%	12.24%	12.69%	11.45%	13.22%	4.61%	18.80%	7.24%	6.78%	11.45%	15.10%	12.20%	8.39%	7.25%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12974	397	790	326	212	757	457	702	631	578	889	483	1113	1146	939	719	746	984	1105					
		43.48%	30.05%	41.64%	46.50%	18.56%	52.32%	29.60%	38.72%	38.03%	31.57%	51.93%	32.09%	47.99%	53.20%	53.47%	40.35%	47.16%	54.30%	59.34%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	214	11	12	0	5	1	15	14	9	24	8	12	25	10	14	10	14	5	25					
		0.72%	0.83%	0.63%	0.00%	0.44%	0.07%	0.97%	0.77%	0.54%	1.31%	0.47%	0.80%	1.08%	0.46%	0.80%	0.56%	0.88%	0.28%	1.34%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
