Выборы Президента Российской Федерации																				
																				
Наименование Избирательной комиссии:    Ершичская																				
																				
Итоги голосования 																				
																				
		Сумма	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197					
1	"Число избирателей, внесенных в список"	7173	2938	226	265	337	1036	428	342	176	326	487	175	213	224					
2	Число полученных избирательных бюллетеней	7300	2950	227	263	344	1091	427	349	182	337	495	186	214	235					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	2998	1357	73	119	120	387	115	191	67	88	169	104	104	104					
5	"Число избирательных бюллетеней, выданных вне помещения"	1747	270	91	112	122	167	259	61	83	180	207	36	63	96					
6	Число погашенных избирательных бюллетеней	2555	1323	63	32	102	537	53	97	32	69	119	46	47	35					
7	Число избирательных бюллетеней в переносных ящиках	1747	270	91	112	122	167	259	61	83	180	207	36	63	96					
8	Число бюллетеней в стационарных ящиках для голосования	2998	1357	73	119	120	387	115	191	67	88	169	104	104	104					
9	Число недействительных избирательных бюллетеней	28	11	1	0	3	1	0	4	0	2	0	0	4	2					
10	Число действительных избирательных бюллетеней	4717	1616	163	231	239	553	374	248	150	266	376	140	163	198					
11	Число полученных открепительных  удостоверений	252	57	10	15	15	30	20	20	10	20	20	10	10	15					
12	Число выданных открепительных удостоверений	26	11	1	0	2	3	0	1	0	1	2	3	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	19	6	2	1	1	3	0	0	1	0	1	1	0	3					
14	Число неиспользованных открепительных удостоверений	226	46	9	15	13	27	20	19	10	19	18	7	10	13					
15	"Число открепительных удостоверений, выданных в ТИК"	3	1	0	0	0	0	0	1	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																				
18	. Глазьев Сергей Юрьевич	108	50	0	4	7	14	5	5	1	5	4	2	4	7					
		2.28%	3.07%	0.00%	1.73%	2.89%	2.53%	1.34%	1.98%	0.67%	1.87%	1.06%	1.43%	2.40%	3.50%					
19	. Малышкин Олег Александрович	125	31	6	6	8	12	12	7	11	6	9	6	7	4					
		2.63%	1.91%	3.66%	2.60%	3.31%	2.17%	3.21%	2.78%	7.33%	2.24%	2.39%	4.29%	4.19%	2.00%					
20	. Миронов Сергей Михайлович	31	11	0	2	2	5	1	2	2	0	4	1	1	0					
		0.65%	0.68%	0.00%	0.87%	0.83%	0.90%	0.27%	0.79%	1.33%	0.00%	1.06%	0.71%	0.60%	0.00%					
21	. Путин Владимир Владимирович	2916	920	119	134	139	368	228	137	90	185	226	106	108	156					
		61.45%	56.55%	72.56%	58.01%	57.44%	66.43%	60.96%	54.37%	60.00%	69.03%	60.11%	75.71%	64.67%	78.00%					
22	. Хакамада Ирина Муцуовна	83	37	4	2	4	13	4	6	1	4	4	0	1	3					
		1.75%	2.27%	2.44%	0.87%	1.65%	2.35%	1.07%	2.38%	0.67%	1.49%	1.06%	0.00%	0.60%	1.50%					
23	. Харитонов Николай Михайлович	1349	497	31	81	77	134	122	85	44	65	128	23	37	25					
		28.43%	30.55%	18.90%	35.06%	31.82%	24.19%	32.62%	33.73%	29.33%	24.25%	34.04%	16.43%	22.16%	12.50%					
																				
24	Против всех	105	70	3	2	2	7	2	6	1	1	1	2	5	3					
		2.21%	4.30%	1.83%	0.87%	0.83%	1.26%	0.53%	2.38%	0.67%	0.37%	0.27%	1.43%	2.99%	1.50%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
