Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Облученская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63					
1	"Число избирателей, внесенных в список избирателей"	22716	662	717	1104	1451	925	763	1698	1335	566	140	367	152	1598	683	1782	1887	1687	1151	1391	1109	903	324	321					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23200	650	710	1120	1450	950	760	1700	1390	590	140	370	180	1650	700	1850	2000	1760	1200	1370	1100	920	320	320					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	76	0	4	0	0	0	0	0	0	0	0	20	0	2	9	30	0	0	0	0	0	0	0	11					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8924	236	246	456	704	385	243	395	557	302	53	204	96	621	193	588	637	800	456	644	543	254	166	145					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	708	8	27	13	27	16	50	18	63	16	3	10	15	15	8	137	64	47	35	54	25	22	27	8					
6	Число погашенных избирательных бюллетеней	13492	406	433	651	719	549	467	1287	770	272	84	136	69	1012	490	1095	1299	913	709	672	532	644	127	156					
7	Число избирательных бюллетеней в переносных ящиках для голосования	784	8	31	13	27	16	50	18	63	16	3	30	15	17	17	167	64	47	35	54	25	22	27	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8877	236	246	456	704	385	243	395	557	302	53	204	96	621	193	588	637	753	456	644	543	254	166	145					
9	Число недействительных избирательных бюллетеней	197	6	2	7	15	6	5	7	11	13	0	3	5	14	1	8	15	23	20	18	9	2	1	6					
10	Число действительных избирательных бюллетеней	9464	238	275	462	716	395	288	406	609	305	56	231	106	624	209	747	686	777	471	680	559	274	192	158					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	950	30	30	45	55	40	30	65	55	25	10	20	10	65	30	75	80	70	50	55	45	35	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	250	10	1	4	12	6	3	3	8	24	0	12	6	8	6	26	35	23	15	18	5	13	10	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	281	3	2	10	6	6	3	8	5	1	2	8	2	47	4	12	11	8	5	61	48	11	13	5					
