Выборы Президента Российской Федерации																																																																
Дата голосования: 02.03.2008																																																																
																																																																
Наименование Избирательной комиссии:    Беловская городская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
	Число участковых избирательных комиссий	57																																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	57																																																														
																																																																
		Сумма	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117					
1	"Число избирателей, включенных в списки избирателей"	105737	1569	2070	1724	2653	1198	2489	1634	1936	2053	1760	1589	2204	2198	2679	2197	2603	1269	1146	1062	2161	2983	890	2601	865	2640	711	1603	1141	1060	418	2007	1397	1402	1156	1697	2587	2507	2353	2264	1386	373	2648	2865	2769	2734	2241	2630	2818	1957	1283	2383	1887	1558	2200	1274	1544	711					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	103200	1400	2000	1700	2700	1100	2500	1500	1900	2100	1700	1600	2100	2200	2700	2200	2600	1100	1100	1000	2200	2900	1000	2800	1000	2800	700	1500	1100	1000	400	1900	1300	1300	1100	1600	2600	2500	2200	2200	1300	300	2700	2700	2700	2700	2100	2600	2800	2000	1200	2200	1800	1500	1800	1300	1500	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	71761	1036	1445	1170	1842	694	1542	1196	1310	1462	1286	1100	1573	1529	1679	1654	1951	1031	738	754	1648	2047	401	1500	674	1651	492	1075	660	603	306	1319	595	751	897	1178	1532	1794	1689	1584	917	246	1817	1977	2050	2014	1709	1374	2140	1346	787	1773	1260	1011	1533	729	1177	513					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	7287	171	66	169	155	169	198	48	46	38	90	33	113	25	215	126	39	69	84	80	21	87	124	194	114	279	129	120	121	182	20	80	290	33	101	136	422	152	132	162	142	30	154	218	48	104	127	686	179	87	109	79	111	65	94	143	50	28					
6	Число погашенных избирательных бюллетеней	24152	193	489	361	703	237	760	256	544	600	324	467	414	646	806	420	610	0	278	166	531	766	475	1106	212	870	79	305	319	215	74	501	415	516	102	286	646	554	379	454	241	24	729	505	602	582	264	540	481	567	304	348	429	424	173	428	273	159					
7	Число избирательных бюллетеней в переносных ящиках для голосования	7287	171	66	169	155	169	198	48	46	38	90	33	113	25	215	126	39	69	84	80	21	87	124	194	114	279	129	120	121	182	20	80	290	33	101	136	422	152	132	162	142	30	154	218	48	104	127	686	179	87	109	79	111	65	94	143	50	28					
8	Число бюллетеней в стационарных ящиках для голосования	71761	1036	1445	1170	1842	694	1542	1196	1310	1462	1286	1100	1573	1529	1679	1654	1951	1031	738	754	1648	2047	401	1500	674	1651	492	1075	660	603	306	1319	595	751	897	1178	1532	1794	1689	1584	917	246	1817	1977	2050	2014	1709	1374	2140	1346	787	1773	1260	1011	1533	729	1177	513					
9	Число недействительных избирательных бюллетеней	1009	47	60	10	0	52	24	11	14	9	10	9	8	11	7	52	16	0	11	3	13	19	1	17	6	18	7	35	6	0	2	47	8	6	29	64	15	63	44	7	47	19	17	23	15	25	11	11	6	0	9	0	22	13	0	12	14	4					
10	Число действительных избирательных бюллетеней	78039	1160	1451	1329	1997	811	1716	1233	1342	1491	1366	1124	1678	1543	1887	1728	1974	1100	811	831	1656	2115	524	1677	782	1912	614	1160	775	785	324	1352	877	778	969	1250	1939	1883	1777	1739	1012	257	1954	2172	2083	2093	1825	2049	2313	1433	887	1852	1349	1063	1627	860	1213	537					
11	Число полученных открепительных  удостоверений	1955	30	40	30	50	20	45	30	40	60	50	30	40	40	50	50	60	20	20	15	60	40	20	50	20	50	15	20	25	20	15	20	20	20	15	25	60	40	40	40	25	10	45	35	40	55	40	40	60	40	20	40	40	20	40	20	40	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1547	11	25	19	45	20	40	30	37	47	37	18	40	40	40	45	51	8	16	7	48	22	9	45	17	41	8	12	21	15	13	12	12	18	10	17	55	40	29	28	18	4	34	35	40	47	27	31	47	35	10	37	40	17	26	4	37	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1180	28	21	14	22	12	31	26	8	27	11	17	52	19	19	28	17	16	10	8	15	18	8	11	14	20	58	5	11	14	4	10	15	5	28	8	13	17	22	20	12	4	90	88	37	19	35	17	17	16	11	40	25	6	10	18	25	8					
14	Число неиспользованных открепительных удостоверений	408	19	15	11	5	0	5	0	3	13	13	12	0	0	10	5	9	12	4	8	12	18	11	5	3	9	7	8	4	5	2	8	8	2	5	8	5	0	11	12	7	6	11	0	0	8	13	9	13	5	10	3	0	3	14	16	3	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	11	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																
18	Богданов Андрей Владимирович	1080	12	36	28	102	7	26	33	14	23	17	11	32	14	3	22	33	6	6	9	21	21	4	22	7	22	6	14	6	1	6	8	11	15	6	10	22	45	9	16	12	2	50	28	30	30	23	34	29	30	21	2	22	11	1	20	26	3					
		1.37%	0.99%	2.38%	2.09%	5.11%	0.81%	1.49%	2.65%	1.03%	1.53%	1.24%	0.97%	1.90%	0.90%	0.16%	1.24%	1.66%	0.55%	0.73%	1.08%	1.26%	0.98%	0.76%	1.30%	0.89%	1.14%	0.97%	1.17%	0.77%	0.13%	1.84%	0.57%	1.24%	1.91%	0.60%	0.76%	1.13%	2.31%	0.49%	0.92%	1.13%	0.72%	2.54%	1.28%	1.43%	1.42%	1.25%	1.65%	1.25%	2.09%	2.34%	0.11%	1.60%	1.02%	0.06%	2.29%	2.12%	0.55%					
19	Жириновский Владимир Вольфович	10319	108	241	236	331	139	212	223	151	146	200	136	224	182	76	100	350	97	119	177	274	281	70	226	88	277	76	201	106	36	50	138	92	100	84	114	373	342	323	57	114	34	379	446	288	357	309	260	142	126	151	17	254	199	12	161	227	87					
		13.05%	8.95%	15.95%	17.63%	16.57%	16.11%	12.18%	17.93%	11.14%	9.73%	14.53%	12.00%	13.29%	11.71%	4.01%	5.62%	17.59%	8.82%	14.48%	21.22%	16.42%	13.17%	13.33%	13.34%	11.17%	14.35%	12.24%	16.82%	13.57%	4.59%	15.34%	9.86%	10.40%	12.76%	8.42%	8.68%	19.09%	17.57%	17.74%	3.26%	10.76%	12.32%	19.23%	20.32%	13.73%	16.86%	16.83%	12.62%	6.12%	8.79%	16.85%	0.92%	18.53%	18.49%	0.74%	18.46%	18.50%	16.08%					
20	Зюганов Геннадий Андреевич	7607	83	199	100	123	51	260	81	208	278	166	197	252	171	93	82	136	159	93	109	120	198	83	274	107	113	86	76	101	92	32	107	137	127	62	61	134	121	114	20	97	22	215	193	270	283	248	239	290	275	69	33	89	81	24	56	80	37					
