Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Облученская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69					
1	"Число избирателей, внесенных в списки"	24528	809	647	1292	1512	1122	741	966	946	1521	562	127	205	345	88	626	98	1619	1400	347	1739	2182	980	250	524	1087	371	1167	972	283					
2	"Число бюллетеней, полученных участковыми комиссиями"	25278	750	680	1360	1520	1160	790	990	1000	1640	560	130	200	310	130	650	130	1660	1480	360	1900	2278	1020	260	470	960	360	1200	1030	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	60	0	6	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11501	355	275	521	781	426	251	266	314	884	379	89	154	201	47	373	98	645	547	116	654	1139	574	125	255	605	260	658	339	170					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	911	56	31	29	24	14	44	30	45	61	13	0	11	42	3	30	0	104	73	19	24	65	29	12	12	40	29	15	30	26					
6	Число погашенных бюллетеней	12806	339	368	810	715	720	495	694	641	695	168	41	35	67	62	247	32	911	860	189	1222	1074	417	123	203	315	71	527	661	104					
7	Число бюллетеней в переносных ящиках для голосования	971	56	37	29	24	14	44	30	45	61	13	0	11	42	21	30	0	104	73	55	24	65	29	12	12	40	29	15	30	26					
8	Число бюллетеней в стационарных ящиках для голосования	11432	355	275	521	781	422	251	266	314	884	379	89	154	201	47	373	98	645	547	116	654	1074	574	125	255	605	260	658	339	170					
9	Число недействительных бюллетеней	121	6	0	5	10	2	1	9	3	7	10	0	5	3	0	0	2	9	7	1	2	11	1	5	6	5	1	4	4	2					
10	Число действительных бюллетеней	12282	405	312	545	795	434	294	287	356	938	382	89	160	240	68	403	96	740	613	170	676	1128	602	132	261	640	288	669	365	194					
