Выборы Президента Российской Федерации																																																												
Дата голосования: 02.03.2008																																																												
																																																												
Наименование Избирательной комиссии:    Емельяновская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
	Число участковых избирательных комиссий	53																																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	53																																																										
																																																												
		Сумма	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150					
1	"Число избирателей, включенных в списки избирателей"	29694	2046	1146	2057	829	1314	613	147	327	330	365	796	758	502	989	543	67	1176	1465	119	336	371	204	1235	617	336	643	2236	687	724	221	113	195	121	90	265	353	207	1057	142	169	167	113	771	188	101	125	41	486	359	237	40	129	1026					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	27094	1771	1031	1820	798	1150	559	135	295	300	335	666	688	458	918	500	64	1066	1288	111	303	347	200	1123	567	336	622	2026	655	696	201	106	194	112	92	240	342	191	991	136	154	152	104	705	171	96	113	43	456	340	230	43	117	937					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	16463	1050	660	1079	541	702	364	82	164	189	155	534	393	259	473	308	36	641	776	53	187	201	113	618	361	119	353	1053	438	513	162	76	107	70	86	166	281	105	494	60	80	89	66	418	107	69	80	35	339	279	186	33	75	585					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1255	64	26	37	36	35	10	0	21	16	17	6	46	20	57	21	0	18	86	12	2	25	15	29	2	50	48	56	15	28	10	4	10	0	0	17	16	0	98	16	5	13	6	29	37	17	11	1	85	10	6	3	8	55					
6	Число погашенных избирательных бюллетеней	9376	657	345	704	221	413	185	53	110	95	163	126	249	179	388	171	28	407	426	46	114	121	72	476	204	167	221	917	202	155	29	26	77	42	6	57	45	86	399	60	69	50	32	258	27	10	22	7	32	51	38	7	34	297					
