Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Мантуровская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722					
1	"Число избирателей, внесенных в список избирателей"	10989	284	265	326	441	438	682	355	316	2110	342	318	453	241	434	149	246	419	2031	335	235	569					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10585	265	255	320	430	415	650	325	310	2000	325	320	445	230	425	135	250	410	2000	325	225	525					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6672	192	124	187	259	305	359	207	182	1527	214	232	300	177	223	93	164	242	1023	204	122	336					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1935	70	92	133	110	85	137	98	109	121	64	62	102	45	120	28	60	118	86	110	76	109					
6	Число погашенных избирательных бюллетеней	1978	3	39	0	61	25	154	20	19	352	47	26	43	8	82	14	26	50	891	11	27	80					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1935	70	92	133	110	85	137	98	109	121	64	62	102	45	120	28	60	118	86	110	76	109					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6672	192	124	187	259	305	359	207	182	1527	214	232	300	177	223	93	164	242	1023	204	122	336					
9	Число недействительных избирательных бюллетеней	202	9	4	19	6	44	4	0	4	22	5	6	12	23	6	0	5	6	21	0	2	4					
10	Число действительных избирательных бюллетеней	8405	253	212	301	363	346	492	305	287	1626	273	288	390	199	337	121	219	354	1088	314	196	441					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	737	16	15	20	40	33	37	12	30	159	30	33	35	15	39	10	25	35	80	30	18	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	708	16	15	20	35	33	37	12	30	158	25	30	35	15	36	9	25	33	71	30	18	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	122	5	4	0	5	6	6	8	2	20	8	6	0	10	4	9	2	3	9	3	4	8					
14	Число погашенных неиспользованных открепительных удостоверений	29	0	0	0	5	0	0	0	0	1	5	3	0	0	3	1	0	2	9	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	61	1	0	1	1	2	2	0	0	21	4	8	0	11	0	0	3	3	3	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	623	10	8	7	31	12	36	11	23	167	18	11	18	4	16	8	19	14	152	10	15	33					
		7.24%	3.82%	3.70%	2.19%	8.40%	3.08%	7.26%	3.61%	7.90%	10.13%	6.47%	3.74%	4.48%	1.80%	4.66%	6.61%	8.48%	3.89%	13.71%	3.18%	7.58%	7.42%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	748	17	11	10	44	21	57	22	19	180	40	18	30	1	13	11	15	17	142	4	21	55					
		8.69%	6.49%	5.09%	3.13%	11.92%	5.38%	11.49%	7.21%	6.53%	10.92%	14.39%	6.12%	7.46%	0.45%	3.79%	9.09%	6.70%	4.72%	12.80%	1.27%	10.61%	12.36%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	51	1	1	0	4	1	3	1	1	14	2	1	0	0	4	2	1	6	3	0	2	4					
		0.59%	0.38%	0.46%	0.00%	1.08%	0.26%	0.60%	0.33%	0.34%	0.85%	0.72%	0.34%	0.00%	0.00%	1.17%	1.65%	0.45%	1.67%	0.27%	0.00%	1.01%	0.90%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1566	16	41	26	59	46	70	34	68	353	48	77	56	7	68	13	61	87	247	26	39	124					
		18.19%	6.11%	18.98%	8.13%	15.99%	11.79%	14.11%	11.15%	23.37%	21.42%	17.27%	26.19%	13.93%	3.15%	19.83%	10.74%	27.23%	24.17%	22.27%	8.28%	19.70%	27.87%					
