Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Усть-Алданская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603					
1	"Число избирателей, внесенных в списки"	11892	842	795	602	651	409	339	276	45	544	116	471	448	149	163	300	305	192	716	448	69	379	52	93	165	32	555	184	303	314	484	188	157	574	20	226	286					
2	"Число бюллетеней, полученных участковыми комиссиями"	12300	780	700	600	580	420	380	290	50	570	135	500	470	175	175	305	360	210	740	450	70	400	60	120	175	40	560	205	340	350	510	220	165	620	25	250	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9054	550	528	437	425	321	262	214	45	444	113	370	353	136	147	220	286	162	464	295	63	294	51	90	153	31	432	171	261	268	337	161	151	431	20	156	212					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1027	63	45	58	62	16	27	37	0	54	0	43	56	8	10	54	19	22	76	44	0	24	0	0	3	1	43	13	19	32	45	24	6	55	0	34	34					
6	Число погашенных бюллетеней	2219	167	127	105	93	83	91	39	5	72	22	87	61	31	18	31	55	26	200	111	7	82	9	30	19	8	85	21	60	50	128	35	8	134	5	60	54					
7	Число бюллетеней в переносных ящиках для голосования	1027	63	45	58	62	16	27	37	0	54	0	43	56	8	10	54	19	22	76	44	0	24	0	0	3	1	43	13	19	32	45	24	6	55	0	34	34					
8	Число бюллетеней в стационарных ящиках для голосования	9054	550	528	437	425	321	262	214	45	444	113	370	353	136	147	220	286	162	464	295	63	294	51	90	153	31	432	171	261	268	337	161	151	431	20	156	212					
9	Число недействительных бюллетеней	129	3	3	9	8	2	11	4	0	2	0	13	2	3	1	2	6	0	8	6	2	5	0	0	1	0	6	1	5	5	6	1	1	6	0	3	4					
10	Число действительных бюллетеней	9952	610	570	486	479	335	278	247	45	496	113	400	407	141	156	272	299	184	532	333	61	313	51	90	155	32	469	183	275	295	376	184	156	480	20	187	242					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	588	40	40	35	25	20	20	10	2	25	5	25	30	20	10	20	15	10	25	15	3	15	3	5	10	2	20	13	15	20	25	15	2	20	2	11	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	359	20	28	11	2	11	16	8	0	10	5	16	17	15	7	4	15	4	13	9	1	8	3	2	6	1	10	13	11	18	17	15	1	17	1	9	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	109	6	14	3	3	5	3	0	2	4	2	6	1	5	2	1	3	0	8	1	1	6	0	1	1	0	6	1	0	7	3	1	0	5	0	4	4					
14	Число погашенных открепительных удостоверений	229	20	12	24	23	9	4	2	2	15	0	9	13	5	3	16	0	6	12	6	2	7	0	3	4	1	10	0	4	2	8	0	1	3	1	2	0					
15	Число открепительных удостоверений выданных ТИК	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	"1. ""ЕДИНЕНИЕ"""	375	18	12	13	18	8	8	10	0	5	0	16	26	15	7	5	16	11	25	14	4	16	2	6	8	1	8	6	14	11	10	11	6	27	0	8	10					
		3.71%	2.93%	2.09%	2.62%	3.69%	2.37%	2.76%	3.98%	0.0%	1.00%	0.0%	3.87%	6.35%	10.41%	4.45%	1.82%	5.24%	5.97%	4.62%	4.12%	6.34%	5.03%	3.92%	6.66%	5.12%	3.12%	1.68%	3.26%	4.99%	3.66%	2.61%	5.94%	3.82%	5.55%	0.0%	4.21%	4.06%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2610	161	148	141	143	74	76	125	37	399	73	64	78	4	35	87	64	27	145	74	16	81	8	18	42	4	67	10	57	35	61	7	39	100	17	47	46					
		25.89%	26.26%	25.82%	28.48%	29.36%	21.95%	26.29%	49.80%	82.22%	80.12%	64.60%	15.49%	19.07%	2.77%	22.29%	31.75%	20.98%	14.67%	26.85%	21.82%	25.39%	25.47%	15.68%	20.0%	26.92%	12.5%	14.10%	5.43%	20.35%	11.66%	15.96%	3.78%	24.84%	20.57%	85.0%	24.73%	18.69%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	167	6	9	13	2	3	3	5	1	6	2	2	9	1	2	2	6	6	16	10	0	10	1	0	1	0	9	4	6	9	3	0	3	7	1	4	5					
		1.65%	0.97%	1.57%	2.62%	0.41%	0.89%	1.03%	1.99%	2.22%	1.20%	1.76%	0.48%	2.20%	0.69%	1.27%	0.72%	1.96%	3.26%	2.96%	2.94%	0.0%	3.14%	1.96%	0.0%	0.64%	0.0%	1.89%	2.17%	2.14%	3.0%	0.78%	0.0%	1.91%	1.44%	5.0%	2.10%	2.03%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	52	1	2	4	5	0	0	0	0	1	0	1	1	1	5	1	0	1	3	2	1	2	0	3	1	0	5	0	0	6	3	1	0	2	0	0	0					
		0.51%	0.16%	0.34%	0.80%	1.02%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.24%	0.24%	0.69%	3.18%	0.36%	0.0%	0.54%	0.55%	0.58%	1.58%	0.62%	0.0%	3.33%	0.64%	0.0%	1.05%	0.0%	0.0%	2.0%	0.78%	0.54%	0.0%	0.41%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	11	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	2	0	0	0					
		0.10%	0.16%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.71%	0.33%	0.0%	0.0%	0.63%	0.41%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	13	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1	1	0	1	0	2	0	0	0	0					
		0.12%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%	0.21%	0.54%	0.35%	0.0%	0.26%	0.0%	1.27%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	22	0	1	2	0	1	0	1	0	0	0	1	0	1	0	0	0	0	2	0	1	1	0	0	1	0	3	2	0	2	1	0	0	0	0	2	0					
		0.21%	0.0%	0.17%	0.40%	0.0%	0.29%	0.0%	0.39%	0.0%	0.0%	0.0%	0.24%	0.0%	0.69%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	1.58%	0.31%	0.0%	0.0%	0.64%	0.0%	0.63%	1.08%	0.0%	0.66%	0.26%	0.0%	0.0%	0.0%	0.0%	1.05%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	15	0	0	2	3	3	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0					
		0.14%	0.0%	0.0%	0.40%	0.61%	0.89%	0.0%	0.0%	0.0%	0.20%	0.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.33%	0.26%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%					
