Выборы Президента Российской Федерации																																																																
Дата голосования: 02.03.2008																																																																
																																																																
"Наименование Избирательной комиссии:    Улан-Удэ, Железнодорожная"																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
	Число участковых избирательных комиссий	57																																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	57																																																														
																																																																
		Сумма	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №816	УИК №817					
1	"Число избирателей, включенных в списки избирателей"	105601	1591	1869	1664	1899	2059	1464	2514	1158	2586	1333	1603	2424	1846	229	2052	1323	1945	2382	2797	2274	2489	1601	2402	2122	2370	2903	2414	1827	2080	1575	1852	973	2086	2303	2287	1045	1636	1810	866	846	2588	1326	2271	2574	2721	2608	1792	1373	1778	2543	2657	2795	2761	161	186	735	233					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	106978	1683	1860	1496	2022	2090	1556	2550	1201	2658	1361	1636	2377	2499	219	2110	1368	2036	2393	2470	2347	2452	1603	2230	2130	2376	2918	2377	1933	2091	1559	1889	970	2146	2232	2317	1051	1634	1776	1011	963	2549	1379	2330	2583	2790	2650	1846	1388	1720	2530	2700	2820	2770	250	190	643	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	66705	1133	1174	1207	1194	1549	1040	1691	705	1573	1041	1131	1709	1737	164	1391	826	1642	1391	1995	1426	1607	1172	1681	1374	1553	1869	1494	1395	1542	919	1150	647	1539	1225	946	412	841	925	442	465	1318	776	1388	1409	1396	1216	996	655	1067	1655	1685	1737	1525	120	167	445	233					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3970	137	121	52	74	57	59	96	39	49	44	48	111	109	21	59	58	79	87	64	99	119	65	73	106	127	165	73	68	84	63	70	44	80	79	54	28	72	56	40	29	61	31	102	93	90	101	58	58	58	32	81	97	67	36	19	28	0					
6	Число погашенных избирательных бюллетеней	36300	413	565	237	754	484	457	763	457	1036	276	457	557	650	34	660	484	315	915	411	822	726	366	476	650	696	884	810	470	465	577	669	279	527	928	1317	611	721	795	529	469	1170	572	840	1081	1304	1333	792	675	595	843	934	986	1178	94	4	170	17					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3970	137	121	52	74	57	59	96	39	49	44	48	111	109	21	59	58	79	87	64	99	119	65	73	106	127	165	73	68	84	63	70	44	80	79	54	28	72	56	40	29	61	31	102	93	90	101	58	58	58	32	81	97	67	36	19	28	0					
8	Число бюллетеней в стационарных ящиках для голосования	66695	1133	1174	1207	1194	1549	1040	1691	705	1573	1041	1131	1709	1737	164	1391	826	1642	1391	1995	1423	1607	1172	1681	1374	1553	1869	1494	1395	1542	919	1150	647	1539	1225	946	412	841	925	441	464	1318	776	1388	1409	1396	1216	996	654	1067	1654	1684	1737	1523	120	167	445	233					
9	Число недействительных избирательных бюллетеней	1010	12	15	5	16	18	68	40	10	24	13	19	24	26	7	8	21	24	25	30	11	16	14	21	29	12	21	28	28	17	10	14	11	26	26	30	10	8	15	4	10	17	5	28	20	23	15	11	9	14	15	28	31	19	2	0	5	2					
10	Число действительных избирательных бюллетеней	69655	1258	1280	1254	1252	1588	1031	1747	734	1598	1072	1160	1796	1820	178	1442	863	1697	1453	2029	1511	1710	1223	1733	1451	1668	2013	1539	1435	1609	972	1206	680	1593	1278	970	430	905	966	477	483	1362	802	1462	1482	1463	1302	1043	703	1111	1671	1737	1803	1571	154	186	468	231					
11	Число полученных открепительных  удостоверений	3032	45	55	50	65	75	45	65	40	65	50	50	65	65	8	60	50	60	70	70	70	70	50	60	60	70	70	70	50	70	50	50	30	60	60	60	40	40	40	30	25	85	40	60	75	65	65	50	45	60	65	72	75	75	0	0	22	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1591	19	20	30	39	32	34	43	27	50	19	31	50	47	8	32	25	36	40	45	42	37	23	34	34	46	43	31	45	24	13	11	10	27	32	23	9	19	27	12	7	28	32	23	31	31	24	25	24	22	37	53	40	35	0	0	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1604	27	11	20	31	57	11	34	11	30	13	41	111	41	23	22	44	43	35	52	28	45	23	120	51	37	10	20	20	26	36	21	14	21	28	27	17	41	23	13	19	0	22	21	23	20	29	8	10	13	26	12	30	15	19	13	19	27					
14	Число неиспользованных открепительных удостоверений	1441	26	35	20	26	43	11	22	13	15	31	19	15	18	0	28	25	24	30	25	28	33	27	26	26	24	27	39	5	46	37	39	20	33	28	37	31	21	13	18	18	57	8	37	44	34	41	25	21	38	28	19	35	40	0	0	12	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	68	0	4	1	1	1	1	2	2	0	1	0	3	1	0	1	1	0	2	4	0	4	0	1	3	1	0	2	3	0	0	0	0	1	1	2	2	3	0	0	3	3	2	1	1	1	1	2	1	2	1	0	1	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																
18	Богданов Андрей Владимирович	941	17	6	11	11	22	32	16	12	29	11	12	24	21	2	13	16	10	25	30	19	27	16	27	20	21	21	46	24	15	9	8	11	27	18	16	3	14	21	2	2	27	8	20	23	22	19	13	11	19	24	14	21	18	2	1	9	3					
		1.33%	1.34%	0.46%	0.87%	0.87%	1.37%	2.91%	0.90%	1.61%	1.79%	1.01%	1.02%	1.32%	1.14%	1.08%	0.90%	1.81%	0.58%	1.69%	1.46%	1.25%	1.56%	1.29%	1.54%	1.35%	1.25%	1.03%	2.94%	1.64%	0.92%	0.92%	0.66%	1.59%	1.67%	1.38%	1.60%	0.68%	1.53%	2.14%	0.42%	0.41%	1.96%	0.99%	1.34%	1.53%	1.48%	1.44%	1.23%	1.54%	1.69%	1.42%	0.79%	1.15%	1.13%	1.28%	0.54%	1.90%	1.29%					
19	Жириновский Владимир Вольфович	6099	100	73	66	106	140	155	125	79	161	90	115	169	145	19	88	83	107	117	166	138	106	105	172	150	131	153	150	143	130	96	85	62	163	145	89	40	72	70	61	49	148	75	119	127	144	87	92	58	117	151	146	171	170	9	13	38	20					
		8.63%	7.87%	5.64%	5.24%	8.36%	8.72%	14.10%	6.99%	10.62%	9.93%	8.29%	9.75%	9.29%	7.85%	10.27%	6.07%	9.39%	6.22%	7.92%	8.06%	9.07%	6.14%	8.49%	9.81%	10.14%	7.80%	7.52%	9.57%	9.77%	7.99%	9.78%	6.97%	8.97%	10.07%	11.12%	8.90%	9.09%	7.89%	7.14%	12.68%	9.94%	10.73%	9.29%	7.99%	8.46%	9.69%	6.61%	8.73%	8.15%	10.40%	8.96%	8.27%	9.32%	10.69%	5.77%	6.99%	8.03%	8.58%					
20	Зюганов Геннадий Андреевич	14794	419	187	172	320	329	190	220	158	410	180	231	348	456	40	284	197	335	411	431	422	385	265	355	400	371	266	228	272	274	229	220	117	303	246	210	73	200	204	86	116	305	161	372	355	311	301	282	162	288	323	361	438	328	57	48	101	41					
