Выборы Президента Российской Федерации																																																																									
Дата голосования: 04.03.2012																																																																									
																																																																									
Наименование Избирательной комиссии:    Улан-Удэ, Железнодорожная																																																																									
																																																																									
Сводная таблица итогов голосования																																																																									
																																																																									
	Число участковых избирательных комиссий	62																																																																							
	Число участковых избирательных комиссий, приступивших к передаче сведений	62																																																																							
																																																																									
		Сумма	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694									
1	Число избирателей, включенных в список избирателей	98554	1684	1832	1230	1229	2028	1503	1353	1104	1981	1830	1196	1439	2410	2193	232	951	2548	1704	2080	2111	1762	2327	1658	2037	1537	2385	1255	1603	2166	1594	1845	1557	1694	863	2002	1759	2145	807	2266	2238	922	752	2311	1317	185	1728	1639	1974	1933	1070	1262	1707	1871	2017	1853	848	1741	760	2159	2000	202	165									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	77137	1310	1360	1060	1020	1570	1086	993	858	1752	1350	975	1085	1820	1750	175	845	1840	1440	1850	1635	1611	1670	1310	1555	1150	1720	950	1195	1745	1235	1410	1170	1280	640	1880	1390	1670	680	1470	1680	710	560	1720	1000	185	1290	1280	1720	1500	790	1020	1270	1420	1800	1370	620	1440	610	1700	1580	202	165									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	59191	718	850	682	799	1306	889	662	528	1320	1156	733	867	1441	1352	105	597	1600	1236	1511	1587	1367	1486	968	1211	873	1454	666	827	1200	1017	1084	952	819	574	1366	1027	1072	392	1101	1043	499	417	1249	654	185	915	1024	1181	1085	642	693	1042	1195	1390	1210	618	1169	558	1479	1287	112	149									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2612	33	39	29	30	60	46	18	27	40	38	36	25	54	120	19	30	31	61	49	22	53	44	40	70	37	58	38	23	47	47	54	43	65	30	51	53	53	15	54	50	43	13	45	18	0	44	45	70	76	23	7	74	71	39	50	2	41	21	68	24	90	16									
6	Число погашенных избирательных бюллетеней	15333	559	471	349	191	204	151	313	303	392	156	206	193	325	278	51	218	209	143	290	26	191	140	302	274	240	208	246	345	498	171	272	175	396	36	463	310	545	273	315	587	168	130	426	328	0	331	211	469	339	125	320	154	153	371	110	0	230	31	153	269	0	0									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2613	33	39	30	30	60	46	18	27	40	38	36	25	54	120	19	30	31	61	49	22	53	44	40	70	37	58	38	23	47	47	54	43	65	30	51	53	53	15	54	50	43	13	45	18	0	44	45	70	76	23	7	74	71	39	50	2	41	21	68	24	90	16									
8	Число бюллетеней в стационарных ящиках для голосования	59177	718	850	682	799	1303	889	662	528	1320	1156	733	867	1441	1352	105	597	1600	1236	1509	1587	1367	1486	968	1211	873	1454	666	827	1200	1015	1084	952	819	573	1366	1027	1072	392	1101	1043	499	417	1249	654	185	915	1023	1179	1085	642	693	1042	1195	1390	1210	618	1169	558	1478	1285	112	149									
9	Число недействительных избирательных бюллетеней	759	8	15	35	28	22	11	3	6	19	15	3	8	9	11	0	15	16	23	12	20	10	18	11	15	7	10	11	10	10	11	7	9	10	9	15	17	18	6	12	11	9	6	14	8	4	3	15	13	9	9	5	13	18	19	15	3	29	7	32	15	3	4									
10	Число действительных избирательных бюллетеней	61031	743	874	677	801	1341	924	677	549	1341	1179	766	884	1486	1461	124	612	1615	1274	1546	1589	1410	1512	997	1266	903	1502	693	840	1237	1051	1131	986	874	594	1402	1063	1107	401	1143	1082	533	424	1280	664	181	956	1053	1236	1152	656	695	1103	1248	1410	1245	617	1181	572	1514	1294	199	161									
11	Число полученных открепительных  удостоверений	2710	30	40	35	40	50	50	30	20	80	45	40	45	80	70	10	50	150	120	60	100	70	60	50	75	30	45	20	40	50	45	30	25	30	25	47	40	40	25	70	70	20	20	40	38	0	45	30	40	40	20	40	35	55	40	50	20	45	20	40	40	0	0									
