Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    район Бибирево																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №3259					
1	"Число избирателей, внесенных в список избирателей"	103082	2529	2625	2478	2636	2738	2479	2116	2502	2424	2422	2163	2218	2042	2381	2082	2276	2383	2347	2169	2299	2277	2193	2625	2290	2571	2299	2333	2291	2424	2782	2394	2615	2200	2393	2402	2438	2447	2482	2458	2688	2353	2433	2182	203					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	73450	1800	1800	1700	1900	1900	1900	1500	1800	1700	1700	1500	1600	1500	1700	1500	1600	1700	1700	1600	1500	1500	1500	1900	1700	2000	1600	1600	1600	1800	2000	1600	1800	1600	1700	1700	1700	1700	1750	1800	1900	1700	1800	1600	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	55113	1116	1768	1527	1559	1425	1776	1078	1168	1055	1347	1138	1170	1049	1138	896	1023	1033	1351	1301	1181	1164	1113	1226	1334	1874	1030	1120	1179	1059	1509	1404	1198	1337	1355	1241	1328	1274	1691	1561	1122	1423	1201	1068	203					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1225	54	30	33	34	40	40	31	31	43	5	7	13	24	27	31	27	29	26	16	23	50	20	30	31	23	31	34	37	19	13	16	60	32	42	35	31	31	20	26	3	26	34	17	0					
6	Число погашенных избирательных бюллетеней	17112	630	2	140	307	435	84	391	601	602	348	355	417	427	535	573	550	638	323	283	296	286	367	644	335	103	539	446	384	722	478	180	542	231	303	424	341	395	39	213	775	251	565	515	97					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1225	54	30	33	34	40	40	31	31	43	5	7	13	24	27	31	27	29	26	16	23	50	20	30	31	23	31	34	37	19	13	16	60	32	42	35	31	31	20	26	3	26	34	17	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	54958	1105	1768	1523	1559	1425	1776	1076	1168	1051	1336	1135	1141	1049	1138	893	1018	1032	1344	1295	1181	1164	1092	1226	1333	1866	1027	1118	1179	1056	1509	1404	1193	1331	1354	1234	1328	1274	1685	1561	1122	1421	1200	1065	203					
9	Число недействительных избирательных бюллетеней	1002	15	19	34	21	24	31	24	24	21	16	23	49	30	16	14	9	10	18	21	12	18	17	30	17	40	17	23	18	15	18	22	18	33	30	18	16	23	26	30	26	60	25	29	2					
10	Число действительных избирательных бюллетеней	55181	1144	1779	1522	1572	1441	1785	1083	1175	1073	1325	1119	1105	1043	1149	910	1036	1051	1352	1290	1192	1196	1095	1226	1347	1849	1041	1129	1198	1060	1504	1398	1235	1330	1366	1251	1343	1282	1679	1557	1099	1387	1209	1053	201					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2209	60	50	40	70	60	50	50	70	60	50	40	60	60	40	60	40	50	40	40	50	30	40	60	60	60	50	50	60	60	49	40	50	60	40	40	50	60	50	50	40	50	60	60	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1885	48	45	32	64	55	44	39	62	56	39	24	50	56	38	44	32	46	23	36	43	19	35	50	51	60	40	40	51	55	49	37	45	47	33	36	41	45	41	43	37	41	58	55	0					
