Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    район Бибирево																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №3165					
1	"Число избирателей, внесенных в списки избирателей"	105118	2579	2743	2724	2648	2730	2320	2114	2603	2491	2597	2063	2252	2091	2402	2674	2557	2748	1729	1748	2518	2243	2403	2741	2419	2560	2316	2402	2352	2500	2829	2425	2490	2368	2588	2562	2266	2554	2482	2480	2539	2391	2499	2221	157					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	76900	1900	1900	2000	1900	2000	1700	1500	1900	1800	1900	1700	1900	1500	1800	2000	1800	2000	1300	1300	1800	1600	1800	1900	1900	2000	1700	1700	1700	1800	2000	1800	1800	1700	1900	1800	1600	1900	1800	1800	1800	1700	1800	1600	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	58132	1221	1629	1674	1785	1876	1518	1372	1326	1151	1277	954	1651	1098	1216	1174	1312	1326	1043	1060	1204	1249	1399	1531	1702	1865	1132	1161	1202	1198	1362	1246	1188	1338	1216	1397	1288	1693	1193	1474	1573	1198	1347	1156	157					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1239	48	34	42	37	30	37	24	40	32	12	19	25	21	41	16	27	32	28	30	18	23	25	23	77	16	33	48	29	20	28	34	31	9	36	17	18	30	23	46	2	25	28	25	0					
6	Число погашенных избирательных бюллетеней	17529	631	237	284	78	94	145	104	534	617	611	727	224	381	543	810	461	642	229	210	578	328	376	346	121	119	535	491	469	582	610	520	581	353	648	386	294	177	584	280	225	477	425	419	43					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1230	48	34	42	36	30	37	24	36	32	12	19	25	21	41	16	27	31	27	30	18	22	25	23	76	16	33	48	29	20	28	34	31	9	36	17	18	30	23	46	2	25	28	25	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	57585	1214	1627	1666	1685	1870	1515	1372	1316	1150	1277	905	1648	1091	1215	1112	1312	1323	1043	1059	1197	1247	1394	1530	1654	1815	1130	1158	1197	1195	1354	1246	1164	1338	1212	1389	1280	1666	1193	1408	1573	1195	1344	1149	157					
9	Число недействительных избирательных бюллетеней	1036	19	19	23	27	28	28	47	27	20	26	13	22	13	22	132	16	19	8	16	14	12	20	29	47	15	14	27	28	21	21	23	26	26	10	22	15	22	16	23	26	22	15	16	1					
10	Число действительных избирательных бюллетеней	57779	1243	1642	1685	1694	1872	1524	1349	1325	1162	1263	911	1651	1099	1234	996	1323	1335	1062	1073	1201	1257	1399	1524	1683	1816	1149	1179	1198	1194	1361	1257	1169	1321	1238	1384	1283	1674	1200	1431	1549	1198	1357	1158	156					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2500	60	70	60	60	50	70	50	60	70	70	50	60	60	60	50	50	50	50	50	60	50	70	55	50	70	50	40	65	40	50	65	50	70	70	60	55	60	60	80	50	50	60	70	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2197	57	65	55	54	40	62	48	50	59	59	41	59	57	53	46	45	45	30	34	47	39	70	48	47	70	48	28	50	33	40	60	43	70	60	54	50	51	59	72	48	33	55	63	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1409	27	45	38	44	42	33	46	32	23	24	24	26	38	11	15	35	17	22	22	28	14	23	39	23	37	25	17	53	21	20	25	20	30	16	99	34	31	19	38	96	31	48	31	27					
14	Число погашенных неиспользованных открепительных удостоверений	303	3	5	5	6	10	8	2	10	11	11	9	1	3	7	4	5	5	20	16	13	11	0	7	3	0	2	12	15	7	10	5	7	0	10	6	5	9	1	8	2	17	5	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	220	2	5	3	3	6	4	6	2	5	12	4	6	4	8	11	1	6	1	2	1	3	3	4	6	3	10	11	5	2	7	2	12	8	8	2	4	5	5	5	5	3	9	6	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	1.Политическая партия «Аграрная партия России»	1539	44	38	30	32	48	28	29	37	30	32	28	37	34	36	32	43	36	17	29	45	20	34	38	50	45	46	27	32	29	50	27	20	58	31	46	41	38	36	41	38	22	47	33	5					
		2.62%	3.49%	2.29%	1.76%	1.86%	2.53%	1.80%	2.08%	2.74%	2.54%	2.48%	3.03%	2.21%	3.06%	2.87%	2.84%	3.21%	2.66%	1.59%	2.66%	3.70%	1.58%	2.40%	2.45%	2.89%	2.46%	3.96%	2.24%	2.61%	2.39%	3.62%	2.11%	1.67%	4.31%	2.48%	3.27%	3.16%	2.24%	2.96%	2.82%	2.41%	1.80%	3.43%	2.81%	3.18%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1206	23	33	32	19	19	24	27	28	31	31	22	22	29	30	29	23	30	16	16	39	29	37	41	42	23	29	23	32	24	26	28	20	22	24	41	28	29	30	23	22	44	30	32	4					
