Выборы Президента Российской Федерации																																											
																																											
Наименование Избирательной комиссии:    Волховская																																											
																																											
Итоги голосования 																																											
																																											
		Сумма	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №979	УИК №980	УИК №981					
1	"Число избирателей, внесенных в список"	30158	1715	1544	558	1411	1448	1421	1602	984	90	462	559	2102	732	524	1436	902	213	105	896	751	149	468	210	562	1228	637	1003	200	1190	1011	1066	1513	235	683	295	253					
2	Число полученных избирательных бюллетеней	30733	1735	1585	580	1430	1460	1430	1615	990	102	485	550	2130	740	520	1490	910	205	107	965	740	151	486	210	550	1255	645	1020	172	1280	1030	1080	1540	235	750	290	270					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	17299	800	925	262	847	969	770	903	596	89	262	404	1042	441	351	698	395	124	54	488	455	137	265	94	398	875	403	532	99	534	647	560	912	233	337	184	214					
5	"Число избирательных бюллетеней, выданных вне помещения"	2636	181	26	49	56	31	26	37	26	0	38	5	142	154	79	104	89	18	21	172	62	0	102	95	87	100	63	78	31	318	103	249	16	0	66	6	6					
6	Число погашенных избирательных бюллетеней	10798	754	634	269	527	460	634	675	368	13	185	141	946	145	90	688	426	63	32	305	223	14	119	21	65	280	179	410	42	428	280	271	612	2	347	100	50					
7	Число избирательных бюллетеней в переносных ящиках	2636	181	26	49	56	31	26	37	26	0	38	5	142	154	79	104	89	18	21	172	62	0	102	95	87	100	63	78	31	318	103	249	16	0	66	6	6					
8	Число бюллетеней в стационарных ящиках для голосования	17298	800	925	262	847	969	770	902	596	89	262	404	1042	441	351	698	395	124	54	488	455	137	265	94	398	875	403	532	99	534	647	560	912	233	337	184	214					
9	Число недействительных избирательных бюллетеней	176	7	13	4	7	9	4	6	7	0	2	12	13	3	5	13	4	1	0	5	10	1	4	0	1	5	1	10	0	7	14	1	4	0	2	0	1					
10	Число действительных избирательных бюллетеней	19758	974	938	307	896	991	792	933	615	89	298	397	1171	592	425	789	480	141	75	655	507	136	363	189	484	970	465	600	130	845	736	808	924	233	401	190	219					
11	Число полученных открепительных  удостоверений	523	10	20	10	20	25	25	20	15	0	5	15	15	30	10	10	10	10	25	30	15	10	15	20	20	15	5	15	15	15	10	20	15	0	8	15	5					
12	Число выданных открепительных удостоверений	314	10	20	10	14	14	15	13	8	0	1	0	15	10	10	6	6	0	2	30	15	0	4	9	13	15	3	15	0	14	5	14	11	0	4	5	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	293	5	9	4	5	45	6	9	7	0	4	18	13	4	6	11	2	8	2	9	2	4	7	5	11	25	3	2	10	10	8	12	8	0	5	6	8					
14	Число неиспользованных открепительных удостоверений	209	0	0	0	6	11	10	7	7	0	4	15	0	20	0	4	4	10	23	0	0	10	11	11	7	0	2	0	15	1	5	6	4	0	4	10	2					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																											
18	. Глазьев Сергей Юрьевич	435	25	18	4	21	24	19	30	18	3	8	3	12	9	6	28	16	1	1	16	10	7	11	9	5	11	11	4	3	27	16	13	32	3	9	1	1					
		2.18%	2.55%	1.89%	1.29%	2.33%	2.40%	2.39%	3.19%	2.89%	3.37%	2.67%	0.73%	1.01%	1.51%	1.40%	3.49%	3.31%	0.70%	1.33%	2.42%	1.93%	5.11%	3.00%	4.76%	1.03%	1.13%	2.36%	0.66%	2.31%	3.17%	2.13%	1.61%	3.45%	1.29%	2.23%	0.53%	0.45%					
19	. Малышкин Олег Александрович	271	12	10	3	11	11	16	11	11	0	1	3	10	6	4	19	9	3	1	8	5	1	8	2	7	10	3	10	2	12	16	10	12	2	14	5	3					
