Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
"Наименование Избирательной комиссии:    Киров, Нововятская"																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422					
1	"Число избирателей, внесенных в список избирателей"	39101	1152	922	2106	2095	2050	2827	2340	2502	2515	2143	2431	2154	2607	2530	2219	2185	1959	2191	173					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	38476	1100	900	2100	2100	2000	2700	2300	2500	2500	2100	2400	2100	2600	2500	2200	2100	1900	2200	176					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17875	383	458	1035	1019	839	1429	1285	1182	1258	725	996	792	1194	1136	1034	1063	930	988	129					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	504	95	23	13	16	39	22	23	15	21	39	21	24	21	21	4	21	27	19	40					
6	Число погашенных избирательных бюллетеней	20097	622	419	1052	1065	1122	1249	992	1303	1221	1336	1383	1284	1385	1343	1162	1016	943	1193	7					
7	Число избирательных бюллетеней в переносных ящиках для голосования	504	95	23	13	16	39	22	23	15	21	39	21	24	21	21	4	21	27	19	40					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17863	383	458	1035	1019	839	1429	1285	1182	1258	725	996	792	1194	1124	1034	1063	930	988	129					
9	Число недействительных избирательных бюллетеней	237	4	6	21	10	9	20	28	11	16	12	12	12	17	18	8	13	11	9	0					
10	Число действительных избирательных бюллетеней	18130	474	475	1027	1025	869	1431	1280	1186	1263	752	1005	804	1198	1127	1030	1071	946	998	169					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	900	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	379	5	5	24	25	18	35	23	27	34	34	21	9	21	17	24	27	16	14	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	419	20	14	30	34	14	91	26	14	28	10	11	11	19	15	20	23	18	17	4					
14	Число погашенных неиспользованных открепительных удостоверений	521	45	45	26	25	32	15	27	23	16	16	29	41	29	33	26	23	34	36	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	0	0	0	1	1	2	3	2	1	0	1	2	0	3	0	1	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3232	100	92	192	198	163	251	217	187	265	117	172	140	239	190	192	175	156	149	37					
		17.60%	20.92%	19.13%	18.32%	19.13%	18.56%	17.30%	16.59%	15.62%	20.72%	15.31%	16.91%	17.16%	19.67%	16.59%	18.50%	16.14%	16.30%	14.80%	21.89%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3306	89	82	149	197	156	252	205	232	216	151	203	171	231	231	176	174	206	151	34					
		17.99%	18.62%	17.05%	14.22%	19.03%	17.77%	17.37%	15.67%	19.38%	16.89%	19.76%	19.96%	20.96%	19.01%	20.17%	16.96%	16.05%	21.53%	14.99%	20.12%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	209	5	5	7	18	14	7	14	19	10	8	10	13	9	20	17	15	11	5	2					
		1.14%	1.05%	1.04%	0.67%	1.74%	1.59%	0.48%	1.07%	1.59%	0.78%	1.05%	0.98%	1.59%	0.74%	1.75%	1.64%	1.38%	1.15%	0.50%	1.18%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4836	124	118	308	294	206	329	363	355	350	184	246	207	319	298	270	298	273	262	32					
		26.33%	25.94%	24.53%	29.39%	28.41%	23.46%	22.67%	27.75%	29.66%	27.37%	24.08%	24.19%	25.37%	26.26%	26.03%	26.01%	27.49%	28.53%	26.02%	18.93%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	613	26	24	29	31	33	51	42	40	46	26	34	27	36	43	44	31	29	20	1					
		3.34%	5.44%	4.99%	2.77%	2.99%	3.76%	3.51%	3.21%	3.34%	3.60%	3.40%	3.34%	3.31%	2.96%	3.76%	4.24%	2.86%	3.03%	1.99%	0.59%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5811	129	148	333	284	289	537	432	342	367	262	335	243	352	337	325	371	259	404	62					
		31.64%	26.99%	30.77%	31.77%	27.44%	32.92%	37.01%	33.03%	28.57%	28.69%	34.29%	32.94%	29.78%	28.97%	29.43%	31.31%	34.23%	27.06%	40.12%	36.69%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	123	1	6	9	3	8	4	7	11	9	4	5	3	12	8	6	7	12	7	1					
		0.67%	0.21%	1.25%	0.86%	0.29%	0.91%	0.28%	0.54%	0.92%	0.70%	0.52%	0.49%	0.37%	0.99%	0.70%	0.58%	0.65%	1.25%	0.70%	0.59%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
