Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Казачинско-Ленская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849					
1	"Число избирателей, внесенных в список избирателей"	14837	328	94	1226	1255	1682	213	840	1868	723	165	1210	411	1401	227	1134	1029	786	92	38	38	34	43					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15079	328	100	1199	1288	1662	260	887	1915	691	197	1185	400	1437	241	1137	1052	827	94	39	40	41	59					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6877	173	57	506	554	776	100	388	866	302	155	392	145	589	144	570	552	436	71	28	18	29	26					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	501	56	4	22	24	35	46	28	23	38	0	67	17	14	15	46	34	22	2	0	2	0	6					
6	Число погашенных избирательных бюллетеней	7701	99	39	671	710	851	114	471	1026	351	42	726	238	834	82	521	466	369	21	11	20	12	27					
7	Число избирательных бюллетеней в переносных ящиках для голосования	501	56	4	22	24	35	46	28	23	38	0	67	17	14	15	46	34	22	2	0	2	0	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6871	173	57	506	554	771	100	387	866	302	155	392	145	589	144	570	552	436	71	28	18	29	26					
9	Число недействительных избирательных бюллетеней	109	2	1	1	5	11	1	7	14	8	2	8	1	12	0	9	12	12	2	0	0	0	1					
10	Число действительных избирательных бюллетеней	7263	227	60	527	573	795	145	408	875	332	153	451	161	591	159	607	574	446	71	28	20	29	31					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	458	3	3	40	36	30	50	32	45	20	20	27	12	33	14	33	30	25	1	1	1	1	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	448	3	3	40	35	30	50	28	45	20	20	27	12	33	14	31	30	25	0	0	0	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	78	0	4	5	4	10	3	3	10	0	2	3	0	4	4	13	11	1	0	0	0	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	10	0	0	0	1	0	0	4	0	0	0	0	0	0	0	2	0	0	1	1	1	0	0					
