Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Ленинский район города Магнитогорска 																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334					
1	"Число избирателей, внесенных в списки"	87450	1395	2589	2483	639	2449	1878	2086	2287	2606	2429	1872	2398	1738	1348	2343	2462	853	1829	1438	2689	2176	2450	2180	2081	929	1514	2250	2098	2384	2064	1163	2039	1797	2088	1224	2163	1462	2346	2275	1364	1196	1692	2437	2017	2250					
2	"Число бюллетеней, полученных участковыми комиссиями"	81800	1300	2400	2300	600	2300	1800	2000	2100	2400	2200	1800	2200	1600	1300	2100	2300	800	1700	1300	2500	2000	2300	2000	1900	900	1400	2100	1900	2200	1900	1700	1900	1500	1900	1100	2000	1400	2200	2200	1300	1100	1600	2300	1900	2100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	45563	461	1130	1035	304	1232	871	873	1251	1405	1307	1029	1217	708	645	918	1350	628	949	715	1320	1177	1373	1059	1240	529	931	1427	1286	1436	1222	1134	1134	876	1174	703	1233	870	1466	1127	712	496	835	1130	786	859					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1634	11	25	17	19	47	16	28	20	32	61	29	54	13	51	63	37	0	23	36	39	27	40	33	37	19	32	39	56	42	17	29	36	235	55	27	37	33	41	8	12	22	34	48	43	11					
6	Число погашенных бюллетеней	34604	833	1245	1248	277	1021	913	1099	829	963	832	742	929	880	602	1119	914	172	728	549	1141	796	887	905	623	353	437	634	558	722	661	534	730	389	671	370	730	497	693	1066	576	582	731	1122	1071	1230					
7	Число бюллетеней в переносных ящиках для голосования	1634	11	25	17	19	47	16	28	20	32	61	29	54	13	51	63	37	0	23	36	39	27	40	33	37	19	32	39	56	42	17	29	36	235	55	27	37	33	41	8	12	22	34	48	43	11					
8	Число бюллетеней в стационарных ящиках для голосования	45507	456	1129	1034	304	1228	871	871	1244	1405	1307	1029	1217	707	645	918	1350	628	947	715	1318	1176	1373	1059	1240	529	931	1426	1286	1436	1222	1132	1134	876	1174	703	1223	870	1466	1111	712	496	835	1129	786	859					
9	Число недействительных бюллетеней	585	9	23	11	3	35	16	8	16	17	12	12	25	20	2	11	9	10	16	9	18	20	21	7	11	6	9	10	11	14	9	7	16	22	21	8	21	8	9	3	5	7	12	18	6	22					
10	Число действительных бюллетеней	46556	458	1131	1040	320	1240	871	891	1248	1420	1356	1046	1246	700	694	970	1378	618	954	742	1339	1183	1392	1085	1266	542	954	1455	1331	1464	1230	1154	1154	1089	1208	722	1239	895	1498	1116	719	511	857	1159	823	848					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1500	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	80	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	130	30	30	30	30	30	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	705	0	8	14	3	8	16	12	7	18	11	23	15	9	3	7	6	68	23	12	14	18	20	16	13	4	8	28	13	23	13	13	17	11	19	7	20	13	15	106	7	4	13	12	9	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	592	2	2	6	4	12	4	25	5	12	18	17	2	11	0	5	11	51	14	16	13	3	16	6	8	7	7	4	7	10	3	9	15	208	4	8	6	5	8	7	0	2	7	6	3	3					
14	Число погашенных открепительных удостоверений	795	30	22	16	27	22	14	18	23	12	19	7	15	21	27	23	24	12	7	18	16	12	10	14	17	26	22	2	17	7	17	17	13	19	11	23	10	17	15	24	23	26	17	18	21	24					
15	Число открепительных удостоверений выданных ТИК	78	1	1	4	0	4	2	4	3	4	4	1	3	3	3	6	1	1	0	1	2	2	2	1	0	2	0	1	0	1	0	5	0	1	0	0	1	2	0	0	1	2	2	2	3	2					
16	Число утраченных бюллетеней	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	9	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
																																																				
18	"1. ""ЕДИНЕНИЕ"""	552	5	10	13	4	20	5	7	15	17	16	13	11	4	10	19	13	13	10	9	15	15	16	8	19	11	3	15	20	18	13	9	14	14	15	10	20	11	8	16	10	4	11	12	10	21					
		1.17%	1.07%	0.86%	1.23%	1.23%	1.56%	0.56%	0.77%	1.18%	1.18%	1.16%	1.22%	0.86%	0.55%	1.43%	1.93%	0.93%	2.07%	1.03%	1.19%	1.10%	1.24%	1.13%	0.73%	1.48%	2.00%	0.31%	1.02%	1.49%	1.21%	1.04%	0.77%	1.19%	1.26%	1.22%	1.36%	1.58%	1.21%	0.53%	1.42%	1.38%	0.77%	1.26%	1.01%	1.20%	2.41%					
