Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
"Наименование Избирательной комиссии:    Волгоград, Центральная"																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590					
1	"Число избирателей, внесенных в списки избирателей"	63827	3183	2437	1502	2347	2700	1524	2363	2023	1996	2434	2309	2078	1382	2107	1205	1083	1125	2123	2373	1862	2189	2188	1893	1917	1765	1633	2337	1771	1585	1606	1587	1337	1863					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	57808	2700	2200	1300	2100	2500	1400	2200	1900	1800	2200	2100	1900	1200	1900	900	1108	900	1800	2100	1700	2000	2200	1700	1800	1700	1500	2200	1600	1500	1500	1400	1200	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	36300	1458	1372	810	1229	1423	935	1442	1219	1058	1445	1324	1183	744	1142	580	1083	605	1011	1263	1049	1155	1252	1036	1044	1105	998	1416	1063	949	950	1005	867	1085					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1481	13	20	22	27	27	6	28	33	45	33	24	47	34	48	112	0	9	137	46	25	45	253	31	49	26	36	52	48	24	62	50	27	42					
6	Число погашенных избирательных бюллетеней	20027	1229	808	468	844	1050	459	730	648	697	722	752	670	422	710	208	25	286	652	791	626	800	695	633	707	569	466	732	489	527	488	345	306	473					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1481	13	20	22	27	27	6	28	33	45	33	24	47	34	48	112	0	9	137	46	25	45	253	31	49	26	36	52	48	24	62	50	27	42					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	36298	1456	1372	810	1229	1423	935	1442	1219	1058	1445	1324	1183	744	1142	580	1083	605	1011	1263	1049	1155	1252	1036	1044	1105	998	1416	1063	949	950	1005	867	1085					
9	Число недействительных избирательных бюллетеней	312	13	10	12	12	11	18	14	10	6	8	8	4	5	9	5	4	5	14	12	6	6	7	8	18	18	5	13	8	7	7	4	6	19					
10	Число действительных избирательных бюллетеней	37467	1456	1382	820	1244	1439	923	1456	1242	1097	1470	1340	1226	773	1181	687	1079	609	1134	1297	1068	1194	1498	1059	1075	1113	1029	1455	1103	966	1005	1051	888	1108					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1960	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	0	60	60	60	60	60	60	60	60	100	60	60	60	60	60	60	60	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	664	16	21	11	16	25	60	23	22	14	18	24	14	15	17	4	0	4	10	19	25	16	24	17	14	75	16	34	24	21	17	13	13	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	734	23	12	13	18	13	21	10	25	23	14	16	20	25	23	23	64	23	12	15	17	17	15	50	32	20	17	20	18	36	26	22	24	27					
14	Число погашенных неиспользованных открепительных удостоверений	1296	44	39	49	44	35	0	37	38	46	42	36	46	45	43	56	0	56	50	41	35	44	36	43	46	25	44	26	36	39	43	47	47	38					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	1163	30	43	30	54	40	34	50	45	40	40	50	46	17	40	16	4	15	30	28	40	43	59	39	41	32	30	46	34	22	30	41	27	27					
		3.08%	2.04%	3.09%	3.61%	4.30%	2.76%	3.61%	3.40%	3.59%	3.63%	2.71%	3.71%	3.74%	2.19%	3.36%	2.31%	0.37%	2.44%	2.61%	2.14%	3.72%	3.58%	3.92%	3.66%	3.75%	2.83%	2.90%	3.13%	3.06%	2.26%	2.96%	3.89%	3.02%	2.40%					
19	2.Всероссийская политическая партия «Гражданская Сила»	699	17	16	7	14	27	10	29	29	32	31	29	32	13	26	11	4	13	19	16	14	22	27	21	17	28	34	26	16	36	13	24	13	33					
		1.85%	1.16%	1.15%	0.84%	1.11%	1.86%	1.06%	1.97%	2.32%	2.90%	2.10%	2.15%	2.60%	1.67%	2.18%	1.59%	0.37%	2.12%	1.66%	1.22%	1.30%	1.83%	1.79%	1.97%	1.56%	2.48%	3.29%	1.77%	1.44%	3.70%	1.28%	2.27%	1.45%	2.93%					
20	3.Политическая партия «Демократическая партия России»	57	4	2	3	4	1	4	2	1	0	2	5	1	0	0	0	2	1	2	1	2	1	4	2	2	1	1	1	1	0	2	1	1	3					
		0.15%	0.27%	0.14%	0.36%	0.32%	0.07%	0.43%	0.14%	0.08%	0.00%	0.14%	0.37%	0.08%	0.00%	0.00%	0.00%	0.18%	0.16%	0.17%	0.08%	0.19%	0.08%	0.27%	0.19%	0.18%	0.09%	0.10%	0.07%	0.09%	0.00%	0.20%	0.09%	0.11%	0.27%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6549	171	224	138	192	293	145	246	251	199	264	215	207	152	214	96	10	69	194	264	170	231	322	236	193	200	186	349	223	154	189	204	178	170					
		17.34%	11.64%	16.09%	16.59%	15.29%	20.21%	15.41%	16.73%	20.05%	18.04%	17.86%	15.95%	16.83%	19.54%	17.98%	13.87%	0.92%	11.24%	16.90%	20.17%	15.83%	19.25%	21.40%	22.12%	17.66%	17.68%	17.99%	23.77%	20.07%	15.83%	18.68%	19.34%	19.91%	15.08%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	523	12	15	9	11	18	8	11	16	14	21	14	8	10	16	10	3	9	6	18	15	19	29	15	19	27	24	28	15	20	26	18	19	20					
		1.38%	0.82%	1.08%	1.08%	0.88%	1.24%	0.85%	0.75%	1.28%	1.27%	1.42%	1.04%	0.65%	1.29%	1.34%	1.45%	0.28%	1.47%	0.52%	1.38%	1.40%	1.58%	1.93%	1.41%	1.74%	2.39%	2.32%	1.91%	1.35%	2.06%	2.57%	1.71%	2.13%	1.77%					
23	6.Политическая партия «Партия социальной справедливости»	91	1	4	1	3	4	5	2	3	1	4	4	6	3	3	0	1	1	3	3	4	4	8	2	3	4	0	4	4	2	1	1	1	1					
		0.24%	0.07%	0.29%	0.12%	0.24%	0.28%	0.53%	0.14%	0.24%	0.09%	0.27%	0.30%	0.49%	0.39%	0.25%	0.00%	0.09%	0.16%	0.26%	0.23%	0.37%	0.33%	0.53%	0.19%	0.27%	0.35%	0.00%	0.27%	0.36%	0.21%	0.10%	0.09%	0.11%	0.09%					
24	7.Политическая партия «Либерально-демократическая партия России»	3178	165	149	81	109	112	145	129	92	64	124	113	107	62	79	73	72	88	91	98	95	71	95	60	107	88	91	119	78	84	78	63	63	133					
		8.41%	11.23%	10.70%	9.74%	8.68%	7.72%	15.41%	8.78%	7.35%	5.80%	8.39%	8.38%	8.70%	7.97%	6.64%	10.55%	6.65%	14.33%	7.93%	7.49%	8.85%	5.92%	6.31%	5.62%	9.79%	7.78%	8.80%	8.11%	7.02%	8.63%	7.71%	5.97%	7.05%	11.80%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4187	109	159	89	165	148	80	182	142	120	143	178	115	99	119	41	14	53	151	207	133	161	218	117	119	122	117	146	159	123	149	122	91	96					
		11.08%	7.42%	11.42%	10.70%	13.14%	10.21%	8.50%	12.38%	11.34%	10.88%	9.68%	13.20%	9.35%	12.72%	10.00%	5.92%	1.29%	8.63%	13.15%	15.81%	12.38%	13.42%	14.49%	10.97%	10.89%	10.79%	11.32%	9.95%	14.31%	12.64%	14.72%	11.56%	10.18%	8.52%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	468	10	6	8	12	11	11	22	11	11	27	19	20	9	35	12	2	14	4	11	16	15	18	8	11	9	18	20	13	19	11	13	21	21					
		1.24%	0.68%	0.43%	0.96%	0.96%	0.76%	1.17%	1.50%	0.88%	0.99%	1.83%	1.41%	1.63%	1.16%	2.94%	1.73%	0.18%	2.28%	0.35%	0.84%	1.49%	1.25%	1.20%	0.75%	1.01%	0.80%	1.74%	1.36%	1.17%	1.95%	1.09%	1.23%	2.35%	1.86%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19226	910	722	434	651	738	454	733	612	576	763	673	637	381	605	407	965	331	595	622	539	600	668	513	511	544	467	656	503	459	449	510	434	564					
		50.89%	61.95%	51.87%	52.16%	51.83%	50.90%	48.25%	49.86%	48.88%	52.22%	51.62%	49.93%	51.79%	48.97%	50.84%	58.82%	89.10%	53.91%	51.83%	47.52%	50.19%	50.00%	44.39%	48.08%	46.75%	48.10%	45.16%	44.69%	45.27%	47.17%	44.37%	48.34%	48.55%	50.04%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1326	27	42	20	29	47	27	50	40	40	51	40	47	27	44	21	2	15	39	29	40	27	50	46	52	58	61	60	57	47	57	54	40	40					
		3.51%	1.84%	3.02%	2.40%	2.31%	3.24%	2.87%	3.40%	3.19%	3.63%	3.45%	2.97%	3.82%	3.47%	3.70%	3.03%	0.18%	2.44%	3.40%	2.22%	3.72%	2.25%	3.32%	4.31%	4.76%	5.13%	5.90%	4.09%	5.13%	4.83%	5.63%	5.12%	4.47%	3.55%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
