Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
"Наименование Избирательной комиссии:    Волгоград, Центральная"																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034					
1	"Число избирателей, внесенных в список избирателей"	62282	2279	2012	2248	2343	2011	1952	2347	1984	2064	2565	2206	2011	1394	2285	1369	489	1380	1978	2236	1697	2178	2019	2286	1775	1561	1648	2189	1698	1623	1648	1579	1213	1785	230					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	52300	1700	1700	1900	1900	1800	1900	2000	1600	1600	2100	1900	1600	1100	1900	1100	500	900	1600	2000	1500	1800	1500	1900	1600	1200	1400	1900	1500	1300	1300	1200	1000	1400	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	34498	915	1149	1218	1254	1005	1270	1310	1214	1150	1555	1281	1394	681	1262	753	489	698	863	1103	910	1019	995	1265	931	998	962	1268	999	815	960	841	751	990	230					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1842	4	13	40	36	42	20	30	34	35	41	31	42	103	39	8	0	13	97	63	27	119	169	48	27	39	105	54	44	148	36	232	29	74	0					
6	Число погашенных избирательных бюллетеней	15960	781	538	642	610	753	610	660	352	415	504	588	164	316	599	339	11	189	640	834	563	662	336	587	642	163	333	578	457	337	304	127	220	336	770					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1841	4	13	40	36	42	20	30	34	35	41	31	42	103	39	8	0	13	97	63	27	119	169	48	27	39	105	54	44	148	36	231	29	74	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	34451	915	1149	1178	1254	1005	1270	1310	1213	1150	1549	1281	1394	681	1262	753	489	698	863	1103	910	1019	995	1265	931	998	962	1268	999	815	960	841	751	990	230					
9	Число недействительных избирательных бюллетеней	568	26	20	12	21	18	17	19	29	11	29	18	12	9	16	9	11	12	16	12	17	28	7	23	21	17	20	20	14	19	18	16	13	16	2					
10	Число действительных избирательных бюллетеней	35724	893	1142	1206	1269	1029	1273	1321	1218	1174	1561	1294	1424	775	1285	752	478	699	944	1154	920	1110	1157	1290	937	1020	1047	1302	1029	944	978	1056	767	1048	228					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1460	40	45	60	65	55	60	40	75	35	35	65	45	25	65	45	0	25	25	55	35	45	45	35	55	25	55	45	25	25	65	25	25	95	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1036	30	36	41	52	37	52	37	36	29	35	52	28	23	36	35	0	11	23	27	25	32	32	33	44	18	24	40	25	21	24	21	17	60	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1878	39	34	38	17	22	38	17	121	148	175	36	73	38	34	79	46	42	30	27	31	27	49	104	30	57	37	20	29	35	73	22	33	84	193					
14	Число погашенных неиспользованных открепительных удостоверений	424	10	9	19	13	18	8	3	39	6	0	13	17	2	29	10	0	14	2	28	10	13	13	2	11	7	31	5	0	4	41	4	8	35	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	2	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	2	1	0	0	2	0	1	2	0	1	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6900	138	193	205	264	201	204	290	240	216	310	299	217	137	303	135	29	135	210	309	193	257	226	231	178	173	221	252	219	183	182	222	121	169	38					
		19.01%	15.02%	16.61%	16.83%	20.47%	19.20%	15.81%	21.64%	19.25%	18.23%	19.50%	22.79%	15.11%	17.47%	23.29%	17.74%	5.93%	18.99%	21.88%	26.50%	20.60%	22.58%	19.42%	17.59%	18.58%	16.68%	20.71%	19.06%	20.99%	19.00%	18.27%	20.71%	15.51%	15.88%	16.52%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4306	141	146	135	157	151	288	152	126	127	155	159	128	111	166	112	105	101	117	145	120	120	113	129	95	113	114	116	116	96	94	101	70	142	45					
		11.86%	15.34%	12.56%	11.08%	12.17%	14.42%	22.33%	11.34%	10.10%	10.72%	9.75%	12.12%	8.91%	14.16%	12.76%	14.72%	21.47%	14.21%	12.19%	12.44%	12.81%	10.54%	9.71%	9.82%	9.92%	10.90%	10.68%	8.77%	11.12%	9.97%	9.44%	9.42%	8.97%	13.35%	19.57%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	594	17	10	18	12	18	20	27	16	23	19	27	25	11	24	9	2	12	13	14	5	11	18	24	14	24	19	36	16	19	19	12	31	25	4					
		1.64%	1.85%	0.86%	1.48%	0.93%	1.72%	1.55%	2.01%	1.28%	1.94%	1.19%	2.06%	1.74%	1.40%	1.84%	1.18%	0.41%	1.69%	1.35%	1.20%	0.53%	0.97%	1.55%	1.83%	1.46%	2.31%	1.78%	2.72%	1.53%	1.97%	1.91%	1.12%	3.97%	2.35%	1.74%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10192	236	356	408	339	314	365	391	365	346	441	339	322	233	353	193	21	176	281	350	273	319	383	418	283	288	294	410	304	226	271	299	229	312	54					
		28.08%	25.68%	30.64%	33.50%	26.28%	29.99%	28.29%	29.18%	29.27%	29.20%	27.74%	25.84%	22.42%	29.72%	27.13%	25.36%	4.29%	24.75%	29.27%	30.02%	29.14%	28.03%	32.90%	31.84%	29.54%	27.77%	27.55%	31.01%	29.15%	23.47%	27.21%	27.89%	29.36%	29.32%	23.48%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3445	64	82	81	102	78	88	122	112	114	149	121	115	50	91	65	9	67	91	92	87	116	122	136	122	160	132	197	115	111	115	118	113	87	21					
		9.49%	6.96%	7.06%	6.65%	7.91%	7.45%	6.82%	9.10%	8.98%	9.62%	9.37%	9.22%	8.01%	6.38%	6.99%	8.54%	1.84%	9.42%	9.48%	7.89%	9.28%	10.19%	10.48%	10.36%	12.73%	15.43%	12.37%	14.90%	11.03%	11.53%	11.55%	11.01%	14.49%	8.18%	9.13%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9922	287	339	354	376	256	299	326	343	340	475	336	603	227	333	234	309	190	224	234	236	277	282	340	232	256	247	277	244	299	286	292	199	304	66					
		27.34%	31.23%	29.17%	29.06%	29.15%	24.45%	23.18%	24.33%	27.51%	28.69%	29.87%	25.61%	41.99%	28.95%	25.60%	30.75%	63.19%	26.72%	23.33%	20.07%	25.19%	24.34%	24.23%	25.89%	24.22%	24.69%	23.15%	20.95%	23.39%	31.05%	28.71%	27.24%	25.51%	28.57%	28.70%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	365	10	16	5	19	11	9	13	16	8	12	13	14	6	15	4	3	18	8	10	6	10	13	12	13	6	20	14	15	10	11	12	4	9	0					
		1.01%	1.09%	1.38%	0.41%	1.47%	1.05%	0.70%	0.97%	1.28%	0.68%	0.75%	0.99%	0.97%	0.77%	1.15%	0.53%	0.61%	2.53%	0.83%	0.86%	0.64%	0.88%	1.12%	0.91%	1.36%	0.58%	1.87%	1.06%	1.44%	1.04%	1.10%	1.12%	0.51%	0.85%	0.00%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
