Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва														
Дата голосования: 07.12.2003 0:00:00														
														
Наименование Избирательной комиссии:    Аяно-Майская														
														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)														
														
		Сумма	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480					
1	"Число избирателей, внесенных в списки"	2715	161	753	245	191	869	221	275					
2	"Число бюллетеней, полученных участковыми комиссиями"	2672	160	714	244	170	850	221	313					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	49	0	0	4	0	45	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	1574	87	391	149	90	361	221	275					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	30	2	6	1	9	12	0	0					
6	Число погашенных бюллетеней	1018	71	317	90	71	431	0	38					
7	Число бюллетеней в переносных ящиках для голосования	79	2	6	5	9	57	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	1572	87	390	149	90	360	221	275					
9	Число недействительных бюллетеней	14	1	2	2	0	6	0	3					
10	Число действительных бюллетеней	1637	88	394	152	99	411	221	272					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	97	10	25	10	10	25	7	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	7	0	3	0	0	4	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2	0	2	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	90	10	22	10	10	21	7	10					
15	Число открепительных удостоверений выданных ТИК	3	0	3	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	1	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0					
														
18	"1. ""ЕДИНЕНИЕ"""	36	4	9	3	2	6	8	4					
		2.18%	4.49%	2.27%	1.94%	2.02%	1.43%	3.61%	1.45%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	62	8	19	3	1	14	9	8					
		3.75%	8.98%	4.79%	1.94%	1.01%	3.35%	4.07%	2.90%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	62	10	11	9	3	20	4	5					
		3.75%	11.23%	2.77%	5.84%	3.03%	4.79%	1.80%	1.81%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	57	4	6	0	2	17	17	11					
		3.45%	4.49%	1.51%	0.0%	2.02%	4.07%	7.69%	4.0%					
22	"5. ""За Русь Святую"""	12	2	3	0	1	3	3	0					
		0.72%	2.24%	0.75%	0.0%	1.01%	0.71%	1.35%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	8	1	1	1	0	2	1	2					
		0.48%	1.12%	0.25%	0.64%	0.0%	0.47%	0.45%	0.72%					
24	"7. ""Новый курс - Автомобильная Россия"""	14	0	3	0	1	6	2	2					
		0.84%	0.0%	0.75%	0.0%	1.01%	1.43%	0.90%	0.72%					
25	"8. ""Народно-республиканская партия России"""	6	0	0	0	0	2	3	1					
		0.36%	0.0%	0.0%	0.0%	0.0%	0.47%	1.35%	0.36%					
