Выборы Президента Российской Федерации																						
																						
Наименование Избирательной комиссии:    Томаринская																						
																						
Итоги голосования 																						
																						
		Сумма	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189					
1	"Число избирателей, внесенных в список"	8102	69	673	684	453	715	223	539	168	403	260	439	465	1281	1646	84					
2	Число полученных избирательных бюллетеней	8038	66	685	670	465	750	220	550	175	405	260	416	415	1270	1615	76					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	5174	58	389	440	316	446	187	448	156	275	217	214	249	737	975	67					
5	"Число избирательных бюллетеней, выданных вне помещения"	452	7	72	45	51	39	0	14	0	30	9	22	24	74	58	7					
6	Число погашенных избирательных бюллетеней	2412	1	224	185	98	265	33	88	19	100	34	180	142	459	582	2					
7	Число избирательных бюллетеней в переносных ящиках	452	7	72	45	51	39	0	14	0	30	9	22	24	74	58	7					
8	Число бюллетеней в стационарных ящиках для голосования	5174	58	389	440	316	446	187	448	156	275	217	214	249	737	975	67					
9	Число недействительных избирательных бюллетеней	45	0	2	3	1	6	0	1	1	3	2	6	3	9	8	0					
10	Число действительных избирательных бюллетеней	5581	65	459	482	366	479	187	461	155	302	224	230	270	802	1025	74					
11	Число полученных открепительных  удостоверений	135	5	10	10	10	10	5	10	5	10	5	10	10	15	15	5					
12	Число выданных открепительных удостоверений	89	4	10	5	10	3	2	5	4	3	5	4	3	15	14	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	69	5	0	0	1	1	3	3	0	2	1	18	8	6	15	6					
14	Число неиспользованных открепительных удостоверений	46	1	0	5	0	7	3	5	1	7	0	6	7	0	1	3					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																						
18	. Глазьев Сергей Юрьевич	222	1	29	25	8	24	0	17	1	11	2	9	7	34	51	3					
		3.95%	1.54%	6.29%	5.15%	2.18%	4.95%	0.00%	3.68%	0.64%	3.61%	0.88%	3.81%	2.56%	4.19%	4.94%	4.05%					
19	. Малышкин Олег Александрович	151	4	12	23	8	10	1	8	4	7	4	6	14	23	19	8					
		2.68%	6.15%	2.60%	4.74%	2.18%	2.06%	0.53%	1.73%	2.56%	2.30%	1.77%	2.54%	5.13%	2.84%	1.84%	10.81%					
20	. Миронов Сергей Михайлович	35	0	1	3	1	3	1	1	3	2	0	2	5	4	9	0					
		0.62%	0.00%	0.22%	0.62%	0.27%	0.62%	0.53%	0.22%	1.92%	0.66%	0.00%	0.85%	1.83%	0.49%	0.87%	0.00%					
21	. Путин Владимир Владимирович	4034	42	316	328	270	360	153	390	129	240	189	157	176	563	667	54					
		71.70%	64.62%	68.55%	67.63%	73.57%	74.23%	81.82%	84.42%	82.69%	78.69%	83.63%	66.53%	64.47%	69.42%	64.57%	72.97%					
22	. Хакамада Ирина Муцуовна	211	1	13	17	15	18	0	5	1	6	9	11	12	39	63	1					
		3.75%	1.54%	2.82%	3.51%	4.09%	3.71%	0.00%	1.08%	0.64%	1.97%	3.98%	4.66%	4.40%	4.81%	6.10%	1.35%					
23	. Харитонов Николай Михайлович	759	17	67	75	56	59	30	34	13	26	16	28	51	109	171	7					
		13.49%	26.15%	14.53%	15.46%	15.26%	12.16%	16.04%	7.36%	8.33%	8.52%	7.08%	11.86%	18.68%	13.44%	16.55%	9.46%					
																						
24	Против всех	169	0	21	11	8	5	2	6	4	10	4	17	5	30	45	1					
		3.00%	0.00%	4.56%	2.27%	2.18%	1.03%	1.07%	1.30%	2.56%	3.28%	1.77%	7.20%	1.83%	3.70%	4.36%	1.35%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
