Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																									
Дата голосования: 18.09.2016																									
																									
Наименование Избирательной комиссии:    Сусанинская																									
																									
Сводная таблица итогов голосования по федеральному избирательному округу																									
																									
		Сумма	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	6443	399	236	215	174	201	299	120	226	356	238	371	1622	1500	486									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	5560	350	200	200	160	190	250	110	200	300	200	300	1400	1300	400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	2454	137	92	100	67	99	61	60	76	113	106	107	751	499	186									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	291	53	13	7	9	13	23	0	19	15	25	52	10	22	30									
6	Число погашенных избирательных бюллетеней	2815	160	95	93	84	78	166	50	105	172	69	141	639	779	184									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	291	53	13	7	9	13	23	0	19	15	25	52	10	22	30									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	2454	137	92	100	67	99	61	60	76	113	106	107	751	499	186									
9	Число недействительных избирательных бюллетеней	65	0	1	2	1	0	0	2	0	2	3	2	21	15	16									
10	Число действительных избирательных бюллетеней	2680	190	104	105	75	112	84	58	95	126	128	157	740	506	200									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	120	10	5	5	5	5	10	5	5	10	5	5	20	20	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	16	2	2	0	0	0	0	4	2	1	0	2	2	1	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	16	0	0	1	2	1	2	0	1	1	0	0	4	3	1									
14	Число погашенных неиспользованных открепительных удостоверений	104	8	3	5	5	5	10	1	3	9	5	3	18	19	10									
