Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Березовская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	13451	437	398	133	457	485	1607	865	1812	695	662	366	238	238	709	408	248	130	286	207	129	172	446	99	124	226	198	221	426	159	83	141	334	312									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11610	400	350	100	400	450	1400	800	1500	650	600	300	200	200	650	350	200	100	250	160	100	150	400	80	100	200	150	180	350	100	70	120	300	250									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	104	0	0	0	0	49	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4862	118	119	40	155	96	653	372	672	205	256	138	74	97	167	143	56	49	118	52	28	58	188	42	48	128	99	93	203	40	43	69	118	125									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	842	47	31	31	35	23	6	12	33	13	34	37	26	8	40	26	39	13	28	44	29	41	33	9	11	22	18	16	18	28	4	9	50	28									
6	Число погашенных избирательных бюллетеней	5802	235	200	29	210	282	741	416	795	432	310	125	100	95	388	181	105	38	104	64	43	51	179	29	41	50	33	71	129	32	23	42	132	97									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	946	47	31	31	35	72	6	12	33	13	34	37	26	8	95	26	39	13	28	44	29	41	33	9	11	22	18	16	18	28	4	9	50	28									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4862	118	119	40	155	96	653	372	672	205	256	138	74	97	167	143	56	49	118	52	28	58	188	42	48	128	99	93	203	40	43	69	118	125									
9	Число недействительных избирательных бюллетеней	173	7	3	0	4	4	24	9	28	7	10	8	3	3	11	5	4	0	4	3	0	1	5	0	0	5	2	3	4	2	2	5	2	5									
10	Число действительных избирательных бюллетеней	5635	158	147	71	186	164	635	375	677	211	280	167	97	102	251	164	91	62	142	93	57	98	216	51	59	145	115	106	217	66	45	73	166	148									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	285	10	10	5	10	10	30	10	20	10	15	10	5	5	10	10	5	5	10	5	5	5	10	5	5	5	5	5	10	5	5	5	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	105	2	1	0	2	1	21	5	19	3	12	1	2	2	5	4	0	0	2	2	0	0	1	5	1	0	2	0	1	1	0	2	4	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	72	4	2	2	2	1	9	3	2	2	4	1	1	1	2	3	1	0	2	2	1	1	2	0	0	4	3	2	3	3	1	2	3	3									
14	Число погашенных неиспользованных открепительных удостоверений	180	8	9	5	8	9	9	5	1	7	3	9	3	3	5	6	5	5	8	3	5	5	9	0	4	5	3	5	9	4	5	3	6	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	0	0	0	0	0	3	4	6	0	2	2	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	58	1	2	3	3	1	5	5	6	0	5	0	1	1	1	1	0	0	5	0	0	0	2	0	0	1	0	0	0	1	3	2	5	4									
		0.99%	0.61%	1.33%	4.23%	1.58%	0.60%	0.76%	1.30%	0.85%	0.00%	1.72%	0.00%	1.00%	0.95%	0.38%	0.59%	0.00%	0.00%	3.42%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	1.47%	6.38%	2.56%	2.98%	2.61%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	274	4	4	1	10	5	29	18	34	11	12	15	4	9	11	6	6	3	5	5	4	2	9	5	3	12	6	13	10	3	2	1	8	4									
		4.72%	2.42%	2.67%	1.41%	5.26%	2.98%	4.40%	4.69%	4.82%	5.05%	4.14%	8.57%	4.00%	8.57%	4.20%	3.55%	6.32%	4.84%	3.42%	5.21%	7.02%	2.02%	4.07%	9.80%	5.08%	8.00%	5.13%	11.93%	4.52%	4.41%	4.26%	1.28%	4.76%	2.61%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	171	5	4	1	13	4	21	16	16	6	9	1	2	4	6	11	1	0	8	2	1	2	6	0	2	2	7	1	4	4	0	4	5	3									
		2.94%	3.03%	2.67%	1.41%	6.84%	2.38%	3.19%	4.17%	2.27%	2.75%	3.10%	0.57%	2.00%	3.81%	2.29%	6.51%	1.05%	0.00%	5.48%	2.08%	1.75%	2.02%	2.71%	0.00%	3.39%	1.33%	5.98%	0.92%	1.81%	5.88%	0.00%	5.13%	2.98%	1.96%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2632	96	82	49	90	100	253	166	293	74	105	98	53	28	124	89	50	33	80	28	26	54	99	33	27	28	42	37	111	47	27	52	76	82									
