Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Дивеевская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963					
1	"Число избирателей, внесенных в списки"	13110	689	417	554	2085	1259	1366	625	481	248	525	519	122	102	287	287	202	2277	195	281	457	43	89					
2	"Число бюллетеней, полученных участковыми комиссиями"	11900	630	360	460	1800	1200	1200	540	430	230	450	500	100	100	300	300	200	2000	200	300	450	50	100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5312	214	213	279	826	243	580	286	225	109	198	206	50	51	128	148	54	918	123	126	247	35	53					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	580	43	24	38	36	114	7	25	18	0	28	50	19	25	14	10	10	29	13	20	48	0	9					
6	Число погашенных бюллетеней	6008	373	123	143	938	843	613	229	187	121	224	244	31	24	158	142	136	1053	64	154	155	15	38					
7	Число бюллетеней в переносных ящиках для голосования	580	43	24	38	36	114	7	25	18	0	28	50	19	25	14	10	10	29	13	20	48	0	9					
8	Число бюллетеней в стационарных ящиках для голосования	5311	214	213	279	826	243	580	286	225	108	198	206	50	51	128	148	54	918	123	126	247	35	53					
9	Число недействительных бюллетеней	138	6	5	9	9	14	9	7	1	5	2	5	1	2	3	6	3	31	5	5	8	0	2					
10	Число действительных бюллетеней	5753	251	232	308	853	343	578	304	242	103	224	251	68	74	139	152	61	916	131	141	287	35	60					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	450	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	40	20	20	20	10	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	39	0	0	0	14	5	7	2	1	2	0	0	0	0	2	0	0	4	1	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	35	1	2	1	3	1	3	2	0	3	3	0	1	1	0	1	1	4	3	3	1	0	1					
14	Число погашенных открепительных удостоверений	411	20	20	20	6	15	13	18	19	18	20	20	20	20	18	20	20	36	19	20	19	10	20					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	109	5	4	7	8	6	3	9	7	3	11	8	3	1	3	2	3	14	3	3	4	0	2					
		1.85%	1.94%	1.68%	2.20%	0.92%	1.68%	0.51%	2.89%	2.88%	2.77%	4.86%	3.12%	4.34%	1.31%	2.11%	1.26%	4.68%	1.47%	2.20%	2.05%	1.35%	0.0%	3.22%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	124	5	2	0	23	17	18	9	8	4	2	1	4	1	1	0	0	20	1	3	3	0	2					
		2.10%	1.94%	0.84%	0.0%	2.66%	4.76%	3.06%	2.89%	3.29%	3.70%	0.88%	0.39%	5.79%	1.31%	0.70%	0.0%	0.0%	2.11%	0.73%	2.05%	1.01%	0.0%	3.22%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	151	4	7	9	17	7	5	13	7	2	6	8	2	7	2	0	4	25	4	4	16	0	2					
		2.56%	1.55%	2.95%	2.83%	1.97%	1.96%	0.85%	4.18%	2.88%	1.85%	2.65%	3.12%	2.89%	9.21%	1.40%	0.0%	6.25%	2.63%	2.94%	2.73%	5.42%	0.0%	3.22%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	95	4	1	2	22	5	9	4	2	2	3	7	0	2	4	2	0	23	0	2	1	0	0					
		1.61%	1.55%	0.42%	0.63%	2.55%	1.40%	1.53%	1.28%	0.82%	1.85%	1.32%	2.73%	0.0%	2.63%	2.81%	1.26%	0.0%	2.42%	0.0%	1.36%	0.33%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	153	5	1	9	21	16	33	15	1	0	5	3	2	4	1	2	2	17	6	3	5	1	1					
		2.59%	1.94%	0.42%	2.83%	2.43%	4.48%	5.62%	4.82%	0.41%	0.0%	2.21%	1.17%	2.89%	5.26%	0.70%	1.26%	3.12%	1.79%	4.41%	2.05%	1.69%	2.85%	1.61%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	0	0	0	2	3	1	2	1	1	0	4	0	1	0	0	2	2	2	1	0	0	1					
		0.39%	0.0%	0.0%	0.0%	0.23%	0.84%	0.17%	0.64%	0.41%	0.92%	0.0%	1.56%	0.0%	1.31%	0.0%	0.0%	3.12%	0.21%	1.47%	0.68%	0.0%	0.0%	1.61%					
24	"7. ""Новый курс - Автомобильная Россия"""	27	0	1	0	2	2	1	3	5	3	1	2	0	0	0	1	1	2	0	2	1	0	0					
		0.45%	0.0%	0.42%	0.0%	0.23%	0.56%	0.17%	0.96%	2.05%	2.77%	0.44%	0.78%	0.0%	0.0%	0.0%	0.63%	1.56%	0.21%	0.0%	1.36%	0.33%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	12	0	0	0	0	1	2	0	0	0	0	0	1	0	3	0	0	4	0	0	1	0	0					
		0.20%	0.0%	0.0%	0.0%	0.0%	0.28%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	1.44%	0.0%	2.11%	0.0%	0.0%	0.42%	0.0%	0.0%	0.33%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	3	1	0	4	0	1	2	1	0	0	2	0	0	0	0	0	6	0	0	1	0	0					
		0.35%	1.16%	0.42%	0.0%	0.46%	0.0%	0.17%	0.64%	0.41%	0.0%	0.0%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.33%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	426	11	22	45	42	19	33	61	35	18	18	4	5	4	8	11	1	41	12	10	22	4	0					
		7.23%	4.28%	9.28%	14.19%	4.87%	5.32%	5.62%	19.61%	14.40%	16.66%	7.96%	1.56%	7.24%	5.26%	5.63%	6.96%	1.56%	4.32%	8.82%	6.84%	7.45%	11.42%	0.0%					
28	"11. ""Истинные патриоты России"""	6	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0					
		0.10%	0.0%	0.42%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.92%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.33%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	106	7	3	8	20	6	4	8	4	5	1	6	0	5	0	2	2	12	2	2	7	0	2					
		1.79%	2.72%	1.26%	2.52%	2.32%	1.68%	0.68%	2.57%	1.64%	4.62%	0.44%	2.34%	0.0%	6.57%	0.0%	1.26%	3.12%	1.26%	1.47%	1.36%	2.37%	0.0%	3.22%					
30	"13. ""Демократическая партия России"""	22	0	0	1	1	1	2	6	1	0	0	2	1	0	1	0	0	0	2	2	0	1	1					
		0.37%	0.0%	0.0%	0.31%	0.11%	0.28%	0.34%	1.92%	0.41%	0.0%	0.0%	0.78%	1.44%	0.0%	0.70%	0.0%	0.0%	0.0%	1.47%	1.36%	0.0%	2.85%	1.61%					
31	"14. ""Великая Россия - Евразийский Союз"""	14	0	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	3	1	0	0	0	0					
		0.23%	0.0%	0.42%	0.0%	0.0%	0.28%	0.17%	0.0%	0.0%	0.92%	0.44%	0.39%	1.44%	1.31%	0.0%	0.63%	1.56%	0.31%	0.73%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	9	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	2	0	0	2	0	0					
		0.15%	0.0%	0.42%	0.0%	0.11%	0.0%	0.0%	0.32%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	1.56%	0.21%	0.0%	0.0%	0.67%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	370	20	11	17	69	23	51	25	8	2	14	14	5	2	4	10	4	74	5	4	5	1	2					
		6.28%	7.78%	4.64%	5.36%	8.00%	6.44%	8.68%	8.03%	3.29%	1.85%	6.19%	5.46%	7.24%	2.63%	2.81%	6.32%	6.25%	7.81%	3.67%	2.73%	1.69%	2.85%	3.22%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	26	1	0	1	3	4	2	1	1	1	0	1	0	1	0	1	3	1	0	1	1	3	0					
		0.44%	0.38%	0.0%	0.31%	0.34%	1.12%	0.34%	0.32%	0.41%	0.92%	0.0%	0.39%	0.0%	1.31%	0.0%	0.63%	4.68%	0.10%	0.0%	0.68%	0.33%	8.57%	0.0%					
35	"18. ""ЛДПР"""	541	16	23	29	64	27	39	29	25	10	16	10	5	10	18	19	8	132	14	15	31	0	1					
		9.18%	6.22%	9.70%	9.14%	7.42%	7.56%	6.64%	9.32%	10.28%	9.25%	7.07%	3.90%	7.24%	13.15%	12.67%	12.02%	12.5%	13.93%	10.29%	10.27%	10.50%	0.0%	1.61%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	116	4	13	8	16	8	11	4	5	8	2	4	1	1	3	4	0	11	2	4	5	2	0					
		1.96%	1.55%	5.48%	2.52%	1.85%	2.24%	1.87%	1.28%	2.05%	7.40%	0.88%	1.56%	1.44%	1.31%	2.11%	2.53%	0.0%	1.16%	1.47%	2.73%	1.69%	5.71%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	2110	68	99	132	292	132	185	62	97	37	84	141	23	25	56	56	8	331	48	48	146	4	36					
		35.81%	26.45%	41.77%	41.64%	33.87%	36.97%	31.51%	19.93%	39.91%	34.25%	37.16%	55.07%	33.33%	32.89%	39.43%	35.44%	12.5%	34.95%	35.29%	32.87%	49.49%	11.42%	58.06%					
38	"21. ""Российская Конституционно-демократическая партия"""	13	0	0	1	1	1	2	0	0	0	0	1	0	0	0	2	1	0	1	1	1	0	1					
		0.22%	0.0%	0.0%	0.31%	0.11%	0.28%	0.34%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	1.26%	1.56%	0.0%	0.73%	0.68%	0.33%	0.0%	1.61%					
39	"22. ""Развитие предпринимательства"""	7	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0					
		0.11%	0.38%	0.0%	0.0%	0.11%	0.28%	0.17%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.68%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1063	84	31	36	208	50	147	36	28	3	55	28	12	6	34	38	16	154	24	32	18	15	8					
		18.04%	32.68%	13.08%	11.35%	24.12%	14.00%	25.04%	11.57%	11.52%	2.77%	24.33%	10.93%	17.39%	7.89%	23.94%	24.05%	25.0%	16.26%	17.64%	21.91%	6.10%	42.85%	12.90%					
																													
41	Против всех	209	13	10	3	36	13	26	13	6	2	4	3	3	3	1	1	4	40	4	3	16	4	1					
		3.54%	5.05%	4.21%	0.94%	4.17%	3.64%	4.42%	4.18%	2.46%	1.85%	1.76%	1.17%	4.34%	3.94%	0.70%	0.63%	6.25%	4.22%	2.94%	2.05%	5.42%	11.42%	1.61%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
