Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Савеловский район																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №3061	УИК №3062					
1	"Число избирателей, внесенных в списки"	37797	2810	2241	1272	2888	2449	2542	2709	2658	2759	2822	2741	2334	2270	2724	2275	113	190					
2	"Число бюллетеней, полученных участковыми комиссиями"	37000	2500	2200	2300	2400	2400	2500	2700	2500	2700	2700	2500	2300	2200	2500	2200	200	200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	22036	1590	1298	1225	1744	1311	1392	1487	1297	1548	1584	1699	1365	1334	1505	1356	112	189					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	713	57	31	47	32	27	64	31	78	52	53	66	50	45	40	40	0	0					
6	Число погашенных бюллетеней	14251	853	871	1028	624	1062	1044	1182	1125	1100	1063	735	885	821	955	804	88	11					
7	Число бюллетеней в переносных ящиках для голосования	738	57	31	47	32	27	64	31	78	52	53	66	50	45	40	40	0	25					
8	Число бюллетеней в стационарных ящиках для голосования	21742	1575	1293	1221	1737	1309	1248	1474	1297	1540	1579	1633	1365	1334	1505	1356	112	164					
9	Число недействительных бюллетеней	214	11	13	16	16	11	38	8	11	16	14	16	15	9	10	8	0	2					
10	Число действительных бюллетеней	22266	1621	1311	1252	1753	1325	1274	1497	1364	1576	1618	1683	1400	1370	1535	1388	112	187					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	900	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	456	36	31	27	37	24	24	30	33	28	42	29	19	24	44	28	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	420	39	24	19	24	26	13	28	41	19	26	28	42	12	23	37	10	9					
14	Число погашенных открепительных удостоверений	444	24	29	33	23	36	36	30	27	32	18	31	41	36	16	32	0	0					
15	Число открепительных удостоверений выданных ТИК	5	0	0	0	0	1	0	1	0	0	2	0	0	0	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	129	4	7	5	12	9	9	17	7	1	17	11	9	5	9	7	0	0					
		0.57%	0.24%	0.52%	0.39%	0.67%	0.67%	0.68%	1.12%	0.50%	0.06%	1.04%	0.64%	0.63%	0.36%	0.58%	0.50%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2038	169	132	116	196	132	92	115	135	154	136	98	101	131	139	161	22	9					
		9.06%	10.35%	9.96%	9.14%	11.07%	9.88%	7.01%	7.64%	9.81%	9.67%	8.33%	5.76%	7.13%	9.49%	8.99%	11.53%	19.64%	4.76%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	497	41	31	11	39	34	30	30	26	24	32	45	38	31	44	35	1	5					
		2.21%	2.51%	2.34%	0.86%	2.20%	2.54%	2.28%	1.99%	1.89%	1.50%	1.96%	2.64%	2.68%	2.24%	2.84%	2.50%	0.89%	2.64%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2533	221	157	179	150	145	111	135	163	185	206	171	153	163	181	183	6	24					
		11.26%	13.54%	11.85%	14.11%	8.47%	10.85%	8.46%	8.97%	11.85%	11.62%	12.62%	10.06%	10.81%	11.82%	11.71%	13.10%	5.35%	12.69%					
22	"5. ""За Русь Святую"""	128	9	7	5	10	9	5	9	7	22	8	9	3	7	10	5	0	3					
		0.56%	0.55%	0.52%	0.39%	0.56%	0.67%	0.38%	0.59%	0.50%	1.38%	0.49%	0.52%	0.21%	0.50%	0.64%	0.35%	0.0%	1.58%					
23	"6. ""Объединенная Российская партия ""Русь"""	31	3	2	1	3	0	3	2	2	0	0	7	2	2	1	3	0	0					
		0.13%	0.18%	0.15%	0.07%	0.16%	0.0%	0.22%	0.13%	0.14%	0.0%	0.0%	0.41%	0.14%	0.14%	0.06%	0.21%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	343	28	19	17	29	23	23	20	25	21	28	31	23	19	27	10	0	0					
		1.52%	1.71%	1.43%	1.34%	1.63%	1.72%	1.75%	1.32%	1.81%	1.31%	1.71%	1.82%	1.62%	1.37%	1.74%	0.71%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	8	0	2	0	2	0	0	0	1	0	0	1	2	0	0	0	0	0					
		0.03%	0.0%	0.15%	0.0%	0.11%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.05%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	191	17	4	10	14	10	15	10	9	16	11	19	12	8	18	12	4	2					
		0.84%	1.04%	0.30%	0.78%	0.79%	0.74%	1.14%	0.66%	0.65%	1.00%	0.67%	1.11%	0.84%	0.58%	1.16%	0.85%	3.57%	1.05%					
27	"10. ""Аграрная партия России"""	361	36	19	19	16	23	26	22	21	16	19	27	24	28	36	27	0	2					
		1.60%	2.20%	1.43%	1.49%	0.90%	1.72%	1.98%	1.46%	1.52%	1.00%	1.16%	1.58%	1.69%	2.03%	2.33%	1.93%	0.0%	1.05%					
28	"11. ""Истинные патриоты России"""	17	4	2	1	3	3	0	0	0	1	0	0	0	0	1	2	0	0					
		0.07%	0.24%	0.15%	0.07%	0.16%	0.22%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.06%	0.14%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	229	25	12	16	18	11	15	12	13	14	16	18	16	15	9	17	0	2					
		1.01%	1.53%	0.90%	1.26%	1.01%	0.82%	1.14%	0.79%	0.94%	0.87%	0.98%	1.05%	1.13%	1.08%	0.58%	1.21%	0.0%	1.05%					
30	"13. ""Демократическая партия России"""	38	0	3	1	3	6	4	1	3	2	0	0	3	6	3	2	0	1					
		0.16%	0.0%	0.22%	0.07%	0.16%	0.44%	0.30%	0.06%	0.21%	0.12%	0.0%	0.0%	0.21%	0.43%	0.19%	0.14%	0.0%	0.52%					
31	"14. ""Великая Россия - Евразийский Союз"""	49	6	5	2	5	3	3	0	1	5	3	5	1	2	2	3	0	3					
		0.21%	0.36%	0.37%	0.15%	0.28%	0.22%	0.22%	0.0%	0.07%	0.31%	0.18%	0.29%	0.07%	0.14%	0.12%	0.21%	0.0%	1.58%					
32	"15. ""Партия СЛОН"""	49	3	3	2	4	1	4	8	5	4	2	2	4	3	3	1	0	0					
		0.21%	0.18%	0.22%	0.15%	0.22%	0.07%	0.30%	0.53%	0.36%	0.25%	0.12%	0.11%	0.28%	0.21%	0.19%	0.07%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3447	265	190	212	220	195	203	215	189	267	274	245	249	237	259	195	8	24					
		15.33%	16.23%	14.35%	16.71%	12.43%	14.59%	15.47%	14.28%	13.74%	16.77%	16.78%	14.42%	17.59%	17.18%	16.76%	13.96%	7.14%	12.69%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	15	0	4	0	3	2	1	0	1	1	0	1	1	0	1	0	0	0					
		0.06%	0.0%	0.30%	0.0%	0.16%	0.14%	0.07%	0.0%	0.07%	0.06%	0.0%	0.05%	0.07%	0.0%	0.06%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	1301	73	61	61	183	79	85	101	80	98	71	102	65	81	81	54	10	16					
		5.78%	4.47%	4.60%	4.81%	10.34%	5.91%	6.47%	6.71%	5.81%	6.15%	4.35%	6.00%	4.59%	5.87%	5.24%	3.86%	8.92%	8.46%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	221	15	14	14	21	20	6	14	16	19	12	18	10	11	13	9	5	4					
		0.98%	0.91%	1.05%	1.10%	1.18%	1.49%	0.45%	0.93%	1.16%	1.19%	0.73%	1.05%	0.70%	0.79%	0.84%	0.64%	4.46%	2.11%					
37	"20. ""Политическая партия ""Единая Россия"""	7135	456	404	394	574	436	439	512	454	494	519	599	432	424	481	428	31	58					
		31.73%	27.94%	30.51%	31.07%	32.44%	32.63%	33.46%	34.01%	33.01%	31.03%	31.80%	35.25%	30.53%	30.74%	31.13%	30.65%	27.67%	30.68%					
38	"21. ""Российская Конституционно-демократическая партия"""	36	0	1	1	7	0	0	0	1	3	2	8	1	2	4	6	0	0					
		0.16%	0.0%	0.07%	0.07%	0.39%	0.0%	0.0%	0.0%	0.07%	0.18%	0.12%	0.47%	0.07%	0.14%	0.25%	0.42%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	68	4	1	2	8	3	3	2	7	8	4	7	4	3	4	6	2	0					
		0.30%	0.24%	0.07%	0.15%	0.45%	0.22%	0.22%	0.13%	0.50%	0.50%	0.24%	0.41%	0.28%	0.21%	0.25%	0.42%	1.78%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2007	145	141	111	135	106	108	160	111	127	175	155	137	119	123	129	3	22					
		8.92%	8.88%	10.64%	8.75%	7.63%	7.93%	8.23%	10.63%	8.07%	7.97%	10.72%	9.12%	9.68%	8.62%	7.96%	9.24%	2.67%	11.64%					
																								
