Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Татищевская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619					
1	"Число избирателей, внесенных в список"	21569	1866	1977	2116	431	497	309	1811	282	632	465	654	397	227	280	538	144	760	205	1246	308	748	384	270	266	232	676	1295	1314	549	690					
2	Число полученных избирательных бюллетеней	21505	1855	1970	2117	425	501	308	1788	273	640	457	663	397	223	278	533	140	764	197	1219	302	749	379	263	261	229	691	1300	1325	553	705					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	18156	1654	1667	1885	355	392	279	1581	224	579	348	612	324	166	199	444	136	594	143	1029	236	575	274	230	227	174	565	1088	1107	425	644					
5	"Число избирательных бюллетеней, выданных вне помещения"	1164	47	56	30	25	65	18	50	45	32	47	20	33	19	61	48	0	85	35	53	56	47	56	15	8	29	75	20	20	39	30					
6	Число погашенных избирательных бюллетеней	2185	154	247	202	45	44	11	157	4	29	62	31	40	38	18	41	4	85	19	137	10	127	49	18	26	26	51	192	198	89	31					
7	Число избирательных бюллетеней в переносных ящиках	1164	47	56	30	25	65	18	50	45	32	47	20	33	19	61	48	0	85	35	53	56	47	56	15	8	29	75	20	20	39	30					
8	Число бюллетеней в стационарных ящиках для голосования	18156	1654	1667	1885	355	392	279	1581	224	579	348	612	324	166	199	444	136	594	143	1029	236	575	274	230	227	174	565	1088	1107	425	644					
9	Число недействительных избирательных бюллетеней	317	12	50	7	11	36	4	0	0	5	4	2	22	9	2	23	0	24	0	17	3	2	1	3	11	6	49	7	2	5	0					
10	Число действительных избирательных бюллетеней	19003	1689	1673	1908	369	421	293	1631	269	606	391	630	335	176	258	469	136	655	178	1065	289	620	329	242	224	197	591	1101	1125	459	674					
11	Число полученных открепительных  удостоверений	900	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30					
