Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Хасанская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077					
1	"Число избирателей, внесенных в список избирателей"	28740	694	445	1095	1552	1514	518	1733	1036	691	2365	2487	1898	1755	1127	791	1443	522	819	304	1069	2897	1095	360	530					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26200	650	400	1000	1400	1400	500	1600	1050	650	2150	2250	1700	1550	1000	700	1300	500	750	250	900	2700	1000	300	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	298	56	8	28	0	0	15	0	0	63	0	0	0	0	0	0	42	0	0	0	0	0	81	0	5					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12983	301	239	477	692	702	221	719	399	213	1202	1239	869	755	430	388	594	216	315	104	592	1555	389	140	232					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	572	26	4	41	9	24	13	6	16	17	26	22	16	28	13	15	28	3	17	22	30	164	7	1	24					
6	Число погашенных избирательных бюллетеней	12347	267	149	454	699	674	251	875	635	357	922	989	815	767	557	297	636	281	418	124	278	981	523	159	239					
7	Число избирательных бюллетеней в переносных ящиках для голосования	870	82	12	69	9	24	28	6	16	80	26	22	16	28	13	15	70	3	17	22	30	164	88	1	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12966	301	239	475	691	702	221	719	399	213	1200	1237	867	755	424	388	593	216	315	104	592	1555	389	140	231					
9	Число недействительных избирательных бюллетеней	421	10	11	20	13	27	16	30	12	9	37	20	34	26	16	9	22	9	7	2	25	39	15	3	9					
10	Число действительных избирательных бюллетеней	13415	373	240	524	687	699	233	695	403	284	1189	1239	849	757	421	394	641	210	325	124	597	1680	462	138	251					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	620	20	10	30	30	40	20	30	30	20	20	20	20	20	20	20	20	10	20	20	30	100	30	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	212	4	6	5	11	14	7	8	5	8	10	12	10	5	1	1	17	1	5	0	9	47	9	6	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	208	6	0	9	17	7	1	8	1	8	13	9	11	7	5	2	66	1	2	6	4	3	6	5	11					
14	Число погашенных неиспользованных открепительных удостоверений	408	16	4	25	19	26	13	22	25	12	10	8	10	15	19	19	3	9	15	20	21	53	21	14	9					
